 time            v(d_p)          v(d_n)          v(vos)          vod             v(x1.core_p)    v(x1.core_n)   
 9.62250000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835110e-08  1.19999995e+00 
 9.62750000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835103e-08  1.19999995e+00 
 9.63250000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835027e-08  1.19999995e+00 
 9.63750000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835043e-08  1.19999995e+00 
 9.64250000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835117e-08  1.19999995e+00 
 9.64750000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835034e-08  1.19999995e+00 
 9.65250000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835043e-08  1.19999995e+00 
 9.65750000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835050e-08  1.19999995e+00 
 9.66250000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835127e-08  1.19999995e+00 
 9.66750000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835152e-08  1.19999995e+00 
 9.67250000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835152e-08  1.19999995e+00 
 9.67750000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835145e-08  1.19999995e+00 
 9.68250000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835150e-08  1.19999995e+00 
 9.68750000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835076e-08  1.19999995e+00 
 9.69250000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835125e-08  1.19999995e+00 
 9.69750000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835147e-08  1.19999995e+00 
 9.70250000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835041e-08  1.19999995e+00 
 9.70750000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835045e-08  1.19999995e+00 
 9.71250000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835049e-08  1.19999995e+00 
 9.71750000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835129e-08  1.19999995e+00 
 9.72250000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835188e-08  1.19999995e+00 
 9.72750000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835158e-08  1.19999995e+00 
 9.73250000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835079e-08  1.19999995e+00 
 9.73750000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835127e-08  1.19999995e+00 
 9.74250000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835075e-08  1.19999995e+00 
 9.74750000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835055e-08  1.19999995e+00 
 9.75250000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835119e-08  1.19999995e+00 
 9.75750000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835071e-08  1.19999995e+00 
 9.76250000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835164e-08  1.19999995e+00 
 9.76750000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835152e-08  1.19999995e+00 
 9.77250000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835151e-08  1.19999995e+00 
 9.77750000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835149e-08  1.19999995e+00 
 9.78250000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835150e-08  1.19999995e+00 
 9.78750000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835156e-08  1.19999995e+00 
 9.79250000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835114e-08  1.19999995e+00 
 9.79750000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835107e-08  1.19999995e+00 
 9.80250000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835035e-08  1.19999995e+00 
 9.80750000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835085e-08  1.19999995e+00 
 9.81250000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835031e-08  1.19999995e+00 
 9.81750000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835119e-08  1.19999995e+00 
 9.82250000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835073e-08  1.19999995e+00 
 9.82750000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835128e-08  1.19999995e+00 
 9.83250000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835076e-08  1.19999995e+00 
 9.83750000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835054e-08  1.19999995e+00 
 9.84250000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835157e-08  1.19999995e+00 
 9.84750000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835153e-08  1.19999995e+00 
 9.85250000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835078e-08  1.19999995e+00 
 9.85750000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835052e-08  1.19999995e+00 
 9.86250000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835117e-08  1.19999995e+00 
 9.86750000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835070e-08  1.19999995e+00 
 9.87250000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835132e-08  1.19999995e+00 
 9.87750000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835072e-08  1.19999995e+00 
 9.88250000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835154e-08  1.19999995e+00 
 9.88750000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835075e-08  1.19999995e+00 
 9.89250000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835121e-08  1.19999995e+00 
 9.89750000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835137e-08  1.19999995e+00 
 9.90250000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835137e-08  1.19999995e+00 
 9.90750000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835146e-08  1.19999995e+00 
 9.91250000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835146e-08  1.19999995e+00 
 9.91750000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835147e-08  1.19999995e+00 
 9.92250000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835154e-08  1.19999995e+00 
 9.92750000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835117e-08  1.19999995e+00 
 9.93250000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835105e-08  1.19999995e+00 
 9.93750000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835105e-08  1.19999995e+00 
 9.94250000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835103e-08  1.19999995e+00 
 9.94625000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835105e-08  1.19999995e+00 
 9.95000000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94835009e-08  1.19999995e+00 
 9.95050000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94631489e-08  1.19999995e+00 
 9.95150000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94544915e-08  1.19999995e+00 
 9.95350000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94982645e-08  1.19999995e+00 
 9.95750000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.95162387e-08  1.19999995e+00 
 9.96250000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94768144e-08  1.19999995e+00 
 9.96750000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94647530e-08  1.19999995e+00 
 9.97250000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94789661e-08  1.19999995e+00 
 9.97750000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94913764e-08  1.19999995e+00 
 9.98250000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94917075e-08  1.19999995e+00 
 9.98750000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94853137e-08  1.19999995e+00 
 9.99250000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94808840e-08  1.19999995e+00 
 9.99625000e-09  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94808995e-08  1.19999995e+00 
 1.00000000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.94820992e-08  1.19999995e+00 
 1.00005000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  2.21579387e-07  1.20000010e+00 
 1.00015000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  3.51890367e-07  1.20000035e+00 
 1.00035000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  2.20974902e-07  1.20000045e+00 
 1.00075000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01 -9.17728996e-08  1.20000008e+00 
 1.00125000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01 -1.42567902e-07  1.19999972e+00 
 1.00175000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01 -1.84652304e-08  1.19999968e+00 
 1.00225000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  8.74660975e-08  1.19999979e+00 
 1.00262500e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  1.19706566e-07  1.19999988e+00 
 1.00300000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  1.18390068e-07  1.19999994e+00 
 1.00305000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  1.15769661e-07  1.19999995e+00 
 1.00315000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  1.10079919e-07  1.19999996e+00 
 1.00335000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  9.79157529e-08  1.19999997e+00 
 1.00375000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  7.35803588e-08  1.19999998e+00 
 1.00425000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  4.77542970e-08  1.19999998e+00 
 1.00475000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  2.73062712e-08  1.19999997e+00 
 1.00525000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  1.20851134e-08  1.19999995e+00 
 1.00575000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  3.06756490e-09  1.19999993e+00 
 1.00625000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01 -3.26455315e-09  1.19999991e+00 
 1.00675000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01 -2.14742760e-08  1.19999988e+00 
 1.00725000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01 -3.77379963e-08  1.19999983e+00 
 1.00775000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01 -5.66994302e-08  1.19999981e+00 
 1.00825000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01 -1.06655696e-07  1.19999983e+00 
 1.00875000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01 -1.45639127e-07  1.19999981e+00 
 1.00925000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01 -1.07629195e-07  1.19999987e+00 
 1.00962500e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  2.48597184e-07  1.20000009e+00 
 1.01000000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  1.00073100e-06  1.20000041e+00 
 1.01005000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  9.62364502e-07  1.20000033e+00 
 1.01015000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  1.01570088e-06  1.20000024e+00 
 1.01035000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  1.25548041e-06  1.20000033e+00 
 1.01075000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  1.82716220e-06  1.20000065e+00 
 1.01125000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.19247708e-06  1.20000068e+00 
 1.01175000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  4.80537646e-06  1.20000023e+00 
 1.01225000e-08  1.42082939e+00  1.06739154e+00  1.24411046e+00  3.53437857e-01  2.15850036e-07  1.19999968e+00 
 1.01275000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01 -3.82183906e-06  1.19999939e+00 
 1.01325000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01 -5.01024103e-06  1.19999943e+00 
 1.01375000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01 -3.95696310e-06  1.19999964e+00 
 1.01425000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01 -2.10734546e-06  1.19999984e+00 
 1.01475000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01 -4.78789309e-07  1.19999997e+00 
 1.01525000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  5.23807099e-07  1.20000002e+00 
 1.01575000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  7.97812788e-07  1.20000002e+00 
 1.01625000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  2.36421918e-07  1.19999998e+00 
 1.01675000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01 -1.13080287e-06  1.19999994e+00 
 1.01725000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01 -3.01466142e-06  1.19999990e+00 
 1.01775000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01 -5.34431949e-06  1.19999987e+00 
 1.01825000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01 -8.30269780e-06  1.19999985e+00 
 1.01875000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01 -1.21105297e-05  1.19999982e+00 
 1.01925000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01 -1.70656282e-05  1.19999978e+00 
 1.01975000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01 -2.36379305e-05  1.19999973e+00 
 1.02025000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01 -3.06339612e-05  1.19999970e+00 
 1.02075000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01 -3.52391338e-05  1.19999975e+00 
 1.02125000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01 -3.87315257e-05  1.19999984e+00 
 1.02175000e-08  1.42082939e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01 -4.25571593e-05  1.19999989e+00 
 1.02225000e-08  1.42082940e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01 -3.55267911e-05  1.20000016e+00 
 1.02275000e-08  1.42082940e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  9.81050282e-06  1.20000123e+00 
 1.02325000e-08  1.42082940e+00  1.06739154e+00  1.24411047e+00  3.53437857e-01  1.19415854e-04  1.20000342e+00 
 1.02375000e-08  1.42082940e+00  1.06739155e+00  1.24411047e+00  3.53437857e-01  3.12498117e-04  1.20000666e+00 
 1.02425000e-08  1.42082940e+00  1.06739154e+00  1.24411047e+00  3.53437856e-01  5.71431138e-04  1.20000992e+00 
 1.02475000e-08  1.42082939e+00  1.06739153e+00  1.24411046e+00  3.53437856e-01  8.19468780e-04  1.20001106e+00 
 1.02525000e-08  1.42082938e+00  1.06739152e+00  1.24411045e+00  3.53437856e-01  1.01101748e-03  1.20000942e+00 
 1.02575000e-08  1.42082938e+00  1.06739152e+00  1.24411045e+00  3.53437856e-01  1.12538397e-03  1.20000568e+00 
 1.02625000e-08  1.42082938e+00  1.06739152e+00  1.24411045e+00  3.53437857e-01  1.17650810e-03  1.20000139e+00 
 1.02675000e-08  1.42082939e+00  1.06739153e+00  1.24411046e+00  3.53437858e-01  1.16051098e-03  1.19999723e+00 
 1.02725000e-08  1.42082937e+00  1.06739152e+00  1.24411044e+00  3.53437859e-01  9.18812982e-04  1.19998985e+00 
 1.02775000e-08  1.42082935e+00  1.06739149e+00  1.24411042e+00  3.53437859e-01  2.65065371e-04  1.19997595e+00 
 1.02825000e-08  1.42082933e+00  1.06739147e+00  1.24411040e+00  3.53437860e-01 -1.02004697e-03  1.19995330e+00 
 1.02875000e-08  1.42082932e+00  1.06739146e+00  1.24411039e+00  3.53437862e-01 -3.13370828e-03  1.19992180e+00 
 1.02925000e-08  1.42082932e+00  1.06739145e+00  1.24411038e+00  3.53437865e-01 -6.26818036e-03  1.19988236e+00 
 1.02975000e-08  1.42082934e+00  1.06739147e+00  1.24411040e+00  3.53437868e-01 -1.04386149e-02  1.19984007e+00 
 1.03025000e-08  1.42082939e+00  1.06739152e+00  1.24411045e+00  3.53437869e-01 -1.54314754e-02  1.19980418e+00 
 1.03075000e-08  1.42082939e+00  1.06739152e+00  1.24411046e+00  3.53437871e-01 -2.15467029e-02  1.19976899e+00 
 1.03125000e-08  1.42082938e+00  1.06739151e+00  1.24411044e+00  3.53437868e-01 -2.89280294e-02  1.19973101e+00 
 1.03175000e-08  1.42082969e+00  1.06739183e+00  1.24411076e+00  3.53437861e-01 -3.46272215e-02  1.19975929e+00 
 1.03225000e-08  1.42083061e+00  1.06739276e+00  1.24411169e+00  3.53437850e-01 -3.08570616e-02  1.20001718e+00 
 1.03275000e-08  1.42083207e+00  1.06739425e+00  1.24411316e+00  3.53437818e-01 -5.01531845e-03  1.20071792e+00 
 1.03325000e-08  1.42083337e+00  1.06739563e+00  1.24411450e+00  3.53437741e-01  5.56220454e-02  1.20197998e+00 
 1.03375000e-08  1.42083268e+00  1.06739506e+00  1.24411387e+00  3.53437618e-01  1.49538222e-01  1.20350431e+00 
 1.03425000e-08  1.42083049e+00  1.06739304e+00  1.24411176e+00  3.53437448e-01  2.69444541e-01  1.20487622e+00 
 1.03475000e-08  1.42082805e+00  1.06739070e+00  1.24410938e+00  3.53437349e-01  4.05399303e-01  1.20578814e+00 
 1.03525000e-08  1.42082604e+00  1.06738861e+00  1.24410733e+00  3.53437430e-01  5.43538090e-01  1.20616548e+00 
 1.03575000e-08  1.42082505e+00  1.06738738e+00  1.24410622e+00  3.53437667e-01  6.61955988e-01  1.20637759e+00 
 1.03625000e-08  1.42082617e+00  1.06738843e+00  1.24410730e+00  3.53437737e-01  7.56706128e-01  1.20671601e+00 
 1.03675000e-08  1.42082608e+00  1.06738800e+00  1.24410704e+00  3.53438075e-01  8.35493110e-01  1.20710642e+00 
 1.03725000e-08  1.42082400e+00  1.06738559e+00  1.24410480e+00  3.53438411e-01  9.02008807e-01  1.20745570e+00 
 1.03775000e-08  1.42082262e+00  1.06738408e+00  1.24410335e+00  3.53438538e-01  9.57355716e-01  1.20773848e+00 
 1.03825000e-08  1.42082335e+00  1.06738468e+00  1.24410402e+00  3.53438668e-01  1.00252834e+00  1.20796332e+00 
 1.03875000e-08  1.42082573e+00  1.06738683e+00  1.24410628e+00  3.53438894e-01  1.03880216e+00  1.20813608e+00 
 1.03925000e-08  1.42082863e+00  1.06738951e+00  1.24410907e+00  3.53439112e-01  1.06755787e+00  1.20824568e+00 
 1.03975000e-08  1.42083117e+00  1.06739197e+00  1.24411157e+00  3.53439203e-01  1.09011832e+00  1.20827110e+00 
 1.04025000e-08  1.42083295e+00  1.06739383e+00  1.24411339e+00  3.53439120e-01  1.10768784e+00  1.20818919e+00 
 1.04075000e-08  1.42083365e+00  1.06739479e+00  1.24411422e+00  3.53438859e-01  1.12157282e+00  1.20793103e+00 
 1.04125000e-08  1.42083333e+00  1.06739481e+00  1.24411407e+00  3.53438521e-01  1.13299329e+00  1.20739008e+00 
 1.04175000e-08  1.42083345e+00  1.06739510e+00  1.24411428e+00  3.53438352e-01  1.14221094e+00  1.20675976e+00 
 1.04225000e-08  1.42083420e+00  1.06739606e+00  1.24411513e+00  3.53438143e-01  1.14952721e+00  1.20640622e+00 
 1.04275000e-08  1.42083465e+00  1.06739694e+00  1.24411579e+00  3.53437709e-01  1.15539253e+00  1.20651276e+00 
 1.04325000e-08  1.42083451e+00  1.06739729e+00  1.24411590e+00  3.53437220e-01  1.16021900e+00  1.20707535e+00 
 1.04375000e-08  1.42083400e+00  1.06739713e+00  1.24411556e+00  3.53436869e-01  1.16431336e+00  1.20799946e+00 
 1.04425000e-08  1.42083331e+00  1.06739659e+00  1.24411495e+00  3.53436716e-01  1.16788528e+00  1.20916432e+00 
 1.04475000e-08  1.42083257e+00  1.06739585e+00  1.24411421e+00  3.53436725e-01  1.17107194e+00  1.21045320e+00 
 1.04525000e-08  1.42083185e+00  1.06739501e+00  1.24411343e+00  3.53436839e-01  1.17396007e+00  1.21176414e+00 
 1.04575000e-08  1.42083116e+00  1.06739415e+00  1.24411266e+00  3.53437010e-01  1.17660249e+00  1.21301518e+00 
 1.04625000e-08  1.42083054e+00  1.06739333e+00  1.24411194e+00  3.53437202e-01  1.17903015e+00  1.21414578e+00 
 1.04675000e-08  1.42082998e+00  1.06739259e+00  1.24411129e+00  3.53437392e-01  1.18126067e+00  1.21511557e+00 
 1.04725000e-08  1.42082951e+00  1.06739194e+00  1.24411073e+00  3.53437567e-01  1.18330417e+00  1.21590179e+00 
 1.04775000e-08  1.42082913e+00  1.06739141e+00  1.24411027e+00  3.53437716e-01  1.18516728e+00  1.21649597e+00 
 1.04825000e-08  1.42082883e+00  1.06739099e+00  1.24410991e+00  3.53437838e-01  1.18685551e+00  1.21690065e+00 
 1.04875000e-08  1.42082863e+00  1.06739069e+00  1.24410966e+00  3.53437932e-01  1.18837475e+00  1.21712623e+00 
 1.04925000e-08  1.42082850e+00  1.06739051e+00  1.24410950e+00  3.53437998e-01  1.18973196e+00  1.21718831e+00 
 1.04962500e-08  1.42082846e+00  1.06739043e+00  1.24410945e+00  3.53438032e-01  1.19064790e+00  1.21713713e+00 
 1.05000000e-08  1.42082845e+00  1.06739040e+00  1.24410943e+00  3.53438052e-01  1.19148084e+00  1.21701191e+00 
 1.05005000e-08  1.42082845e+00  1.06739040e+00  1.24410943e+00  3.53438050e-01  1.19158499e+00  1.21698940e+00 
 1.05015000e-08  1.42082845e+00  1.06739040e+00  1.24410943e+00  3.53438046e-01  1.19179000e+00  1.21694208e+00 
 1.05035000e-08  1.42082847e+00  1.06739041e+00  1.24410944e+00  3.53438063e-01  1.19218450e+00  1.21683434e+00 
 1.05075000e-08  1.42082851e+00  1.06739044e+00  1.24410947e+00  3.53438068e-01  1.19291200e+00  1.21657224e+00 
 1.05125000e-08  1.42082857e+00  1.06739052e+00  1.24410955e+00  3.53438050e-01  1.19371316e+00  1.21617262e+00 
 1.05175000e-08  1.42082866e+00  1.06739064e+00  1.24410965e+00  3.53438024e-01  1.19440390e+00  1.21570864e+00 
 1.05225000e-08  1.42082876e+00  1.06739077e+00  1.24410976e+00  3.53437993e-01  1.19499495e+00  1.21519546e+00 
 1.05262500e-08  1.42082884e+00  1.06739087e+00  1.24410986e+00  3.53437967e-01  1.19537865e+00  1.21478591e+00 
 1.05300000e-08  1.42082891e+00  1.06739097e+00  1.24410994e+00  3.53437939e-01  1.19571646e+00  1.21436166e+00 
 1.05305000e-08  1.42082892e+00  1.06739099e+00  1.24410995e+00  3.53437933e-01  1.19575773e+00  1.21430419e+00 
 1.05315000e-08  1.42082894e+00  1.06739101e+00  1.24410997e+00  3.53437925e-01  1.19583856e+00  1.21418873e+00 
 1.05335000e-08  1.42082897e+00  1.06739106e+00  1.24411002e+00  3.53437912e-01  1.19599235e+00  1.21395600e+00 
 1.05375000e-08  1.42082905e+00  1.06739116e+00  1.24411010e+00  3.53437885e-01  1.19626954e+00  1.21348731e+00 
 1.05425000e-08  1.42082913e+00  1.06739128e+00  1.24411020e+00  3.53437849e-01  1.19656432e+00  1.21290188e+00 
 1.05475000e-08  1.42082920e+00  1.06739138e+00  1.24411029e+00  3.53437814e-01  1.19680847e+00  1.21232338e+00 
 1.05525000e-08  1.42082925e+00  1.06739147e+00  1.24411036e+00  3.53437782e-01  1.19700907e+00  1.21175749e+00 
 1.05575000e-08  1.42082929e+00  1.06739154e+00  1.24411041e+00  3.53437753e-01  1.19717280e+00  1.21120875e+00 
 1.05625000e-08  1.42082931e+00  1.06739158e+00  1.24411045e+00  3.53437727e-01  1.19730567e+00  1.21068054e+00 
 1.05675000e-08  1.42082931e+00  1.06739161e+00  1.24411046e+00  3.53437705e-01  1.19741295e+00  1.21017512e+00 
 1.05725000e-08  1.42082930e+00  1.06739162e+00  1.24411046e+00  3.53437684e-01  1.19749924e+00  1.20969380e+00 
 1.05775000e-08  1.42082926e+00  1.06739160e+00  1.24411043e+00  3.53437664e-01  1.19756849e+00  1.20923715e+00 
 1.05825000e-08  1.42082919e+00  1.06739154e+00  1.24411036e+00  3.53437645e-01  1.19762413e+00  1.20880534e+00 
 1.05875000e-08  1.42082906e+00  1.06739143e+00  1.24411025e+00  3.53437627e-01  1.19766910e+00  1.20839836e+00 
 1.05925000e-08  1.42082888e+00  1.06739127e+00  1.24411007e+00  3.53437613e-01  1.19770589e+00  1.20801599e+00 
 1.05975000e-08  1.42082865e+00  1.06739104e+00  1.24410984e+00  3.53437603e-01  1.19773655e+00  1.20765774e+00 
