 time            v(d_p)          v(d_n)          v(x1.gclk_b)   
 4.26870000e-08  5.95227517e-08  1.19999995e+00  1.20006271e+00 
 4.26890000e-08  5.94832907e-08  1.19999995e+00  1.20005951e+00 
 4.26910000e-08  5.94376633e-08  1.19999995e+00  1.20004961e+00 
 4.26930000e-08  5.93991053e-08  1.19999995e+00  1.20003021e+00 
 4.26950000e-08  5.93672459e-08  1.19999995e+00  1.19999773e+00 
 4.26970000e-08  5.93387296e-08  1.19999995e+00  1.19994768e+00 
 4.26990000e-08  5.93183085e-08  1.19999995e+00  1.19987518e+00 
 4.27010000e-08  5.93156758e-08  1.19999995e+00  1.19977545e+00 
 4.27030000e-08  5.93384418e-08  1.19999995e+00  1.19964423e+00 
 4.27050000e-08  5.93863883e-08  1.19999995e+00  1.19947790e+00 
 4.27070000e-08  5.94583164e-08  1.19999995e+00  1.19927397e+00 
 4.27090000e-08  5.96070199e-08  1.19999995e+00  1.19903669e+00 
 4.27110000e-08  5.98857635e-08  1.19999995e+00  1.19877950e+00 
 4.27130000e-08  6.01598457e-08  1.19999995e+00  1.19851382e+00 
 4.27150000e-08  6.02625916e-08  1.19999996e+00  1.19824545e+00 
 4.27170000e-08  6.01634190e-08  1.19999996e+00  1.19797542e+00 
 4.27190000e-08  5.99079826e-08  1.19999996e+00  1.19770115e+00 
 4.27210000e-08  5.95894639e-08  1.19999996e+00  1.19741826e+00 
 4.27230000e-08  5.93803323e-08  1.19999996e+00  1.19713008e+00 
 4.27250000e-08  5.96467057e-08  1.19999996e+00  1.19687233e+00 
 4.27270000e-08  6.06323532e-08  1.19999996e+00  1.19672212e+00 
 4.27290000e-08  6.20198571e-08  1.19999997e+00  1.19677683e+00 
 4.27310000e-08  6.32737717e-08  1.19999998e+00  1.19714182e+00 
 4.27330000e-08  6.40404689e-08  1.19999998e+00  1.19792554e+00 
 4.27350000e-08  6.41513133e-08  1.19999999e+00  1.19923485e+00 
 4.27370000e-08  6.33707838e-08  1.20000000e+00  1.20114958e+00 
 4.27390000e-08  6.10946101e-08  1.20000000e+00  1.20366723e+00 
 4.27410000e-08  5.74178848e-08  1.19999999e+00  1.20671952e+00 
 4.27430000e-08  5.34160429e-08  1.19999998e+00  1.21020941e+00 
 4.27450000e-08  5.00638453e-08  1.19999996e+00  1.21402243e+00 
 4.27470000e-08  4.80222311e-08  1.19999994e+00  1.21804242e+00 
 4.27490000e-08  4.76538095e-08  1.19999993e+00  1.22216862e+00 
 4.27510000e-08  4.90031947e-08  1.19999991e+00  1.22632956e+00 
 4.27530000e-08  5.17774102e-08  1.19999990e+00  1.23048653e+00 
 4.27550000e-08  5.53515998e-08  1.19999990e+00  1.23462432e+00 
 4.27570000e-08  5.87524075e-08  1.19999990e+00  1.23871697e+00 
 4.27590000e-08  6.06050628e-08  1.19999990e+00  1.24265851e+00 
 4.27610000e-08  5.99601634e-08  1.19999989e+00  1.24622653e+00 
 4.27630000e-08  5.74520030e-08  1.19999988e+00  1.24912897e+00 
 4.27650000e-08  5.41918198e-08  1.19999986e+00  1.25100734e+00 
 4.27670000e-08  5.06071489e-08  1.19999984e+00  1.25140829e+00 
 4.27690000e-08  4.72122246e-08  1.19999981e+00  1.24980432e+00 
 4.27710000e-08  4.48488194e-08  1.19999977e+00  1.24563808e+00 
 4.27730000e-08  4.41740108e-08  1.19999974e+00  1.23835741e+00 
 4.27750000e-08  4.52461641e-08  1.19999971e+00  1.22743217e+00 
 4.27770000e-08  4.76360334e-08  1.19999970e+00  1.21237036e+00 
 4.27790000e-08  5.17934519e-08  1.19999969e+00  1.19283145e+00 
 4.27810000e-08  5.95068132e-08  1.19999971e+00  1.16880412e+00 
 4.27830000e-08  7.01967608e-08  1.19999975e+00  1.14053686e+00 
 4.27850000e-08  8.03989212e-08  1.19999982e+00  1.10839503e+00 
 4.27870000e-08  8.70239103e-08  1.19999990e+00  1.07278919e+00 
 4.27890000e-08  8.85901412e-08  1.19999999e+00  1.03414504e+00 
 4.27910000e-08  8.51043885e-08  1.20000008e+00  9.92883362e-01 
 4.27930000e-08  7.72021959e-08  1.20000016e+00  9.49423419e-01 
 4.27950000e-08  6.59278615e-08  1.20000025e+00  9.04225008e-01 
 4.27970000e-08  5.35080904e-08  1.20000034e+00  8.57883195e-01 
 4.27990000e-08  4.52190361e-08  1.20000043e+00  8.11082996e-01 
 4.28010000e-08  5.05429986e-08  1.20000050e+00  7.64259322e-01 
 4.28030000e-08  7.91166986e-08  1.20000051e+00  7.17537684e-01 
 4.28050000e-08  1.34426224e-07  1.20000046e+00  6.70988620e-01 
 4.28070000e-08  2.14413518e-07  1.20000035e+00  6.24748655e-01 
 4.28090000e-08  3.16774946e-07  1.20000020e+00  5.79023341e-01 
 4.28110000e-08  4.41969485e-07  1.20000002e+00  5.34054142e-01 
 4.28130000e-08  5.93738849e-07  1.19999986e+00  4.90070718e-01 
 4.28150000e-08  7.79120051e-07  1.19999972e+00  4.47215951e-01 
 4.28170000e-08  9.89244662e-07  1.19999963e+00  4.05590117e-01 
 4.28190000e-08  1.13188305e-06  1.19999961e+00  3.65708286e-01 
 4.28210000e-08  1.11367233e-06  1.19999970e+00  3.28462785e-01 
 4.28230000e-08  9.33171195e-07  1.19999987e+00  2.94419523e-01 
 4.28250000e-08  6.03318313e-07  1.20000007e+00  2.63755527e-01 
 4.28270000e-08  1.25584528e-07  1.20000026e+00  2.36474039e-01 
 4.28290000e-08 -4.70812473e-07  1.20000041e+00  2.12465875e-01 
 4.28310000e-08 -1.05155975e-06  1.20000050e+00  1.91515341e-01 
 4.28330000e-08 -1.36540072e-06  1.20000053e+00  1.73297054e-01 
 4.28350000e-08 -1.24361171e-06  1.20000049e+00  1.57415996e-01 
 4.28370000e-08 -8.66004158e-07  1.20000040e+00  1.43426682e-01 
 4.28390000e-08 -6.86062755e-07  1.20000026e+00  1.30892881e-01 
 4.28410000e-08 -1.00682156e-06  1.20000011e+00  1.19490782e-01 
 4.28430000e-08 -1.71427546e-06  1.19999996e+00  1.09059037e-01 
 4.28450000e-08 -2.42185691e-06  1.19999984e+00  9.95449429e-02 
 4.28470000e-08 -2.78041046e-06  1.19999974e+00  9.09453230e-02 
 4.28490000e-08 -2.65127178e-06  1.19999968e+00  8.32671594e-02 
 4.28510000e-08 -2.09416464e-06  1.19999964e+00  7.64861850e-02 
 4.28530000e-08 -1.26998730e-06  1.19999962e+00  7.05265527e-02 
 4.28550000e-08 -3.54218261e-07  1.19999960e+00  6.52772109e-02 
 4.28570000e-08  5.11447468e-07  1.19999960e+00  6.06158331e-02 
 4.28590000e-08  1.23500446e-06  1.19999959e+00  5.64335257e-02 
 4.28610000e-08  1.77161599e-06  1.19999960e+00  5.26550759e-02 
 4.28630000e-08  2.11240200e-06  1.19999961e+00  4.92365530e-02 
 4.28650000e-08  2.27082931e-06  1.19999963e+00  4.60753800e-02 
 4.28670000e-08  2.27383054e-06  1.19999964e+00  4.30046782e-02 
 4.28690000e-08  2.15759156e-06  1.19999966e+00  3.99489048e-02 
 4.28710000e-08  1.95903665e-06  1.19999968e+00  3.69102142e-02 
 4.28730000e-08  1.70974112e-06  1.19999972e+00  3.39200745e-02 
 4.28750000e-08  1.43534209e-06  1.19999975e+00  3.10175838e-02 
 4.28770000e-08  1.15583830e-06  1.19999979e+00  2.82447907e-02 
 4.28790000e-08  8.86251874e-07  1.19999983e+00  2.56361287e-02 
 4.28810000e-08  6.36819682e-07  1.19999987e+00  2.32115528e-02 
 4.28830000e-08  4.13978386e-07  1.19999991e+00  2.09777508e-02 
 4.28850000e-08  2.21139771e-07  1.19999994e+00  1.89362541e-02 
 4.28870000e-08  5.94753275e-08  1.19999996e+00  1.70870654e-02 
 4.28890000e-08 -7.16174588e-08  1.19999998e+00  1.54322942e-02 
 4.28910000e-08 -1.73558295e-07  1.20000000e+00  1.39996158e-02 
 4.28930000e-08 -2.48370907e-07  1.20000001e+00  1.28570696e-02 
 4.28950000e-08 -2.99711075e-07  1.20000003e+00  1.20625240e-02 
 4.28970000e-08 -3.32611968e-07  1.20000004e+00  1.16215748e-02 
 4.28990000e-08 -3.52003123e-07  1.20000004e+00  1.14643225e-02 
 4.29010000e-08 -3.61579231e-07  1.20000003e+00  1.14532807e-02 
 4.29030000e-08 -3.62630914e-07  1.20000001e+00  1.14418887e-02 
 4.29050000e-08 -3.54736396e-07  1.19999999e+00  1.13237695e-02 
 4.29070000e-08 -3.37441925e-07  1.19999997e+00  1.10503325e-02 
 4.29090000e-08 -3.11541466e-07  1.19999996e+00  1.06188485e-02 
 4.29110000e-08 -2.79172399e-07  1.19999995e+00  1.00546555e-02 
 4.29130000e-08 -2.43199024e-07  1.19999995e+00  9.39441417e-03 
 4.29150000e-08 -2.06437615e-07  1.19999996e+00  8.67630990e-03 
 4.29170000e-08 -1.71140313e-07  1.19999997e+00  7.93411042e-03 
 4.29190000e-08 -1.38771016e-07  1.19999999e+00  7.19523933e-03 
 4.29210000e-08 -1.10052630e-07  1.20000000e+00  6.48009455e-03 
 4.29230000e-08 -8.51135648e-08  1.20000001e+00  5.80282552e-03 
 4.29250000e-08 -6.37056615e-08  1.20000001e+00  5.17216176e-03 
 4.29270000e-08 -4.53678694e-08  1.20000002e+00  4.59263804e-03 
 4.29290000e-08 -2.95849411e-08  1.20000002e+00  4.06552866e-03 
 4.29310000e-08 -1.58567618e-08  1.20000002e+00  3.58987979e-03 
 4.29330000e-08 -3.76946801e-09  1.20000002e+00  3.16317577e-03 
 4.29350000e-08  7.00792997e-09  1.20000001e+00  2.78199669e-03 
 4.29370000e-08  1.67042863e-08  1.20000001e+00  2.44241126e-03 
 4.29390000e-08  2.54825683e-08  1.20000000e+00  2.14039799e-03 
 4.29410000e-08  3.34350938e-08  1.20000000e+00  1.87199476e-03 
 4.29430000e-08  4.06234583e-08  1.19999999e+00  1.63348678e-03 
 4.29450000e-08  4.70738958e-08  1.19999999e+00  1.42144047e-03 
 4.29470000e-08  5.28113367e-08  1.19999998e+00  1.23278752e-03 
 4.29490000e-08  5.78477894e-08  1.19999998e+00  1.06477766e-03 
 4.29510000e-08  6.22088892e-08  1.19999998e+00  9.15018835e-04 
 4.29530000e-08  6.59164833e-08  1.19999997e+00  7.81380835e-04 
 4.29550000e-08  6.90088500e-08  1.19999997e+00  6.61968540e-04 
 4.29570000e-08  7.15215373e-08  1.19999997e+00  5.55012932e-04 
 4.29590000e-08  7.35086865e-08  1.19999997e+00  4.59050680e-04 
 4.29610000e-08  7.50233474e-08  1.19999997e+00  3.73028502e-04 
 4.29630000e-08  7.61245155e-08  1.19999996e+00  2.96140467e-04 
 4.29650000e-08  7.68538072e-08  1.19999996e+00  2.27477287e-04 
 4.29670000e-08  7.72591543e-08  1.19999996e+00  1.66023485e-04 
 4.29690000e-08  7.73835000e-08  1.19999996e+00  1.10700486e-04 
 4.29710000e-08  7.72799155e-08  1.19999996e+00  6.04899544e-05 
 4.29730000e-08  7.69917913e-08  1.19999996e+00  1.44349692e-05 
 4.29750000e-08  7.65662734e-08  1.19999996e+00 -2.82340865e-05 
 4.29770000e-08  7.60393869e-08  1.19999996e+00 -6.79697382e-05 
 4.29790000e-08  7.54508636e-08  1.19999996e+00 -1.04640692e-04 
 4.29810000e-08  7.48290122e-08  1.19999996e+00 -1.37309968e-04 
 4.29830000e-08  7.42062528e-08  1.19999996e+00 -1.63775557e-04 
 4.29850000e-08  7.35996307e-08  1.19999996e+00 -1.80478767e-04 
 4.29870000e-08  7.29914921e-08  1.19999996e+00 -1.84106642e-04 
 4.29890000e-08  7.22969284e-08  1.19999996e+00 -1.74561250e-04 
 4.29910000e-08  7.14514091e-08  1.19999996e+00 -1.55121444e-04 
 4.29930000e-08  7.04944156e-08  1.19999996e+00 -1.29381886e-04 
 4.29950000e-08  6.95520227e-08  1.19999996e+00 -9.90668284e-05 
 4.29970000e-08  6.87241399e-08  1.19999996e+00 -6.42089915e-05 
 4.29985000e-08  6.82030349e-08  1.19999995e+00 -3.46925433e-05 
 4.30000000e-08  6.77544952e-08  1.19999995e+00 -1.99592673e-06 
 4.30002000e-08  6.77020693e-08  1.19999995e+00  2.74330459e-06 
 4.30006000e-08  6.76000528e-08  1.19999995e+00  1.23700914e-05 
 4.30014000e-08  6.73983237e-08  1.19999995e+00  3.20586893e-05 
 4.30030000e-08  6.69744205e-08  1.19999995e+00  7.25159185e-05 
 4.30050000e-08  6.64164864e-08  1.19999995e+00  1.23027358e-04 
 4.30070000e-08  6.58092484e-08  1.19999995e+00  1.67875320e-04 
 4.30090000e-08  6.51354977e-08  1.19999995e+00  1.98183220e-04 
 4.30110000e-08  6.44668630e-08  1.19999995e+00  2.05669287e-04 
 4.30130000e-08  6.40021650e-08  1.19999995e+00  1.89153206e-04 
 4.30150000e-08  6.39453256e-08  1.19999995e+00  1.57080804e-04 
 4.30170000e-08  6.42956724e-08  1.19999995e+00  1.23159906e-04 
 4.30190000e-08  6.48015295e-08  1.19999995e+00  9.91570888e-05 
 4.30210000e-08  6.51147186e-08  1.19999995e+00  9.05055523e-05 
 4.30230000e-08  6.50010685e-08  1.19999996e+00  9.62641387e-05 
 4.30250000e-08  6.44383740e-08  1.19999996e+00  1.11738914e-04 
 4.30270000e-08  6.35779842e-08  1.19999996e+00  1.31225050e-04 
 4.30285000e-08  6.28631418e-08  1.19999996e+00  1.45528335e-04 
 4.30300000e-08  6.21927335e-08  1.19999995e+00  1.57777360e-04 
 4.30302000e-08  6.21093649e-08  1.19999995e+00  1.59090163e-04 
 4.30306000e-08  6.19458022e-08  1.19999995e+00  1.61589302e-04 
 4.30314000e-08  6.16516892e-08  1.19999995e+00  1.66081492e-04 
 4.30330000e-08  6.12101320e-08  1.19999995e+00  1.72926806e-04 
 4.30350000e-08  6.08769592e-08  1.19999995e+00  1.76599101e-04 
 4.30370000e-08  6.07317593e-08  1.19999995e+00  1.74856225e-04 
 4.30390000e-08  6.07262812e-08  1.19999995e+00  1.68571195e-04 
 4.30410000e-08  6.08012800e-08  1.19999995e+00  1.58939444e-04 
 4.30430000e-08  6.09003824e-08  1.19999995e+00  1.47102250e-04 
 4.30450000e-08  6.09789743e-08  1.19999995e+00  1.34031949e-04 
 4.30470000e-08  6.10124757e-08  1.19999995e+00  1.20488445e-04 
 4.30490000e-08  6.09925367e-08  1.19999995e+00  1.07036288e-04 
 4.30510000e-08  6.09239709e-08  1.19999995e+00  9.40697162e-05 
 4.30530000e-08  6.08181154e-08  1.19999995e+00  8.18488774e-05 
 4.30550000e-08  6.06892698e-08  1.19999995e+00  7.05328917e-05 
 4.30570000e-08  6.05508609e-08  1.19999995e+00  6.02070337e-05 
 4.30590000e-08  6.04140225e-08  1.19999995e+00  5.09002927e-05 
 4.30610000e-08  6.02865394e-08  1.19999995e+00  4.25948232e-05 
 4.30630000e-08  6.01732445e-08  1.19999995e+00  3.52388045e-05 
 4.30650000e-08  6.00765069e-08  1.19999995e+00  2.87602326e-05 
 4.30670000e-08  5.99968874e-08  1.19999995e+00  2.30805583e-05 
 4.30690000e-08  5.99335815e-08  1.19999995e+00  1.81222483e-05 
 4.30710000e-08  5.98848065e-08  1.19999995e+00  1.38131283e-05 
 4.30730000e-08  5.98482105e-08  1.19999995e+00  1.00868024e-05 
 4.30750000e-08  5.98211979e-08  1.19999995e+00  6.88214361e-06 
 4.30770000e-08  5.98012505e-08  1.19999995e+00  4.14166545e-06 
 4.30790000e-08  5.97860984e-08  1.19999995e+00  1.80946063e-06 
 4.30810000e-08  5.97738129e-08  1.19999995e+00 -1.74390559e-07 
 4.30830000e-08  5.97626492e-08  1.19999995e+00 -1.88880390e-06 
 4.30850000e-08  5.97512484e-08  1.19999995e+00 -3.43847494e-06 
 4.30870000e-08  5.97396607e-08  1.19999995e+00 -4.90740219e-06 
 4.30890000e-08  5.97292294e-08  1.19999995e+00 -6.31738088e-06 
 4.30910000e-08  5.97206147e-08  1.19999995e+00 -7.64875579e-06 
 4.30930000e-08  5.97131277e-08  1.19999995e+00 -8.86967298e-06 
 4.30950000e-08  5.97054965e-08  1.19999995e+00 -9.95042488e-06 
 4.30970000e-08  5.96966441e-08  1.19999995e+00 -1.08672583e-05 
 4.30990000e-08  5.96860169e-08  1.19999995e+00 -1.16038077e-05 
 4.31010000e-08  5.96735694e-08  1.19999995e+00 -1.21514955e-05 
 4.31030000e-08  5.96595669e-08  1.19999995e+00 -1.25136654e-05 
 4.31050000e-08  5.96442752e-08  1.19999995e+00 -1.27164403e-05 
 4.31070000e-08  5.96276944e-08  1.19999995e+00 -1.28303018e-05 
 4.31090000e-08  5.96101837e-08  1.19999995e+00 -1.29582387e-05 
 4.31110000e-08  5.95941772e-08  1.19999995e+00 -1.31357076e-05 
 4.31130000e-08  5.95826608e-08  1.19999995e+00 -1.33003719e-05 
 4.31150000e-08  5.95747726e-08  1.19999995e+00 -1.34254034e-05 
 4.31170000e-08  5.95671613e-08  1.19999995e+00 -1.35721585e-05 
 4.31190000e-08  5.95584078e-08  1.19999995e+00 -1.38271274e-05 
 4.31210000e-08  5.95495600e-08  1.19999995e+00 -1.42457180e-05 
 4.31230000e-08  5.95425658e-08  1.19999995e+00 -1.48256223e-05 
 4.31250000e-08  5.95385201e-08  1.19999995e+00 -1.55190695e-05 
 4.31270000e-08  5.95343919e-08  1.19999995e+00 -1.64114537e-05 
 4.31290000e-08  5.95171595e-08  1.19999995e+00 -1.82652711e-05 
 4.31310000e-08  5.94616672e-08  1.19999995e+00 -2.33510998e-05 
 4.31330000e-08  5.93642597e-08  1.19999995e+00 -3.47407740e-05 
 4.31350000e-08  5.93035794e-08  1.19999995e+00 -5.26237252e-05 
 4.31370000e-08  5.93868633e-08  1.19999995e+00 -7.27937965e-05 
 4.31390000e-08  5.96194220e-08  1.19999995e+00 -8.93926809e-05 
 4.31410000e-08  5.98833093e-08  1.19999995e+00 -9.85026169e-05 
 4.31430000e-08  6.00320361e-08  1.19999995e+00 -9.95887650e-05 
 4.31450000e-08  5.99961026e-08  1.19999996e+00 -9.44683750e-05 
 4.31470000e-08  5.98038503e-08  1.19999996e+00 -8.58449814e-05 
 4.31490000e-08  5.95394522e-08  1.19999995e+00 -7.62177246e-05 
 4.31510000e-08  5.92911837e-08  1.19999995e+00 -6.74386311e-05 
 4.31530000e-08  5.91178479e-08  1.19999995e+00 -6.06633382e-05 
 4.31550000e-08  5.90413561e-08  1.19999995e+00 -5.64926945e-05 
 4.31570000e-08  5.90553053e-08  1.19999995e+00 -5.50566414e-05 
 4.31590000e-08  5.91426542e-08  1.19999995e+00 -5.58321099e-05 
 4.31610000e-08  5.92926034e-08  1.19999995e+00 -5.70297453e-05 
 4.31630000e-08  5.94956923e-08  1.19999995e+00 -5.54506824e-05 
 4.31650000e-08  5.97173975e-08  1.19999995e+00 -4.75461686e-05 
 4.31670000e-08  5.99038116e-08  1.19999995e+00 -3.02895887e-05 
 4.31690000e-08  6.00156589e-08  1.19999996e+00 -1.17449746e-06 
 4.31710000e-08  6.00451471e-08  1.19999996e+00  4.21488817e-05 
 4.31730000e-08  6.00088200e-08  1.19999996e+00  1.02136484e-04 
 4.31750000e-08  5.99290110e-08  1.19999996e+00  1.81278750e-04 
 4.31770000e-08  5.98199909e-08  1.19999996e+00  2.81775562e-04 
 4.31790000e-08  5.96820728e-08  1.19999996e+00  4.04960080e-04 
 4.31810000e-08  5.94756641e-08  1.19999996e+00  5.48982796e-04 
 4.31830000e-08  5.91167486e-08  1.19999996e+00  7.05841162e-04 
 4.31850000e-08  5.86273725e-08  1.19999995e+00  8.65364018e-04 
 4.31870000e-08  5.81828404e-08  1.19999995e+00  1.02009095e-03 
 4.31890000e-08  5.79445797e-08  1.19999995e+00  1.16545467e-03 
 4.31910000e-08  5.79773562e-08  1.19999995e+00  1.29923790e-03 
 4.31930000e-08  5.82615059e-08  1.19999995e+00  1.42119645e-03 
 4.31950000e-08  5.87259234e-08  1.19999995e+00  1.53272468e-03 
 4.31970000e-08  5.92757954e-08  1.19999995e+00  1.63620081e-03 
 4.31990000e-08  5.97943088e-08  1.19999995e+00  1.73320093e-03 
 4.32010000e-08  6.01088916e-08  1.19999995e+00  1.81972564e-03 
 4.32030000e-08  6.00172519e-08  1.19999995e+00  1.88160869e-03 
 4.32050000e-08  5.94745354e-08  1.19999995e+00  1.89744297e-03 
 4.32070000e-08  5.85888061e-08  1.19999995e+00  1.83933161e-03 
 4.32090000e-08  5.74646202e-08  1.19999994e+00  1.67025788e-03 
 4.32110000e-08  5.62699670e-08  1.19999994e+00  1.34760213e-03 
 4.32130000e-08  5.52901057e-08  1.19999993e+00  8.29409814e-04 
 4.32150000e-08  5.48249284e-08  1.19999993e+00  7.87661333e-05 
 4.32170000e-08  5.50989324e-08  1.19999993e+00 -9.32352283e-04 
 4.32190000e-08  5.64515452e-08  1.19999992e+00 -2.20631682e-03 
 4.32210000e-08  5.94486723e-08  1.19999993e+00 -3.69701152e-03 
 4.32230000e-08  6.38422374e-08  1.19999994e+00 -5.33748398e-03 
 4.32250000e-08  6.83018519e-08  1.19999995e+00 -7.07131954e-03 
 4.32270000e-08  7.15071342e-08  1.19999996e+00 -8.85819591e-03 
 4.32290000e-08  7.27226220e-08  1.19999997e+00 -1.06734647e-02 
 4.32310000e-08  7.18487295e-08  1.19999998e+00 -1.25071086e-02 
 4.32330000e-08  6.92449116e-08  1.19999999e+00 -1.43616620e-02 
 4.32350000e-08  6.55196674e-08  1.19999999e+00 -1.62497895e-02 
 4.32370000e-08  6.13538091e-08  1.19999999e+00 -1.81909573e-02 
 4.32390000e-08  5.74079282e-08  1.19999998e+00 -2.02062701e-02 
 4.32410000e-08  5.43353973e-08  1.19999997e+00 -2.23077457e-02 
 4.32430000e-08  5.28914359e-08  1.19999997e+00 -2.44780078e-02 
 4.32450000e-08  5.39496599e-08  1.19999997e+00 -2.66432461e-02 
 4.32470000e-08  5.80735064e-08  1.19999998e+00 -2.86605635e-02 
 4.32490000e-08  6.48551964e-08  1.19999999e+00 -3.03323078e-02 
 4.32510000e-08  7.29574866e-08  1.20000002e+00 -3.14250988e-02 
 4.32530000e-08  8.08465644e-08  1.20000005e+00 -3.16769411e-02 
 4.32550000e-08  8.73859304e-08  1.20000008e+00 -3.07974009e-02 
 4.32570000e-08  9.19902259e-08  1.20000012e+00 -2.84677534e-02 
 4.32590000e-08  9.45088912e-08  1.20000016e+00 -2.43436743e-02 
 4.32610000e-08  9.50458808e-08  1.20000019e+00 -1.80608254e-02 
 4.32630000e-08  9.37356079e-08  1.20000022e+00 -9.24795301e-03 
 4.32650000e-08  9.01179597e-08  1.20000025e+00  2.42687451e-03 
 4.32670000e-08  8.24462014e-08  1.20000026e+00  1.71662851e-02 
 4.32690000e-08  6.92909452e-08  1.20000024e+00  3.50181481e-02 
 4.32710000e-08  5.18115193e-08  1.20000020e+00  5.59308084e-02 
 4.32730000e-08  3.30420415e-08  1.20000014e+00  7.97895192e-02 
 4.32750000e-08  1.61209922e-08  1.20000006e+00  1.06430650e-01 
 4.32770000e-08  3.35804179e-09  1.19999997e+00  1.35651336e-01 
 4.32790000e-08 -4.01773031e-09  1.19999988e+00  1.67219411e-01 
 4.32810000e-08 -5.65758230e-09  1.19999979e+00  2.00883394e-01 
 4.32830000e-08 -1.84860966e-09  1.19999971e+00  2.36381984e-01 
 4.32850000e-08  6.62917160e-09  1.19999963e+00  2.73451277e-01 
 4.32870000e-08  1.84707238e-08  1.19999957e+00  3.11826826e-01 
 4.32890000e-08  3.12594970e-08  1.19999953e+00  3.51233505e-01 
 4.32910000e-08  3.99854589e-08  1.19999949e+00  3.91353016e-01 
 4.32930000e-08  3.62527160e-08  1.19999946e+00  4.31785136e-01 
 4.32950000e-08  1.20177018e-08  1.19999944e+00  4.72097292e-01 
 4.32970000e-08 -3.48936675e-08  1.19999943e+00  5.11967303e-01 
 4.32990000e-08 -1.02496068e-07  1.19999943e+00  5.51201251e-01 
 4.33010000e-08 -1.90192832e-07  1.19999946e+00  5.89627523e-01 
 4.33030000e-08 -2.98545021e-07  1.19999949e+00  6.27043481e-01 
 4.33050000e-08 -4.26282922e-07  1.19999953e+00  6.63225267e-01 
 4.33070000e-08 -5.70258921e-07  1.19999958e+00  6.97964009e-01 
 4.33090000e-08 -7.28810329e-07  1.19999963e+00  7.31118218e-01 
 4.33110000e-08 -9.06178146e-07  1.19999969e+00  7.62679162e-01 
 4.33130000e-08 -1.09449776e-06  1.19999976e+00  7.92762257e-01 
 4.33150000e-08 -1.18772319e-06  1.19999984e+00  8.21285065e-01 
 4.33170000e-08 -1.07189594e-06  1.19999991e+00  8.47885604e-01 
 4.33190000e-08 -7.54406892e-07  1.19999996e+00  8.72183259e-01 
 4.33210000e-08 -2.83273644e-07  1.20000001e+00  8.94022833e-01 
 4.33230000e-08  2.96097359e-07  1.20000007e+00  9.13483697e-01 
 4.33250000e-08  9.42003872e-07  1.20000015e+00  9.30752484e-01 
 4.33270000e-08  1.62549024e-06  1.20000023e+00  9.46050173e-01 
 4.33290000e-08  2.33034474e-06  1.20000030e+00  9.59603861e-01 
 4.33310000e-08  3.03347598e-06  1.20000036e+00  9.71650499e-01 
 4.33330000e-08  3.64473363e-06  1.20000040e+00  9.82497378e-01 
 4.33350000e-08  4.00389701e-06  1.20000044e+00  9.92646308e-01 
 4.33370000e-08  4.04383952e-06  1.20000047e+00  1.00275354e+00 
 4.33390000e-08  3.73804040e-06  1.20000049e+00  1.01324499e+00 
 4.33410000e-08  2.98948245e-06  1.20000048e+00  1.02398203e+00 
 4.33430000e-08  1.81060874e-06  1.20000042e+00  1.03448587e+00 
 4.33450000e-08  4.03371197e-07  1.20000033e+00  1.04435290e+00 
 4.33470000e-08 -9.61689638e-07  1.20000024e+00  1.05339093e+00 
 4.33490000e-08 -2.07626162e-06  1.20000016e+00  1.06157429e+00 
 4.33510000e-08 -2.83862246e-06  1.20000009e+00  1.06896604e+00 
 4.33530000e-08 -3.23830852e-06  1.20000005e+00  1.07566162e+00 
 4.33550000e-08 -3.32214747e-06  1.20000002e+00  1.08175736e+00 
 4.33570000e-08 -3.16236005e-06  1.20000000e+00  1.08737824e+00 
 4.33590000e-08 -2.83482667e-06  1.20000000e+00  1.09272376e+00 
 4.33610000e-08 -2.40882836e-06  1.20000000e+00  1.09798877e+00 
 4.33630000e-08 -1.94187120e-06  1.20000000e+00  1.10329125e+00 
 4.33650000e-08 -1.47608784e-06  1.19999999e+00  1.10869687e+00 
 4.33670000e-08 -1.03963709e-06  1.19999998e+00  1.11423060e+00 
 4.33690000e-08 -6.49507931e-07  1.19999997e+00  1.11987917e+00 
 4.33710000e-08 -3.14235562e-07  1.19999995e+00  1.12559210e+00 
 4.33730000e-08 -3.61730295e-08  1.19999993e+00  1.13129046e+00 
 4.33750000e-08  1.86603091e-07  1.19999991e+00  1.13688481e+00 
 4.33770000e-08  3.58627049e-07  1.19999988e+00  1.14229114e+00 
 4.33790000e-08  4.85635030e-07  1.19999987e+00  1.14743502e+00 
 4.33810000e-08  5.73818988e-07  1.19999985e+00  1.15225970e+00 
 4.33830000e-08  6.29288357e-07  1.19999984e+00  1.15672551e+00 
 4.33850000e-08  6.57669236e-07  1.19999984e+00  1.16080078e+00 
 4.33870000e-08  6.64128303e-07  1.19999984e+00  1.16445850e+00 
 4.33890000e-08  6.53498670e-07  1.19999984e+00  1.16768728e+00 
 4.33910000e-08  6.30277067e-07  1.19999984e+00  1.17051111e+00 
 4.33930000e-08  5.98146767e-07  1.19999986e+00  1.17298444e+00 
 4.33950000e-08  5.59845376e-07  1.19999987e+00  1.17517627e+00 
 4.33970000e-08  5.17440946e-07  1.19999988e+00  1.17715430e+00 
 4.33990000e-08  4.72630198e-07  1.19999990e+00  1.17897441e+00 
