 time            v(d_p)          v(d_n)          v(x1.gclk_b)   
 5.94430000e-08 -4.49902187e-08  1.19999994e+00  1.19821561e+00 
 5.94450000e-08 -9.46766232e-08  1.19999994e+00  1.19842085e+00 
 5.94470000e-08 -1.47738710e-07  1.19999994e+00  1.19859895e+00 
 5.94490000e-08 -2.05563193e-07  1.19999994e+00  1.19875190e+00 
 5.94510000e-08 -2.69851060e-07  1.19999994e+00  1.19888192e+00 
 5.94530000e-08 -3.40909339e-07  1.19999993e+00  1.19899219e+00 
 5.94550000e-08 -4.17296684e-07  1.19999993e+00  1.19908678e+00 
 5.94570000e-08 -4.96935051e-07  1.19999993e+00  1.19916949e+00 
 5.94590000e-08 -5.79233941e-07  1.19999993e+00  1.19924309e+00 
 5.94610000e-08 -6.66508677e-07  1.19999994e+00  1.19930902e+00 
 5.94630000e-08 -7.40710146e-07  1.19999994e+00  1.19936884e+00 
 5.94650000e-08 -7.39263940e-07  1.19999995e+00  1.19942548e+00 
 5.94670000e-08 -6.19354239e-07  1.19999997e+00  1.19948163e+00 
 5.94690000e-08 -3.97825131e-07  1.19999998e+00  1.19953787e+00 
 5.94710000e-08 -1.21224681e-07  1.20000000e+00  1.19959252e+00 
 5.94730000e-08  1.56432571e-07  1.20000002e+00  1.19964241e+00 
 5.94750000e-08  3.98852390e-07  1.20000004e+00  1.19968489e+00 
 5.94770000e-08  6.38918464e-07  1.20000007e+00  1.19972110e+00 
 5.94790000e-08  9.65773453e-07  1.20000010e+00  1.19975616e+00 
 5.94810000e-08  1.43438317e-06  1.20000014e+00  1.19979643e+00 
 5.94830000e-08  2.06854159e-06  1.20000018e+00  1.19985049e+00 
 5.94850000e-08  2.90926845e-06  1.20000023e+00  1.19992982e+00 
 5.94870000e-08  3.96144657e-06  1.20000029e+00  1.20004715e+00 
 5.94890000e-08  4.98842293e-06  1.20000035e+00  1.20020810e+00 
 5.94910000e-08  5.67779062e-06  1.20000042e+00  1.20040937e+00 
 5.94930000e-08  5.83607369e-06  1.20000048e+00  1.20063311e+00 
 5.94950000e-08  5.31706122e-06  1.20000049e+00  1.20084998e+00 
 5.94970000e-08  4.11195304e-06  1.20000044e+00  1.20103701e+00 
 5.94985000e-08  2.85656806e-06  1.20000037e+00  1.20115142e+00 
 5.95000000e-08  1.45431394e-06  1.20000027e+00  1.20124387e+00 
 5.95002000e-08  1.26293799e-06  1.20000025e+00  1.20125438e+00 
 5.95006000e-08  8.81591492e-07  1.20000022e+00  1.20127471e+00 
 5.95014000e-08  1.33959951e-07  1.20000016e+00  1.20131166e+00 
 5.95030000e-08 -1.24593986e-06  1.20000003e+00  1.20137213e+00 
 5.95050000e-08 -2.65677957e-06  1.19999988e+00  1.20142431e+00 
 5.95070000e-08 -3.64699990e-06  1.19999972e+00  1.20144964e+00 
 5.95090000e-08 -4.21271062e-06  1.19999953e+00  1.20144225e+00 
 5.95110000e-08 -4.40443170e-06  1.19999927e+00  1.20139264e+00 
 5.95130000e-08 -4.29861020e-06  1.19999890e+00  1.20129094e+00 
 5.95150000e-08 -3.97710524e-06  1.19999842e+00  1.20113110e+00 
 5.95170000e-08 -3.51527764e-06  1.19999782e+00  1.20090824e+00 
 5.95190000e-08 -2.97641798e-06  1.19999716e+00  1.20061462e+00 
 5.95210000e-08 -2.41038471e-06  1.19999647e+00  1.20024024e+00 
 5.95230000e-08 -1.85483594e-06  1.19999584e+00  1.19977909e+00 
 5.95250000e-08 -1.33805800e-06  1.19999547e+00  1.19924667e+00 
 5.95270000e-08 -8.83298629e-07  1.19999555e+00  1.19867159e+00 
 5.95285000e-08 -5.96252971e-07  1.19999591e+00  1.19822839e+00 
 5.95300000e-08 -3.68213962e-07  1.19999645e+00  1.19778798e+00 
 5.95302000e-08 -3.43338310e-07  1.19999654e+00  1.19773017e+00 
 5.95306000e-08 -2.96392441e-07  1.19999672e+00  1.19761506e+00 
 5.95314000e-08 -2.19552675e-07  1.19999710e+00  1.19738821e+00 
 5.95330000e-08 -1.40566883e-07  1.19999789e+00  1.19695186e+00 
 5.95350000e-08 -1.97532578e-07  1.19999888e+00  1.19644606e+00 
 5.95370000e-08 -4.41189546e-07  1.19999976e+00  1.19599131e+00 
 5.95390000e-08 -8.70327554e-07  1.20000045e+00  1.19559159e+00 
 5.95410000e-08 -1.46857648e-06  1.20000091e+00  1.19524738e+00 
 5.95430000e-08 -2.21492287e-06  1.20000114e+00  1.19495609e+00 
 5.95450000e-08 -3.09134829e-06  1.20000116e+00  1.19471217e+00 
 5.95470000e-08 -4.08469461e-06  1.20000101e+00  1.19450880e+00 
 5.95490000e-08 -5.18486416e-06  1.20000072e+00  1.19434050e+00 
 5.95510000e-08 -6.38172105e-06  1.20000039e+00  1.19420419e+00 
 5.95530000e-08 -7.66274227e-06  1.20000015e+00  1.19409657e+00 
 5.95550000e-08 -9.01255247e-06  1.20000020e+00  1.19401138e+00 
 5.95570000e-08 -1.04145125e-05  1.20000071e+00  1.19393883e+00 
 5.95590000e-08 -1.18540938e-05  1.20000183e+00  1.19386521e+00 
 5.95610000e-08 -1.33246932e-05  1.20000363e+00  1.19377557e+00 
 5.95630000e-08 -1.48336426e-05  1.20000614e+00  1.19366266e+00 
 5.95650000e-08 -1.63950705e-05  1.20000936e+00  1.19353031e+00 
 5.95670000e-08 -1.80064155e-05  1.20001325e+00  1.19338585e+00 
 5.95690000e-08 -1.96154268e-05  1.20001778e+00  1.19323355e+00 
 5.95710000e-08 -2.11128147e-05  1.20002288e+00  1.19307397e+00 
 5.95730000e-08 -2.23798144e-05  1.20002843e+00  1.19290560e+00 
 5.95750000e-08 -2.33504964e-05  1.20003427e+00  1.19272670e+00 
 5.95770000e-08 -2.40346838e-05  1.20004010e+00  1.19253815e+00 
 5.95790000e-08 -2.45036575e-05  1.20004538e+00  1.19234725e+00 
 5.95810000e-08 -2.48646866e-05  1.20004959e+00  1.19216370e+00 
 5.95830000e-08 -2.52358701e-05  1.20005248e+00  1.19199506e+00 
 5.95850000e-08 -2.57186638e-05  1.20005406e+00  1.19185016e+00 
 5.95870000e-08 -2.63537504e-05  1.20005454e+00  1.19174321e+00 
 5.95890000e-08 -2.70354744e-05  1.20005423e+00  1.19169373e+00 
 5.95910000e-08 -2.73883565e-05  1.20005354e+00  1.19171962e+00 
 5.95930000e-08 -2.67108877e-05  1.20005284e+00  1.19182783e+00 
 5.95950000e-08 -2.40844096e-05  1.20005233e+00  1.19201113e+00 
 5.95970000e-08 -1.85430498e-05  1.20005169e+00  1.19225250e+00 
 5.95990000e-08 -9.16008760e-06  1.20004983e+00  1.19253172e+00 
 5.96010000e-08  4.95416612e-06  1.20004515e+00  1.19283131e+00 
 5.96030000e-08  2.46847523e-05  1.20003588e+00  1.19313963e+00 
 5.96050000e-08  5.09380611e-05  1.20001975e+00  1.19344962e+00 
 5.96070000e-08  8.46516642e-05  1.19999408e+00  1.19375632e+00 
 5.96090000e-08  1.26779835e-04  1.19995614e+00  1.19405599e+00 
 5.96110000e-08  1.78137713e-04  1.19990355e+00  1.19434619e+00 
 5.96130000e-08  2.38748084e-04  1.19983446e+00  1.19462677e+00 
 5.96150000e-08  3.07171419e-04  1.19974790e+00  1.19489817e+00 
 5.96170000e-08  3.81188740e-04  1.19964581e+00  1.19515254e+00 
 5.96190000e-08  4.58664166e-04  1.19953383e+00  1.19537507e+00 
 5.96210000e-08  5.37635266e-04  1.19941800e+00  1.19555840e+00 
 5.96230000e-08  6.16226576e-04  1.19930294e+00  1.19570319e+00 
 5.96250000e-08  6.92581041e-04  1.19919163e+00  1.19581446e+00 
 5.96270000e-08  7.64885300e-04  1.19908538e+00  1.19589944e+00 
 5.96290000e-08  8.31494155e-04  1.19898394e+00  1.19596609e+00 
 5.96310000e-08  8.91150827e-04  1.19888575e+00  1.19602211e+00 
 5.96330000e-08  9.43196015e-04  1.19878845e+00  1.19607427e+00 
 5.96350000e-08  9.87632704e-04  1.19868976e+00  1.19612836e+00 
 5.96370000e-08  1.02486356e-03  1.19858944e+00  1.19618920e+00 
 5.96390000e-08  1.05486546e-03  1.19849241e+00  1.19626005e+00 
 5.96410000e-08  1.07555783e-03  1.19841140e+00  1.19634184e+00 
 5.96430000e-08  1.08106786e-03  1.19836632e+00  1.19643401e+00 
 5.96450000e-08  1.06231293e-03  1.19838101e+00  1.19653568e+00 
 5.96470000e-08  1.00979545e-03  1.19848137e+00  1.19664612e+00 
 5.96490000e-08  9.14351561e-04  1.19869508e+00  1.19676450e+00 
 5.96510000e-08  7.65659335e-04  1.19905175e+00  1.19688979e+00 
 5.96530000e-08  5.51788253e-04  1.19958256e+00  1.19702065e+00 
 5.96550000e-08  2.60125903e-04  1.20031975e+00  1.19715555e+00 
 5.96570000e-08 -1.21533170e-04  1.20129497e+00  1.19729284e+00 
 5.96590000e-08 -6.04358278e-04  1.20253177e+00  1.19743160e+00 
 5.96610000e-08 -1.19848452e-03  1.20403232e+00  1.19757217e+00 
 5.96630000e-08 -1.91366209e-03  1.20577932e+00  1.19771439e+00 
 5.96650000e-08 -2.76003043e-03  1.20774805e+00  1.19785625e+00 
 5.96670000e-08 -3.74645424e-03  1.20991212e+00  1.19799530e+00 
 5.96690000e-08 -4.87298218e-03  1.21224607e+00  1.19812931e+00 
 5.96710000e-08 -6.12850385e-03  1.21472717e+00  1.19825673e+00 
 5.96730000e-08 -7.49922894e-03  1.21733658e+00  1.19837696e+00 
 5.96750000e-08 -8.97478734e-03  1.22005934e+00  1.19848986e+00 
 5.96770000e-08 -1.05501036e-02  1.22288057e+00  1.19859541e+00 
 5.96790000e-08 -1.22258128e-02  1.22577027e+00  1.19869371e+00 
 5.96810000e-08 -1.40074675e-02  1.22864920e+00  1.19878489e+00 
 5.96830000e-08 -1.59022487e-02  1.23136704e+00  1.19886910e+00 
 5.96850000e-08 -1.79092282e-02  1.23371952e+00  1.19894654e+00 
 5.96870000e-08 -1.99977416e-02  1.23544612e+00  1.19901679e+00 
 5.96890000e-08 -2.20795446e-02  1.23620916e+00  1.19907817e+00 
 5.96910000e-08 -2.39997670e-02  1.23560224e+00  1.19912853e+00 
 5.96930000e-08 -2.55490193e-02  1.23317751e+00  1.19916550e+00 
 5.96950000e-08 -2.64731719e-02  1.22847126e+00  1.19918599e+00 
 5.96970000e-08 -2.64746170e-02  1.22102448e+00  1.19918602e+00 
 5.96990000e-08 -2.52112671e-02  1.21043388e+00  1.19916083e+00 
 5.97010000e-08 -2.22962468e-02  1.19647694e+00  1.19910506e+00 
 5.97030000e-08 -1.73038484e-02  1.17916304e+00  1.19901406e+00 
 5.97050000e-08 -9.81841991e-03  1.15865834e+00  1.19888497e+00 
 5.97070000e-08  4.54712218e-04  1.13521916e+00  1.19871659e+00 
 5.97090000e-08  1.36583995e-02  1.10915086e+00  1.19851397e+00 
 5.97110000e-08  2.98243571e-02  1.08077886e+00  1.19829072e+00 
 5.97130000e-08  4.88869516e-02  1.05042757e+00  1.19805827e+00 
 5.97150000e-08  7.06872830e-02  1.01840610e+00  1.19782238e+00 
 5.97170000e-08  9.49826216e-02  9.84999518e-01  1.19758400e+00 
 5.97190000e-08  1.21465784e-01  9.50464643e-01  1.19734039e+00 
 5.97210000e-08  1.49792143e-01  9.15028967e-01  1.19708701e+00 
 5.97230000e-08  1.79609101e-01  8.78891840e-01  1.19682699e+00 
 5.97250000e-08  2.10581212e-01  8.42226917e-01  1.19659556e+00 
 5.97270000e-08  2.42407207e-01  8.05185346e-01  1.19646899e+00 
 5.97290000e-08  2.74827994e-01  7.67899205e-01  1.19654363e+00 
 5.97310000e-08  3.07627606e-01  7.30485009e-01  1.19692380e+00 
 5.97330000e-08  3.40629502e-01  6.93047084e-01  1.19771695e+00 
 5.97350000e-08  3.73690671e-01  6.55680833e-01  1.19902906e+00 
 5.97370000e-08  4.06695074e-01  6.18475829e-01  1.20093928e+00 
 5.97390000e-08  4.39547468e-01  5.81518822e-01  1.20344530e+00 
 5.97410000e-08  4.72168003e-01  5.44896670e-01  1.20647984e+00 
 5.97430000e-08  5.04487792e-01  5.08699232e-01  1.20994716e+00 
 5.97450000e-08  5.36445382e-01  4.73022184e-01  1.21373406e+00 
 5.97470000e-08  5.67984067e-01  4.37969696e-01  1.21772558e+00 
 5.97490000e-08  5.99049886e-01  4.03656755e-01  1.22182185e+00 
 5.97510000e-08  6.29590220e-01  3.70210811e-01  1.22595187e+00 
 5.97530000e-08  6.59552879e-01  3.37772248e-01  1.23007692e+00 
 5.97550000e-08  6.88885613e-01  3.06493070e-01  1.23418147e+00 
 5.97570000e-08  7.17536004e-01  2.76533212e-01  1.23823923e+00 
 5.97590000e-08  7.45451684e-01  2.48054081e-01  1.24214476e+00 
 5.97610000e-08  7.72580855e-01  2.21209474e-01  1.24567760e+00 
 5.97630000e-08  7.98873072e-01  1.96134722e-01  1.24854878e+00 
 5.97650000e-08  8.24280221e-01  1.72935658e-01  1.25040380e+00 
 5.97670000e-08  8.48757648e-01  1.51679435e-01  1.25079466e+00 
 5.97690000e-08  8.72265352e-01  1.32389013e-01  1.24920046e+00 
 5.97710000e-08  8.94769146e-01  1.15042315e-01  1.24507117e+00 
 5.97730000e-08  9.16241706e-01  9.95759525e-02  1.23786225e+00 
 5.97750000e-08  9.36663400e-01  8.58924112e-02  1.22705135e+00 
 5.97770000e-08  9.56022858e-01  7.38691209e-02  1.21215485e+00 
 5.97790000e-08  9.74317220e-01  6.33678252e-02  1.19284057e+00 
 5.97810000e-08  9.91552048e-01  5.42430780e-02  1.16910039e+00 
 5.97830000e-08  1.00774094e+00  4.63491704e-02  1.14118046e+00 
 5.97850000e-08  1.02290487e+00  3.95453006e-02  1.10944168e+00 
 5.97870000e-08  1.03707133e+00  3.36990840e-02  1.07428874e+00 
 5.97890000e-08  1.05027335e+00  2.86886601e-02  1.03613908e+00 
 5.97910000e-08  1.06254848e+00  2.44036939e-02  9.95401689e-01 
 5.97930000e-08  1.07393767e+00  2.07455835e-02  9.52480137e-01 
 5.97950000e-08  1.08448434e+00  1.76271187e-02  9.07811097e-01 
 5.97970000e-08  1.09423342e+00  1.49718061e-02  8.61954471e-01 
 5.97990000e-08  1.10323059e+00  1.27129931e-02  8.15571589e-01 
 5.98010000e-08  1.11152152e+00  1.07929031e-02  7.69109188e-01 
 5.98030000e-08  1.11915134e+00  9.16167744e-03  7.22696620e-01 
 5.98050000e-08  1.12616418e+00  7.77647262e-03  6.76385952e-01 
 5.98070000e-08  1.13260274e+00  6.60058459e-03  6.30286265e-01 
 5.98090000e-08  1.13850807e+00  5.60263904e-03  5.84576867e-01 
 5.98110000e-08  1.14391938e+00  4.75585977e-03  5.39477198e-01 
 5.98130000e-08  1.14887389e+00  4.03742676e-03  4.95202973e-01 
 5.98150000e-08  1.15340675e+00  3.42790886e-03  4.51893899e-01 
 5.98170000e-08  1.15755103e+00  2.91077996e-03  4.09631030e-01 
 5.98190000e-08  1.16133760e+00  2.47201132e-03  3.68872361e-01 
 5.98210000e-08  1.16479528e+00  2.09970621e-03  3.30565044e-01 
 5.98230000e-08  1.16795100e+00  1.78375554e-03  2.95407693e-01 
 5.98250000e-08  1.17082977e+00  1.51558888e-03  2.63671577e-01 
 5.98270000e-08  1.17345481e+00  1.28795694e-03  2.35426575e-01 
 5.98290000e-08  1.17584760e+00  1.09472088e-03  2.10614819e-01 
 5.98310000e-08  1.17802797e+00  9.30673338e-04  1.89084425e-01 
 5.98330000e-08  1.18001423e+00  7.91394347e-04  1.70577792e-01 
 5.98350000e-08  1.18182322e+00  6.73129912e-04  1.54751213e-01 
 5.98370000e-08  1.18347044e+00  5.72693783e-04  1.41164068e-01 
 5.98390000e-08  1.18497017e+00  4.87380398e-04  1.29287023e-01 
 5.98410000e-08  1.18633557e+00  4.14898255e-04  1.18569975e-01 
 5.98430000e-08  1.18757851e+00  3.53309650e-04  1.08626391e-01 
 5.98450000e-08  1.18870971e+00  3.00976114e-04  9.93129144e-02 
 5.98470000e-08  1.18973889e+00  2.56502502e-04  9.06716846e-02 
 5.98490000e-08  1.19067496e+00  2.18698863e-04  8.28108122e-02 
 5.98510000e-08  1.19152609e+00  1.86547654e-04  7.57969637e-02 
 5.98530000e-08  1.19229983e+00  1.59184948e-04  6.96110764e-02 
 5.98550000e-08  1.19300311e+00  1.35879859e-04  6.41697310e-02 
 5.98570000e-08  1.19364229e+00  1.16018336e-04  5.93586117e-02 
 5.98590000e-08  1.19422318e+00  9.90825550e-05  5.50675611e-02 
 5.98610000e-08  1.19475108e+00  8.46375292e-05  5.12163471e-02 
 5.98630000e-08  1.19523081e+00  7.23137424e-05  4.77515564e-02 
 5.98650000e-08  1.19566677e+00  6.17951893e-05  4.45517930e-02 
 5.98670000e-08  1.19606295e+00  5.28117566e-05  4.14484408e-02 
 5.98690000e-08  1.19642296e+00  4.51409438e-05  3.83741501e-02 
 5.98710000e-08  1.19675011e+00  3.85928816e-05  3.53339478e-02 
 5.98730000e-08  1.19704740e+00  3.30041528e-05  3.23581037e-02 
 5.98750000e-08  1.19731754e+00  2.82328811e-05  2.94827328e-02 
 5.98770000e-08  1.19756300e+00  2.41586816e-05  2.67453099e-02 
 5.98790000e-08  1.19778603e+00  2.06778207e-05  2.41757521e-02 
 5.98810000e-08  1.19798869e+00  1.77027266e-05  2.17915763e-02 
 5.98830000e-08  1.19817281e+00  1.51578270e-05  1.95989118e-02 
 5.98850000e-08  1.19834011e+00  1.29801231e-05  1.75990857e-02 
 5.98870000e-08  1.19849210e+00  1.11152284e-05  1.57903714e-02 
 5.98890000e-08  1.19863019e+00  9.51819394e-06  1.41728022e-02 
 5.98910000e-08  1.19875565e+00  8.15099679e-06  1.27802507e-02 
 5.98930000e-08  1.19886963e+00  6.98307930e-06  1.16931454e-02 
 5.98950000e-08  1.19897317e+00  5.98463765e-06  1.09713666e-02 
 5.98970000e-08  1.19906724e+00  5.12850460e-06  1.06120023e-02 
 5.98990000e-08  1.19915270e+00  4.38973986e-06  1.05334269e-02 
 5.99010000e-08  1.19923032e+00  3.74919713e-06  1.05880070e-02 
 5.99030000e-08  1.19930084e+00  3.19322860e-06  1.06267840e-02 
 5.99050000e-08  1.19936490e+00  2.71453257e-06  1.05466734e-02 
 5.99070000e-08  1.19942310e+00  2.30677301e-06  1.03048787e-02 
 5.99090000e-08  1.19947597e+00  1.96421136e-06  9.90342661e-03 
 5.99110000e-08  1.19952399e+00  1.67864994e-06  9.37076723e-03 
 5.99130000e-08  1.19956762e+00  1.44209431e-06  8.74480062e-03 
 5.99150000e-08  1.19960725e+00  1.24539165e-06  8.06380499e-03 
 5.99170000e-08  1.19964325e+00  1.08122225e-06  7.36082051e-03 
 5.99190000e-08  1.19967595e+00  9.42340417e-07  6.66226615e-03 
 5.99210000e-08  1.19970565e+00  8.23927191e-07  5.98749042e-03 
 5.99230000e-08  1.19973263e+00  7.21334288e-07  5.34979834e-03 
 5.99250000e-08  1.19975713e+00  6.32072048e-07  4.75732471e-03 
 5.99270000e-08  1.19977939e+00  5.53416611e-07  4.21426832e-03 
 5.99290000e-08  1.19979961e+00  4.84334390e-07  3.72177550e-03 
 5.99310000e-08  1.19981798e+00  4.23157083e-07  3.27890984e-03 
 5.99330000e-08  1.19983466e+00  3.69553601e-07  2.88327841e-03 
 5.99350000e-08  1.19984981e+00  3.22310202e-07  2.53163109e-03 
 5.99370000e-08  1.19986357e+00  2.81356645e-07  2.22024130e-03 
 5.99390000e-08  1.19987608e+00  2.45633990e-07  1.94528071e-03 
 5.99410000e-08  1.19988743e+00  2.15144862e-07  1.70297312e-03 
 5.99430000e-08  1.19989775e+00  1.88875412e-07  1.48974132e-03 
 5.99450000e-08  1.19990712e+00  1.66850675e-07  1.30224383e-03 
 5.99470000e-08  1.19991563e+00  1.48091996e-07  1.13743748e-03 
 5.99490000e-08  1.19992336e+00  1.32659475e-07  9.92557779e-04 
 5.99510000e-08  1.19993039e+00  1.19630384e-07  8.65133456e-04 
 5.99530000e-08  1.19993676e+00  1.09120371e-07  7.52906531e-04 
 5.99550000e-08  1.19994256e+00  1.00276993e-07  6.53766886e-04 
 5.99570000e-08  1.19994782e+00  9.32818816e-08  5.65664967e-04 
 5.99590000e-08  1.19995260e+00  8.73705171e-08  4.86814023e-04 
 5.99610000e-08  1.19995694e+00  8.28153804e-08  4.15894342e-04 
 5.99630000e-08  1.19996089e+00  7.89344713e-08  3.51925202e-04 
 5.99650000e-08  1.19996447e+00  7.60394204e-08  2.93943185e-04 
 5.99670000e-08  1.19996772e+00  7.34882875e-08  2.40957024e-04 
 5.99690000e-08  1.19997068e+00  7.16382466e-08  1.91980210e-04 
 5.99710000e-08  1.19997336e+00  6.99084622e-08  1.46103111e-04 
 5.99730000e-08  1.19997580e+00  6.87021662e-08  1.02481849e-04 
 5.99750000e-08  1.19997802e+00  6.74842262e-08  6.04069322e-05 
 5.99770000e-08  1.19998003e+00  6.66904094e-08  1.94110346e-05 
 5.99790000e-08  1.19998185e+00  6.58250236e-08 -2.05094947e-05 
 5.99810000e-08  1.19998351e+00  6.53511220e-08 -5.86662236e-05 
 5.99830000e-08  1.19998502e+00  6.48057356e-08 -9.32881682e-05 
 5.99850000e-08  1.19998639e+00  6.46640200e-08 -1.21372937e-04 
 5.99870000e-08  1.19998763e+00  6.44123163e-08 -1.39999944e-04 
 5.99890000e-08  1.19998876e+00  6.43459093e-08 -1.49149900e-04 
 5.99910000e-08  1.19998979e+00  6.38157933e-08 -1.52284739e-04 
 5.99930000e-08  1.19999072e+00  6.32603748e-08 -1.53388015e-04 
 5.99950000e-08  1.19999157e+00  6.23815908e-08 -1.54420122e-04 
 5.99970000e-08  1.19999234e+00  6.18188760e-08 -1.55262198e-04 
 5.99985000e-08  1.19999287e+00  6.13245701e-08 -1.55109720e-04 
 6.00000000e-08  1.19999336e+00  6.11723439e-08 -1.53617538e-04 
 6.00002000e-08  1.19999342e+00  6.10956056e-08 -1.53166346e-04 
 6.00006000e-08  1.19999355e+00  6.10573093e-08 -1.52165280e-04 
 6.00014000e-08  1.19999379e+00  6.09916678e-08 -1.49928455e-04 
 6.00030000e-08  1.19999425e+00  6.08462155e-08 -1.44653873e-04 
 6.00050000e-08  1.19999477e+00  6.06763709e-08 -1.36525082e-04 
 6.00070000e-08  1.19999524e+00  6.04801374e-08 -1.28100347e-04 
 6.00090000e-08  1.19999568e+00  6.02072166e-08 -1.22189899e-04 
 6.00110000e-08  1.19999607e+00  5.98824131e-08 -1.21207220e-04 
 6.00130000e-08  1.19999643e+00  5.96454452e-08 -1.24960825e-04 
 6.00150000e-08  1.19999675e+00  5.96363237e-08 -1.30447142e-04 
 6.00170000e-08  1.19999704e+00  5.98879424e-08 -1.33606604e-04 
 6.00190000e-08  1.19999731e+00  6.02819999e-08 -1.31513947e-04 
 6.00210000e-08  1.19999755e+00  6.06418478e-08 -1.23393835e-04 
 6.00230000e-08  1.19999777e+00  6.08191269e-08 -1.10351297e-04 
 6.00250000e-08  1.19999797e+00  6.07689948e-08 -9.43867204e-05 
 6.00270000e-08  1.19999815e+00  6.05247480e-08 -7.76051565e-05 
 6.00285000e-08  1.19999828e+00  6.02641078e-08 -6.55386592e-05 
 6.00300000e-08  1.19999840e+00  5.99820765e-08 -5.45356394e-05 
 6.00302000e-08  1.19999841e+00  5.99424244e-08 -5.32667102e-05 
 6.00306000e-08  1.19999844e+00  5.98606901e-08 -5.07966316e-05 
 6.00314000e-08  1.19999850e+00  5.97143391e-08 -4.59828170e-05 
 6.00330000e-08  1.19999861e+00  5.95078650e-08 -3.69188483e-05 
 6.00350000e-08  1.19999873e+00  5.93361608e-08 -2.75942833e-05 
 6.00370000e-08  1.19999884e+00  5.92374079e-08 -2.08255607e-05 
 6.00390000e-08  1.19999894e+00  5.92226479e-08 -1.63414427e-05 
 6.00410000e-08  1.19999904e+00  5.92825027e-08 -1.36417647e-05 
 6.00430000e-08  1.19999912e+00  5.93940797e-08 -1.22529995e-05 
 6.00450000e-08  1.19999920e+00  5.95273620e-08 -1.17768886e-05 
 6.00470000e-08  1.19999927e+00  5.96582512e-08 -1.19111876e-05 
 6.00490000e-08  1.19999933e+00  5.97687285e-08 -1.24305530e-05 
 6.00510000e-08  1.19999939e+00  5.98499458e-08 -1.31751115e-05 
 6.00530000e-08  1.19999944e+00  5.98988330e-08 -1.40305987e-05 
 6.00550000e-08  1.19999949e+00  5.99177129e-08 -1.49149649e-05 
 6.00570000e-08  1.19999953e+00  5.99112197e-08 -1.57673522e-05 
 6.00590000e-08  1.19999957e+00  5.98853081e-08 -1.65462070e-05 
 6.00610000e-08  1.19999960e+00  5.98455668e-08 -1.72309811e-05 
 6.00630000e-08  1.19999964e+00  5.97971245e-08 -1.78193630e-05 
 6.00650000e-08  1.19999966e+00  5.97445419e-08 -1.83197120e-05 
 6.00670000e-08  1.19999969e+00  5.96917650e-08 -1.87431515e-05 
 6.00690000e-08  1.19999972e+00  5.96420080e-08 -1.90989326e-05 
 6.00710000e-08  1.19999974e+00  5.95974651e-08 -1.93931186e-05 
 6.00730000e-08  1.19999976e+00  5.95594772e-08 -1.96291479e-05 
 6.00750000e-08  1.19999978e+00  5.95284175e-08 -1.98098089e-05 
 6.00770000e-08  1.19999979e+00  5.95041284e-08 -1.99387971e-05 
 6.00790000e-08  1.19999981e+00  5.94858708e-08 -2.00234185e-05 
 6.00810000e-08  1.19999982e+00  5.94726532e-08 -2.00796442e-05 
 6.00830000e-08  1.19999983e+00  5.94627789e-08 -2.01474581e-05 
 6.00850000e-08  1.19999984e+00  5.94545208e-08 -2.02968978e-05 
 6.00870000e-08  1.19999985e+00  5.94480925e-08 -2.05812231e-05 
 6.00890000e-08  1.19999986e+00  5.94461243e-08 -2.09943039e-05 
 6.00910000e-08  1.19999987e+00  5.94502251e-08 -2.14917368e-05 
 6.00930000e-08  1.19999988e+00  5.94598691e-08 -2.20196512e-05 
 6.00950000e-08  1.19999989e+00  5.94730075e-08 -2.25292598e-05 
 6.00970000e-08  1.19999989e+00  5.94873827e-08 -2.29799686e-05 
 6.00990000e-08  1.19999990e+00  5.95009680e-08 -2.33409170e-05 
 6.01010000e-08  1.19999990e+00  5.95124263e-08 -2.35907274e-05 
 6.01030000e-08  1.19999991e+00  5.95207756e-08 -2.37218252e-05 
 6.01050000e-08  1.19999991e+00  5.95252432e-08 -2.37508059e-05 
 6.01070000e-08  1.19999992e+00  5.95245883e-08 -2.37403773e-05 
 6.01090000e-08  1.19999992e+00  5.95184685e-08 -2.37868168e-05 
 6.01110000e-08  1.19999992e+00  5.95108022e-08 -2.39192350e-05 
 6.01130000e-08  1.19999993e+00  5.95076387e-08 -2.40687394e-05 
 6.01150000e-08  1.19999993e+00  5.95087759e-08 -2.42033558e-05 
 6.01170000e-08  1.19999993e+00  5.95094611e-08 -2.43806194e-05 
 6.01190000e-08  1.19999993e+00  5.95072130e-08 -2.46840552e-05 
 6.01210000e-08  1.19999993e+00  5.95034208e-08 -2.51660109e-05 
 6.01230000e-08  1.19999994e+00  5.95013482e-08 -2.58211543e-05 
 6.01250000e-08  1.19999994e+00  5.95036075e-08 -2.65985664e-05 
 6.01270000e-08  1.19999994e+00  5.95051798e-08 -2.75823532e-05 
 6.01290000e-08  1.19999994e+00  5.94800178e-08 -2.95398733e-05 
 6.01310000e-08  1.19999994e+00  5.93721458e-08 -3.47592853e-05 
 6.01330000e-08  1.19999994e+00  5.91579516e-08 -4.63334276e-05 
 6.01350000e-08  1.19999994e+00  5.89737856e-08 -6.44426573e-05 
 6.01370000e-08  1.19999995e+00  5.90404521e-08 -8.48342807e-05 
 6.01390000e-08  1.19999995e+00  5.94294769e-08 -1.01598402e-04 
 6.01410000e-08  1.19999995e+00  5.99875443e-08 -1.10793577e-04 
