 time            v(d_p)          v(d_n)          v(x1.gclk_b)    v(mode)         v(en)          
 9.91375000e-08  5.99945241e-08  1.19999992e+00 -8.52894464e-05  1.20000000e+00  1.20000000e+00 
 9.91425000e-08  5.90752453e-08  1.19999993e+00 -6.04764349e-05  1.20000000e+00  1.20000000e+00 
 9.91475000e-08  5.88766669e-08  1.19999993e+00 -5.36245051e-05  1.20000000e+00  1.20000000e+00 
 9.91525000e-08  5.95202571e-08  1.19999994e+00 -3.68155662e-05  1.20000000e+00  1.20000000e+00 
 9.91575000e-08  6.01292679e-08  1.19999994e+00  4.50710770e-05  1.20000000e+00  1.20000000e+00 
 9.91625000e-08  6.01324059e-08  1.19999995e+00  2.38127523e-04  1.20000000e+00  1.20000000e+00 
 9.91675000e-08  5.96152116e-08  1.19999995e+00  5.66896060e-04  1.20000000e+00  1.20000000e+00 
 9.91725000e-08  5.84862957e-08  1.19999995e+00  9.60741437e-04  1.20000000e+00  1.20000000e+00 
 9.91775000e-08  5.77982128e-08  1.19999994e+00  1.31684188e-03  1.20000000e+00  1.20000000e+00 
 9.91825000e-08  5.87410513e-08  1.19999995e+00  1.60576884e-03  1.20000000e+00  1.20000000e+00 
 9.91875000e-08  5.99627927e-08  1.19999995e+00  1.82451624e-03  1.20000000e+00  1.20000000e+00 
 9.91925000e-08  5.92773599e-08  1.19999995e+00  1.81532573e-03  1.20000000e+00  1.20000000e+00 
 9.91975000e-08  5.65869755e-08  1.19999994e+00  1.14856681e-03  1.20000000e+00  1.20000000e+00 
 9.92025000e-08  5.51468586e-08  1.19999993e+00 -7.30287342e-04  1.20000000e+00  1.20000000e+00 
 9.92075000e-08  5.93688306e-08  1.19999993e+00 -4.01596701e-03  1.20000000e+00  1.20000000e+00 
 9.92125000e-08  6.92443312e-08  1.19999996e+00 -8.12730176e-03  1.20000000e+00  1.20000000e+00 
 9.92175000e-08  7.19950505e-08  1.19999998e+00 -1.25275193e-02  1.20000000e+00  1.20000000e+00 
 9.92225000e-08  6.41425065e-08  1.19999999e+00 -1.71109980e-02  1.20000000e+00  1.20000000e+00 
 9.92275000e-08  5.52024555e-08  1.19999998e+00 -2.20136748e-02  1.20000000e+00  1.20000000e+00 
 9.92325000e-08  5.61890106e-08  1.19999998e+00 -2.67774057e-02  1.20000000e+00  1.20000000e+00 
 9.92375000e-08  7.10412319e-08  1.20000002e+00 -2.93882254e-02  1.20000000e+00  1.20000000e+00 
 9.92425000e-08  8.66560625e-08  1.20000010e+00 -2.64007679e-02  1.20000000e+00  1.20000000e+00 
 9.92475000e-08  9.04145986e-08  1.20000017e+00 -1.35117115e-02  1.20000000e+00  1.20000000e+00 
 9.92525000e-08  8.02352068e-08  1.20000021e+00  1.36939476e-02  1.20000000e+00  1.20000000e+00 
 9.92575000e-08  4.88195960e-08  1.20000015e+00  5.72832636e-02  1.20000000e+00  1.20000000e+00 
 9.92625000e-08  1.15406932e-08  1.19999999e+00  1.16419931e-01  1.20000000e+00  1.20000000e+00 
 9.92675000e-08 -1.96251840e-09  1.19999980e+00  1.88556890e-01  1.20000000e+00  1.20000000e+00 
 9.92725000e-08  1.34093249e-08  1.19999964e+00  2.70389981e-01  1.20000000e+00  1.20000000e+00 
 9.92775000e-08  4.27792751e-08  1.19999955e+00  3.58486915e-01  1.20000000e+00  1.20000000e+00 
 9.92825000e-08  3.89403316e-08  1.19999953e+00  4.49011936e-01  1.20000000e+00  1.20000000e+00 
 9.92875000e-08 -5.40205777e-08  1.19999954e+00  5.37586736e-01  1.20000000e+00  1.20000000e+00 
 9.92925000e-08 -2.36182937e-07  1.19999962e+00  6.21578238e-01  1.20000000e+00  1.20000000e+00 
 9.92975000e-08 -4.80756590e-07  1.19999974e+00  6.98936850e-01  1.20000000e+00  1.20000000e+00 
 9.93025000e-08 -7.82311211e-07  1.19999986e+00  7.68264213e-01  1.20000000e+00  1.20000000e+00 
 9.93075000e-08 -8.27742607e-07  1.20000000e+00  8.29811737e-01  1.20000000e+00  1.20000000e+00 
 9.93125000e-08 -2.50817641e-08  1.20000008e+00  8.80947613e-01  1.20000000e+00  1.20000000e+00 
 9.93175000e-08  1.23355860e-06  1.20000017e+00  9.20689202e-01  1.20000000e+00  1.20000000e+00 
 9.93225000e-08  2.55457621e-06  1.20000029e+00  9.51053164e-01  1.20000000e+00  1.20000000e+00 
 9.93275000e-08  3.40026407e-06  1.20000035e+00  9.75420433e-01  1.20000000e+00  1.20000000e+00 
 9.93325000e-08  2.71169943e-06  1.20000037e+00  9.98706187e-01  1.20000000e+00  1.20000000e+00 
 9.93375000e-08  3.36657895e-07  1.20000027e+00  1.02188544e+00  1.20000000e+00  1.20000000e+00 
 9.93425000e-08 -2.31929428e-06  1.20000008e+00  1.04170663e+00  1.20000000e+00  1.20000000e+00 
 9.93475000e-08 -3.26160425e-06  1.19999997e+00  1.05775973e+00  1.20000000e+00  1.20000000e+00 
 9.93525000e-08 -2.58718687e-06  1.19999995e+00  1.07128261e+00  1.20000000e+00  1.20000000e+00 
 9.93575000e-08 -1.39623780e-06  1.19999996e+00  1.08455016e+00  1.20000000e+00  1.20000000e+00 
 9.93625000e-08 -3.74451289e-07  1.19999995e+00  1.09882152e+00  1.20000000e+00  1.20000000e+00 
 9.93675000e-08  2.72402935e-07  1.19999991e+00  1.11391534e+00  1.20000000e+00  1.20000000e+00 
 9.93725000e-08  5.92375246e-07  1.19999987e+00  1.12876033e+00  1.20000000e+00  1.20000000e+00 
 9.93775000e-08  6.83793897e-07  1.19999984e+00  1.14215315e+00  1.20000000e+00  1.20000000e+00 
 9.93825000e-08  6.49949946e-07  1.19999984e+00  1.15328709e+00  1.20000000e+00  1.20000000e+00 
 9.93875000e-08  5.57323246e-07  1.19999986e+00  1.16188227e+00  1.20000000e+00  1.20000000e+00 
 9.93925000e-08  4.52683076e-07  1.19999990e+00  1.16860456e+00  1.20000000e+00  1.20000000e+00 
 9.93975000e-08  3.41213141e-07  1.19999993e+00  1.17426781e+00  1.20000000e+00  1.20000000e+00 
 9.94025000e-08  2.40581243e-07  1.19999995e+00  1.17925633e+00  1.20000000e+00  1.20000000e+00 
 9.94075000e-08  1.57708649e-07  1.19999995e+00  1.18359518e+00  1.20000000e+00  1.20000000e+00 
 9.94125000e-08  1.01059683e-07  1.19999995e+00  1.18726702e+00  1.20000000e+00  1.20000000e+00 
 9.94175000e-08  6.28167419e-08  1.19999994e+00  1.19026543e+00  1.20000000e+00  1.20000000e+00 
 9.94225000e-08  3.97049932e-08  1.19999994e+00  1.19264807e+00  1.20000000e+00  1.20000000e+00 
 9.94275000e-08  2.29260845e-08  1.19999994e+00  1.19448624e+00  1.20000000e+00  1.20000000e+00 
 9.94325000e-08  1.27550998e-08  1.19999995e+00  1.19588022e+00  1.20000000e+00  1.20000000e+00 
 9.94375000e-08  1.08889700e-08  1.19999995e+00  1.19691481e+00  1.20000000e+00  1.20000000e+00 
 9.94425000e-08  2.28849594e-08  1.19999995e+00  1.19767731e+00  1.20000000e+00  1.20000000e+00 
 9.94475000e-08  3.88710809e-08  1.19999995e+00  1.19822194e+00  1.20000000e+00  1.20000000e+00 
 9.94525000e-08  5.81948204e-08  1.19999995e+00  1.19861203e+00  1.20000000e+00  1.20000000e+00 
 9.94575000e-08  8.06040987e-08  1.19999995e+00  1.19890626e+00  1.20000000e+00  1.20000000e+00 
 9.94625000e-08  9.26103410e-08  1.19999995e+00  1.19915677e+00  1.20000000e+00  1.20000000e+00 
 9.94675000e-08  5.21027778e-08  1.19999995e+00  1.19936024e+00  1.20000000e+00  1.20000000e+00 
 9.94725000e-08 -5.04467172e-08  1.19999995e+00  1.19950890e+00  1.20000000e+00  1.20000000e+00 
 9.94775000e-08 -1.92162796e-07  1.19999995e+00  1.19961950e+00  1.20000000e+00  1.20000000e+00 
 9.94825000e-08 -3.65696481e-07  1.19999994e+00  1.19975234e+00  1.20000000e+00  1.20000000e+00 
 9.94875000e-08 -5.68408561e-07  1.19999993e+00  1.19993611e+00  1.20000000e+00  1.20000000e+00 
 9.94925000e-08 -7.34170557e-07  1.19999995e+00  1.20008903e+00  1.20000000e+00  1.20000000e+00 
 9.94962500e-08 -5.45910007e-07  1.19999997e+00  1.20014305e+00  1.20000000e+00  1.20000000e+00 
 9.95000000e-08 -4.31717524e-08  1.20000001e+00  1.20017391e+00  1.20000000e+00  1.20000000e+00 
 9.95005000e-08  3.00900715e-08  1.20000001e+00  1.20017520e+00  1.20000000e+00  1.20000000e+00 
 9.95015000e-08  1.69764170e-07  1.20000002e+00  1.20017657e+00  1.20000000e+00  1.20000000e+00 
 9.95035000e-08  4.24169169e-07  1.20000005e+00  1.20016874e+00  1.20000000e+00  1.20000000e+00 
 9.95075000e-08  1.04778440e-06  1.20000011e+00  1.20012515e+00  1.20000000e+00  1.20000000e+00 
 9.95125000e-08  2.54933404e-06  1.20000021e+00  1.20009895e+00  1.20000000e+00  1.20000000e+00 
 9.95175000e-08  4.93131542e-06  1.20000035e+00  1.20021090e+00  1.20000000e+00  1.20000000e+00 
 9.95225000e-08  5.62879679e-06  1.20000049e+00  1.20045105e+00  1.20000000e+00  1.20000000e+00 
 9.95262500e-08  3.63034421e-06  1.20000042e+00  1.20064426e+00  1.20000000e+00  1.20000000e+00 
 9.95300000e-08  1.80517035e-07  1.20000017e+00  1.20080466e+00  1.20000000e+00  1.20000000e+00 
 9.95305000e-08 -2.98247739e-07  1.20000013e+00  1.20082427e+00  1.20000000e+00  1.20000000e+00 
 9.95315000e-08 -1.20161657e-06  1.20000004e+00  1.20086349e+00  1.20000000e+00  1.20000000e+00 
 9.95335000e-08 -2.68549667e-06  1.19999987e+00  1.20094225e+00  1.20000000e+00  1.20000000e+00 
 9.95375000e-08 -4.30340405e-06  1.19999950e+00  1.20109347e+00  1.20000000e+00  1.20000000e+00 
 9.95425000e-08 -4.28198100e-06  1.19999867e+00  1.20117166e+00  1.20000000e+00  1.20000000e+00 
 9.95475000e-08 -3.05255777e-06  1.19999720e+00  1.20089550e+00  1.20000000e+00  1.20000000e+00 
 9.95525000e-08 -1.59819885e-06  1.19999564e+00  1.20003760e+00  1.20000000e+00  1.20000000e+00 
 9.95575000e-08 -4.89558418e-07  1.19999591e+00  1.19872698e+00  1.20000000e+00  1.20000000e+00 
 9.95625000e-08 -1.33850093e-07  1.19999817e+00  1.19732816e+00  1.20000000e+00  1.20000000e+00 
 9.95675000e-08 -8.74750863e-07  1.20000041e+00  1.19612395e+00  1.20000000e+00  1.20000000e+00 
 9.95725000e-08 -2.69289773e-06  1.20000130e+00  1.19520530e+00  1.20000000e+00  1.20000000e+00 
 9.95775000e-08 -5.31711376e-06  1.20000088e+00  1.19455319e+00  1.20000000e+00  1.20000000e+00 
 9.95825000e-08 -8.52623048e-06  1.20000030e+00  1.19414097e+00  1.20000000e+00  1.20000000e+00 
 9.95875000e-08 -1.21195026e-05  1.20000193e+00  1.19388648e+00  1.20000000e+00  1.20000000e+00 
 9.95925000e-08 -1.59774456e-05  1.20000778e+00  1.19361658e+00  1.20000000e+00  1.20000000e+00 
 9.95975000e-08 -2.00814177e-05  1.20001800e+00  1.19330773e+00  1.20000000e+00  1.20000000e+00 
 9.96025000e-08 -2.34303878e-05  1.20003162e+00  1.19298052e+00  1.20000000e+00  1.20000000e+00 
 9.96075000e-08 -2.51449183e-05  1.20004570e+00  1.19260963e+00  1.20000000e+00  1.20000000e+00 
 9.96125000e-08 -2.62537713e-05  1.20005412e+00  1.19226586e+00  1.20000000e+00  1.20000000e+00 
 9.96175000e-08 -2.76717160e-05  1.20005542e+00  1.19209345e+00  1.20000000e+00  1.20000000e+00 
 9.96225000e-08 -2.49942566e-05  1.20005398e+00  1.19227350e+00  1.20000000e+00  1.20000000e+00 
 9.96275000e-08 -5.59315195e-06  1.20004954e+00  1.19278168e+00  1.20000000e+00  1.20000000e+00 
 9.96325000e-08  4.56272850e-05  1.20002529e+00  1.19341995e+00  1.20000000e+00  1.20000000e+00 
 9.96375000e-08  1.43192505e-04  1.19994676e+00  1.19407087e+00  1.20000000e+00  1.20000000e+00 
 9.96425000e-08  2.96098695e-04  1.19977760e+00  1.19469703e+00  1.20000000e+00  1.20000000e+00 
 9.96475000e-08  4.86246216e-04  1.19951638e+00  1.19526477e+00  1.20000000e+00  1.20000000e+00 
 9.96525000e-08  6.81892199e-04  1.19922856e+00  1.19566236e+00  1.20000000e+00  1.20000000e+00 
 9.96575000e-08  8.54606723e-04  1.19896280e+00  1.19590197e+00  1.20000000e+00  1.20000000e+00 
 9.96625000e-08  9.85034919e-04  1.19871380e+00  1.19606938e+00  1.20000000e+00  1.20000000e+00 
 9.96675000e-08  1.06762462e-03  1.19847590e+00  1.19624293e+00  1.20000000e+00  1.20000000e+00 
 9.96725000e-08  1.06342982e-03  1.19838713e+00  1.19645561e+00  1.20000000e+00  1.20000000e+00 
 9.96775000e-08  8.58580390e-04  1.19878885e+00  1.19667815e+00  1.20000000e+00  1.20000000e+00 
 9.96825000e-08  2.90173714e-04  1.20012649e+00  1.19684467e+00  1.20000000e+00  1.20000000e+00 
 9.96875000e-08 -8.24450912e-04  1.20286367e+00  1.19686807e+00  1.20000000e+00  1.20000000e+00 
 9.96925000e-08 -2.65590883e-03  1.20715408e+00  1.19669471e+00  1.20000000e+00  1.20000000e+00 
 9.96975000e-08 -5.33184814e-03  1.21272383e+00  1.19639805e+00  1.20000000e+00  1.20000000e+00 
 9.97025000e-08 -8.78232775e-03  1.21921795e+00  1.19604396e+00  1.20000000e+00  1.20000000e+00 
 9.97075000e-08 -1.28926058e-02  1.22630950e+00  1.19566542e+00  1.20000000e+00  1.20000000e+00 
 9.97125000e-08 -1.76701854e-02  1.23283111e+00  1.19580466e+00  1.20000000e+00  1.20000000e+00 
 9.97175000e-08 -2.27186877e-02  1.23562769e+00  1.19777179e+00  1.20000000e+00  1.20000000e+00 
 9.97225000e-08 -2.60434895e-02  1.22917946e+00  1.20275400e+00  1.20000000e+00  1.20000000e+00 
 9.97275000e-08 -2.36209594e-02  1.20675329e+00  1.21052845e+00  1.20000000e+00  1.20000000e+00 
 9.97325000e-08 -9.81374719e-03  1.16431031e+00  1.21980866e+00  1.20000000e+00  1.20000000e+00 
 9.97375000e-08  2.04546204e-02  1.10329131e+00  1.22943498e+00  1.20000000e+00  1.20000000e+00 
 9.97425000e-08  6.85580335e-02  1.02815379e+00  1.23855635e+00  1.20000000e+00  1.20000000e+00 
 9.97475000e-08  1.32137641e-01  9.43614274e-01  1.24483184e+00  1.20000000e+00  1.20000000e+00 
 9.97525000e-08  2.06538859e-01  8.53522131e-01  1.24332941e+00  1.20000000e+00  1.20000000e+00 
 9.97575000e-08  2.86822285e-01  7.60695849e-01  1.22726913e+00  1.20000000e+00  1.20000000e+00 
 9.97625000e-08  3.69258892e-01  6.67156657e-01  1.19010637e+00  1.20000000e+00  1.20000000e+00 
 9.97675000e-08  4.51515967e-01  5.74457041e-01  1.12997538e+00  1.20000000e+00  1.20000000e+00 
 9.97725000e-08  5.32177254e-01  4.83991959e-01  1.05033760e+00  1.20000000e+00  1.20000000e+00 
 9.97775000e-08  6.10258759e-01  3.97287254e-01  9.56407341e-01  1.20000000e+00  1.20000000e+00 
 9.97825000e-08  6.84925311e-01  3.16230714e-01  8.53691630e-01  1.20000000e+00  1.20000000e+00 
 9.97875000e-08  7.55366623e-01  2.43114812e-01  7.49010284e-01  1.20000000e+00  1.20000000e+00 
 9.97925000e-08  8.20784784e-01  1.80257223e-01  6.45412921e-01  1.20000000e+00  1.20000000e+00 
 9.97975000e-08  8.80454507e-01  1.29206019e-01  5.44400180e-01  1.20000000e+00  1.20000000e+00 
 9.98025000e-08  9.33822782e-01  9.00556259e-02  4.48072641e-01  1.20000000e+00  1.20000000e+00 
 9.98075000e-08  9.80604469e-01  6.14798012e-02  3.58389124e-01  1.20000000e+00  1.20000000e+00 
 9.98125000e-08  1.02082820e+00  4.13848921e-02  2.82125413e-01  1.20000000e+00  1.20000000e+00 
 9.98175000e-08  1.05481726e+00  2.76105359e-02  2.22749163e-01  1.20000000e+00  1.20000000e+00 
 9.98225000e-08  1.08311375e+00  1.83231784e-02  1.78857196e-01  1.20000000e+00  1.20000000e+00 
 9.98275000e-08  1.10638426e+00  1.21251085e-02  1.47031446e-01  1.20000000e+00  1.20000000e+00 
 9.98325000e-08  1.12533437e+00  8.01354799e-03  1.21985910e-01  1.20000000e+00  1.20000000e+00 
 9.98375000e-08  1.14064559e+00  5.29529183e-03  1.00809060e-01  1.20000000e+00  1.20000000e+00 
 9.98425000e-08  1.15293893e+00  3.50084167e-03  8.37710837e-02  1.20000000e+00  1.20000000e+00 
 9.98475000e-08  1.16276121e+00  2.31670295e-03  7.07319597e-02  1.20000000e+00  1.20000000e+00 
 9.98525000e-08  1.17057985e+00  1.53484975e-03  6.04159671e-02  1.20000000e+00  1.20000000e+00 
 9.98575000e-08  1.17678577e+00  1.01825918e-03  5.15958038e-02  1.20000000e+00  1.20000000e+00 
 9.98625000e-08  1.18170050e+00  6.76460345e-04  4.27999175e-02  1.20000000e+00  1.20000000e+00 
 9.98675000e-08  1.18558586e+00  4.50125762e-04  3.45135106e-02  1.20000000e+00  1.20000000e+00 
 9.98725000e-08  1.18865309e+00  2.99949780e-04  2.72153932e-02  1.20000000e+00  1.20000000e+00 
 9.98775000e-08  1.19107188e+00  2.00206016e-04  2.12603853e-02  1.20000000e+00  1.20000000e+00 
 9.98825000e-08  1.19297762e+00  1.33793244e-04  1.68481943e-02  1.20000000e+00  1.20000000e+00 
 9.98875000e-08  1.19447821e+00  8.95716017e-05  1.47597980e-02  1.20000000e+00  1.20000000e+00 
 9.98925000e-08  1.19565907e+00  5.99989420e-05  1.43007747e-02  1.20000000e+00  1.20000000e+00 
 9.98975000e-08  1.19658802e+00  4.02297407e-05  1.36374435e-02  1.20000000e+00  1.20000000e+00 
 9.99025000e-08  1.19731852e+00  2.70032341e-05  1.19325976e-02  1.20000000e+00  1.20000000e+00 
 9.99075000e-08  1.19789288e+00  1.82145930e-05  9.72652119e-03  1.20000000e+00  1.20000000e+00 
 9.99125000e-08  1.19834430e+00  1.23110257e-05  7.51677416e-03  1.20000000e+00  1.20000000e+00 
 9.99175000e-08  1.19869913e+00  8.35358947e-06  5.63889222e-03  1.20000000e+00  1.20000000e+00 
 9.99225000e-08  1.19897791e+00  5.65508650e-06  4.12110753e-03  1.20000000e+00  1.20000000e+00 
 9.99275000e-08  1.19919702e+00  3.84375185e-06  2.98088686e-03  1.20000000e+00  1.20000000e+00 
 9.99325000e-08  1.19936913e+00  2.60184619e-06  2.11235834e-03  1.20000000e+00  1.20000000e+00 
 9.99375000e-08  1.19950440e+00  1.77907979e-06  1.48711963e-03  1.20000000e+00  1.20000000e+00 
 9.99425000e-08  1.19961063e+00  1.21183823e-06  1.01253380e-03  1.20000000e+00  1.20000000e+00 
 9.99475000e-08  1.19969413e+00  8.43655980e-07  6.76588455e-04  1.20000000e+00  1.20000000e+00 
 9.99525000e-08  1.19975968e+00  5.84802691e-07  4.13226259e-04  1.20000000e+00  1.20000000e+00 
 9.99575000e-08  1.19981123e+00  4.21571117e-07  2.27688287e-04  1.20000000e+00  1.20000000e+00 
 9.99625000e-08  1.19985167e+00  3.01650476e-07  7.27558498e-05  1.20000000e+00  1.20000000e+00 
 9.99675000e-08  1.19988349e+00  2.29483726e-07 -4.29894974e-05  1.20000000e+00  1.20000000e+00 
 9.99725000e-08  1.19990844e+00  1.72386418e-07 -1.44620107e-04  1.20000000e+00  1.20000000e+00 
 9.99775000e-08  1.19992809e+00  1.41401284e-07 -1.88035503e-04  1.20000000e+00  1.20000000e+00 
 9.99825000e-08  1.19994347e+00  1.13061351e-07 -1.83021087e-04  1.20000000e+00  1.20000000e+00 
 9.99875000e-08  1.19995561e+00  9.87461509e-08 -1.39943654e-04  1.20000000e+00  1.20000000e+00 
 9.99925000e-08  1.19996509e+00  8.32190035e-08 -8.70969777e-05  1.20000000e+00  1.20000000e+00 
 9.99962500e-08  1.19997088e+00  7.96106380e-08 -3.46157276e-05  1.20000000e+00  1.20000000e+00 
 1.00000000e-07  1.19997566e+00  7.18575535e-08 -1.15351143e-05  1.20000000e+00  1.20000000e+00 
 1.00000500e-07  1.19997624e+00  7.20817276e-08 -9.76386699e-06  1.20000000e+00  1.20000000e+00 
 1.00001500e-07  1.19997735e+00  7.14015172e-08 -1.02244891e-05  1.20000000e+00  1.20000000e+00 
 1.00003500e-07  1.19997943e+00  6.90249539e-08 -2.19418012e-05  1.20000000e+00  1.20000000e+00 
 1.00007500e-07  1.19998302e+00  6.73950263e-08 -4.92972320e-05  1.20000000e+00  1.20000000e+00 
 1.00012500e-07  1.19998665e+00  6.66572406e-08 -4.70376594e-05  1.20000000e+00  1.20000000e+00 
 1.00017500e-07  1.19998951e+00  6.54743324e-08 -6.89640790e-06  1.20000000e+00  1.20000000e+00 
 1.00022500e-07  1.19999175e+00  6.24543299e-08  2.85788337e-05  1.20000000e+00  1.20000000e+00 
 1.00026250e-07  1.19999310e+00  6.11010161e-08  4.01373133e-05  1.20000000e+00  1.20000000e+00 
 1.00030000e-07  1.19999423e+00  6.01718392e-08  4.01526781e-05  1.20000000e+00  1.20000000e+00 
 1.00030500e-07  1.19999437e+00  6.02232180e-08  3.93040939e-05  1.20000000e+00  1.20000000e+00 
 1.00031500e-07  1.19999463e+00  6.01902047e-08  3.74721332e-05  1.20000000e+00  1.20000000e+00 
 1.00033500e-07  1.19999512e+00  6.01837848e-08  3.38943225e-05  1.20000000e+00  1.20000000e+00 
 1.00037500e-07  1.19999597e+00  6.02941309e-08  2.47505904e-05  1.20000000e+00  1.20000000e+00 
 1.00042500e-07  1.19999682e+00  6.02773922e-08  1.05406245e-05  1.20000000e+00  1.20000000e+00 
 1.00046250e-07  1.19999734e+00  6.02413776e-08  4.06745633e-07  1.20000000e+00  1.20000000e+00 
 1.00050000e-07  1.19999777e+00  6.01037073e-08 -8.23687399e-06  1.20000000e+00  1.20000000e+00 
 1.00050500e-07  1.19999782e+00  6.00810531e-08 -9.42194840e-06  1.20000000e+00  1.20000000e+00 
 1.00051500e-07  1.19999792e+00  6.00274486e-08 -1.16795792e-05  1.20000000e+00  1.20000000e+00 
 1.00053500e-07  1.19999811e+00  5.99474267e-08 -1.52777895e-05  1.20000000e+00  1.20000000e+00 
 1.00057500e-07  1.19999843e+00  5.97910201e-08 -2.06014846e-05  1.20000000e+00  1.20000000e+00 
 1.00062500e-07  1.19999876e+00  5.95735976e-08 -2.55374911e-05  1.20000000e+00  1.20000000e+00 
 1.00067500e-07  1.19999901e+00  5.94517997e-08 -2.85628346e-05  1.20000000e+00  1.20000000e+00 
 1.00072500e-07  1.19999922e+00  5.94062853e-08 -2.98155457e-05  1.20000000e+00  1.20000000e+00 
 1.00077500e-07  1.19999937e+00  5.93990530e-08 -3.00123242e-05  1.20000000e+00  1.20000000e+00 
 1.00082500e-07  1.19999950e+00  5.94125370e-08 -2.98227019e-05  1.20000000e+00  1.20000000e+00 
 1.00087500e-07  1.19999960e+00  5.94367493e-08 -3.01268339e-05  1.20000000e+00  1.20000000e+00 
 1.00092500e-07  1.19999967e+00  5.94620492e-08 -3.17828075e-05  1.20000000e+00  1.20000000e+00 
 1.00097500e-07  1.19999973e+00  5.95339219e-08 -3.32009385e-05  1.20000000e+00  1.20000000e+00 
 1.00102500e-07  1.19999978e+00  5.95947026e-08 -3.28765958e-05  1.20000000e+00  1.20000000e+00 
 1.00107500e-07  1.19999982e+00  5.95806745e-08 -3.15027454e-05  1.20000000e+00  1.20000000e+00 
 1.00112500e-07  1.19999985e+00  5.95259410e-08 -3.05956739e-05  1.20000000e+00  1.20000000e+00 
 1.00117500e-07  1.19999987e+00  5.94796852e-08 -3.17766601e-05  1.20000000e+00  1.20000000e+00 
 1.00122500e-07  1.19999989e+00  5.94412861e-08 -3.75743712e-05  1.20000000e+00  1.20000000e+00 
 1.00127500e-07  1.19999990e+00  5.91738347e-08 -6.43932111e-05  1.20000000e+00  1.20000000e+00 
 1.00132500e-07  1.19999991e+00  5.92043497e-08 -1.14615878e-04  1.20000000e+00  1.20000000e+00 
 1.00137500e-07  1.19999992e+00  6.04732906e-08 -1.32239376e-04  1.20000000e+00  1.20000000e+00 
 1.00142500e-07  1.19999993e+00  6.08033631e-08 -1.05782616e-04  1.20000000e+00  1.20000000e+00 
 1.00147500e-07  1.19999993e+00  5.93331502e-08 -8.26734901e-05  1.20000000e+00  1.20000000e+00 
 1.00152500e-07  1.19999994e+00  5.85149599e-08 -7.59988716e-05  1.20000000e+00  1.20000000e+00 
 1.00157500e-07  1.19999994e+00  5.91928110e-08 -5.52170317e-05  1.20000000e+00  1.20000000e+00 
 1.00162500e-07  1.19999994e+00  6.05804031e-08  3.46296087e-05  1.20000000e+00  1.20000000e+00 
 1.00167500e-07  1.19999995e+00  6.13361839e-08  2.38277174e-04  1.20000000e+00  1.20000000e+00 
 1.00172500e-07  1.19999995e+00  6.09174987e-08  5.76486981e-04  1.20000000e+00  1.20000000e+00 
 1.00177500e-07  1.19999995e+00  5.83087988e-08  9.71590222e-04  1.20000000e+00  1.20000000e+00 
 1.00182500e-07  1.19999995e+00  5.55397702e-08  1.32411196e-03  1.20000000e+00  1.20000000e+00 
 1.00187500e-07  1.19999995e+00  5.56698703e-08  1.60983120e-03  1.20000000e+00  1.20000000e+00 
 1.00192500e-07  1.19999995e+00  5.74269280e-08  1.82139742e-03  1.20000000e+00  1.20000000e+00 
 1.00197500e-07  1.19999995e+00  5.61822741e-08  1.78488422e-03  1.20000000e+00  1.20000000e+00 
 1.00202500e-07  1.19999995e+00  4.95417676e-08  1.05206576e-03  1.20000000e+00  1.20000000e+00 
 1.00207500e-07  1.19999995e+00  4.27783419e-08 -9.30904841e-04  1.20000000e+00  1.20000000e+00 
 1.00212500e-07  1.19999995e+00  4.81453692e-08 -4.30821457e-03  1.20000000e+00  1.20000000e+00 
 1.00217500e-07  1.19999996e+00  7.14865564e-08 -8.46822487e-03  1.20000000e+00  1.20000000e+00 
 1.00222500e-07  1.19999996e+00  8.96945952e-08 -1.28970929e-02  1.20000000e+00  1.20000000e+00 
 1.00227500e-07  1.19999995e+00  8.74854363e-08 -1.75182180e-02  1.20000000e+00  1.20000000e+00 
 1.00232500e-07  1.19999995e+00  7.30334125e-08 -2.24666780e-02  1.20000000e+00  1.20000000e+00 
 1.00237500e-07  1.19999995e+00  7.10210326e-08 -2.72054157e-02  1.20000000e+00  1.20000000e+00 
 1.00242500e-07  1.19999996e+00  1.03134319e-07 -2.95935813e-02  1.20000000e+00  1.20000000e+00 
 1.00247500e-07  1.19999997e+00  1.55416842e-07 -2.60876261e-02  1.20000000e+00  1.20000000e+00 
 1.00252500e-07  1.19999997e+00  1.98737529e-07 -1.22952800e-02  1.20000000e+00  1.20000000e+00 
 1.00257500e-07  1.19999996e+00  2.06624010e-07  1.61870117e-02  1.20000000e+00  1.20000000e+00 
 1.00262500e-07  1.19999995e+00  1.36915068e-07  6.12470560e-02  1.20000000e+00  1.20000000e+00 
 1.00267500e-07  1.19999993e+00  2.42682927e-09  1.21894900e-01  1.20000000e+00  1.20000000e+00 
 1.00272500e-07  1.19999993e+00 -1.33043702e-07  1.95477922e-01  1.20000000e+00  1.20000000e+00 
 1.00277500e-07  1.19999993e+00 -2.26965892e-07  2.78619618e-01  1.20000000e+00  1.20000000e+00 
 1.00282500e-07  1.19999995e+00 -2.73784019e-07  3.67821912e-01  1.20000000e+00  1.20000000e+00 
 1.00287500e-07  1.19999993e+00 -2.83486423e-07  4.59064148e-01  1.20000000e+00  1.20000000e+00 
 1.00292500e-07  1.19999987e+00 -1.67693636e-07  5.47909822e-01  1.20000000e+00  1.20000000e+00 
