 time            v(d_p)          v(d_n)          v(x1.gclk_b)    v(mode)         v(en)          
 5.66825000e-08  1.19838605e+00  1.10087633e-03  1.20202869e+00  1.20000000e+00  1.20000000e+00 
 5.66875000e-08  1.19889530e+00  9.36270677e-04  1.20191166e+00  1.20000000e+00  1.20000000e+00 
 5.66925000e-08  1.20041476e+00  4.43469962e-04  1.20160087e+00  1.20000000e+00  1.20000000e+00 
 5.66975000e-08  1.20339505e+00 -5.60132005e-04  1.20104980e+00  1.20000000e+00  1.20000000e+00 
 5.67025000e-08  1.20791422e+00 -2.25092056e-03  1.20031517e+00  1.20000000e+00  1.20000000e+00 
 5.67075000e-08  1.21366003e+00 -4.77487005e-03  1.19952292e+00  1.20000000e+00  1.20000000e+00 
 5.67125000e-08  1.22028460e+00 -8.10129236e-03  1.19869897e+00  1.20000000e+00  1.20000000e+00 
 5.67175000e-08  1.22741724e+00 -1.21004322e-02  1.19820108e+00  1.20000000e+00  1.20000000e+00 
 5.67225000e-08  1.23364759e+00 -1.67654217e-02  1.19920544e+00  1.20000000e+00  1.20000000e+00 
 5.67275000e-08  1.23543374e+00 -2.18603257e-02  1.20309299e+00  1.20000000e+00  1.20000000e+00 
 5.67325000e-08  1.22694975e+00 -2.57548305e-02  1.21007383e+00  1.20000000e+00  1.20000000e+00 
 5.67375000e-08  1.20152664e+00 -2.47610252e-02  1.21901175e+00  1.20000000e+00  1.20000000e+00 
 5.67425000e-08  1.15597119e+00 -1.34733092e-02  1.22860759e+00  1.20000000e+00  1.20000000e+00 
 5.67475000e-08  1.09241913e+00  1.36033094e-02  1.23805098e+00  1.20000000e+00  1.20000000e+00 
 5.67525000e-08  1.01551094e+00  5.85830733e-02  1.24555335e+00  1.20000000e+00  1.20000000e+00 
 5.67575000e-08  9.29870957e-01  1.19689397e-01  1.24685708e+00  1.20000000e+00  1.20000000e+00 
 5.67625000e-08  8.39184669e-01  1.92537942e-01  1.23544290e+00  1.20000000e+00  1.20000000e+00 
 5.67675000e-08  7.46124786e-01  2.72092369e-01  1.20427857e+00  1.20000000e+00  1.20000000e+00 
 5.67725000e-08  6.52618265e-01  3.54356561e-01  1.14966184e+00  1.20000000e+00  1.20000000e+00 
 5.67775000e-08  5.60172080e-01  4.36773993e-01  1.07395471e+00  1.20000000e+00  1.20000000e+00 
 5.67825000e-08  4.70184616e-01  5.17805684e-01  9.82219631e-01  1.20000000e+00  1.20000000e+00 
 5.67875000e-08  3.84224680e-01  5.96416904e-01  8.79954635e-01  1.20000000e+00  1.20000000e+00 
 5.67925000e-08  3.04249098e-01  6.71759406e-01  7.74154558e-01  1.20000000e+00  1.20000000e+00 
 5.67975000e-08  2.32590444e-01  7.43022151e-01  6.69605457e-01  1.20000000e+00  1.20000000e+00 
 5.68025000e-08  1.71504887e-01  8.09402615e-01  5.67711036e-01  1.20000000e+00  1.20000000e+00 
 5.68075000e-08  1.22343932e-01  8.70156010e-01  4.70783591e-01  1.20000000e+00  1.20000000e+00 
 5.68125000e-08  8.49577237e-02  9.24690245e-01  3.80559645e-01  1.20000000e+00  1.20000000e+00 
 5.68175000e-08  5.78489276e-02  9.72666932e-01  3.02584579e-01  1.20000000e+00  1.20000000e+00 
 5.68225000e-08  3.88747748e-02  1.01405758e+00  2.41122003e-01  1.20000000e+00  1.20000000e+00 
 5.68275000e-08  2.59093591e-02  1.04913642e+00  1.94534944e-01  1.20000000e+00  1.20000000e+00 
 5.68325000e-08  1.71851601e-02  1.07841204e+00  1.59223880e-01  1.20000000e+00  1.20000000e+00 
 5.68375000e-08  1.13675802e-02  1.10253499e+00  1.31200001e-01  1.20000000e+00  1.20000000e+00 
 5.68425000e-08  7.50721031e-03  1.12220881e+00  1.08420763e-01  1.20000000e+00  1.20000000e+00 
 5.68475000e-08  4.95725366e-03  1.13812427e+00  9.07068197e-02  1.20000000e+00  1.20000000e+00 
 5.68525000e-08  3.28039633e-03  1.15091688e+00  7.69445275e-02  1.20000000e+00  1.20000000e+00 
 5.68575000e-08  2.17539664e-03  1.16114781e+00  6.58462720e-02  1.20000000e+00  1.20000000e+00 
 5.68625000e-08  1.44416037e-03  1.16929764e+00  5.65284085e-02  1.20000000e+00  1.20000000e+00 
 5.68675000e-08  9.59202629e-04  1.17576979e+00  4.74345459e-02  1.20000000e+00  1.20000000e+00 
 5.68725000e-08  6.37330987e-04  1.18089720e+00  3.86805422e-02  1.20000000e+00  1.20000000e+00 
 5.68775000e-08  4.23575614e-04  1.18495175e+00  3.08412078e-02  1.20000000e+00  1.20000000e+00 
 5.68825000e-08  2.81673611e-04  1.18815311e+00  2.42817939e-02  1.20000000e+00  1.20000000e+00 
 5.68875000e-08  1.87417831e-04  1.19067802e+00  1.91593657e-02  1.20000000e+00  1.20000000e+00 
 5.68925000e-08  1.24860032e-04  1.19266756e+00  1.61975135e-02  1.20000000e+00  1.20000000e+00 
 5.68975000e-08  8.32656999e-05  1.19423423e+00  1.53295173e-02  1.20000000e+00  1.20000000e+00 
 5.69025000e-08  5.56222595e-05  1.19546711e+00  1.48059010e-02  1.20000000e+00  1.20000000e+00 
 5.69075000e-08  3.72197236e-05  1.19643704e+00  1.33169216e-02  1.20000000e+00  1.20000000e+00 
 5.69125000e-08  2.50065960e-05  1.19719981e+00  1.11228089e-02  1.20000000e+00  1.20000000e+00 
 5.69175000e-08  1.68418752e-05  1.19779959e+00  8.81286956e-03  1.20000000e+00  1.20000000e+00 
 5.69225000e-08  1.13835888e-05  1.19827101e+00  6.75935357e-03  1.20000000e+00  1.20000000e+00 
 5.69275000e-08  7.70172604e-06  1.19864154e+00  5.07997636e-03  1.20000000e+00  1.20000000e+00 
 5.69325000e-08  5.23651901e-06  1.19893267e+00  3.77819470e-03  1.20000000e+00  1.20000000e+00 
 5.69375000e-08  3.56916775e-06  1.19916147e+00  2.78953666e-03  1.20000000e+00  1.20000000e+00 
 5.69425000e-08  2.45438196e-06  1.19934119e+00  2.05220068e-03  1.20000000e+00  1.20000000e+00 
 5.69475000e-08  1.69641448e-06  1.19948244e+00  1.50020308e-03  1.20000000e+00  1.20000000e+00 
 5.69525000e-08  1.18775259e-06  1.19959337e+00  1.08975200e-03  1.20000000e+00  1.20000000e+00 
 5.69575000e-08  8.38803502e-07  1.19968056e+00  7.77646443e-04  1.20000000e+00  1.20000000e+00 
 5.69625000e-08  6.02024781e-07  1.19974903e+00  5.41129851e-04  1.20000000e+00  1.20000000e+00 
 5.69675000e-08  4.38891421e-07  1.19980284e+00  3.55690550e-04  1.20000000e+00  1.20000000e+00 
 5.69725000e-08  3.25461962e-07  1.19984509e+00  2.05432951e-04  1.20000000e+00  1.20000000e+00 
 5.69775000e-08  2.48687698e-07  1.19987831e+00  8.01512663e-05  1.20000000e+00  1.20000000e+00 
 5.69825000e-08  1.92409498e-07  1.19990438e+00 -2.22696922e-06  1.20000000e+00  1.20000000e+00 
 5.69875000e-08  1.56801744e-07  1.19992489e+00 -2.58670618e-05  1.20000000e+00  1.20000000e+00 
 5.69925000e-08  1.26432040e-07  1.19994097e+00 -1.15512656e-05  1.20000000e+00  1.20000000e+00 
 5.69962500e-08  1.15015422e-07  1.19995073e+00  1.25781009e-05  1.20000000e+00  1.20000000e+00 
 5.70000000e-08  9.94348100e-08  1.19995884e+00  5.08562630e-05  1.20000000e+00  1.20000000e+00 
 5.70005000e-08  1.00860348e-07  1.19995982e+00  5.73241544e-05  1.20000000e+00  1.20000000e+00 
 5.70015000e-08  9.76387699e-08  1.19996170e+00  6.94786344e-05  1.20000000e+00  1.20000000e+00 
 5.70035000e-08  9.35818995e-08  1.19996520e+00  8.95061400e-05  1.20000000e+00  1.20000000e+00 
 5.70075000e-08  8.53553866e-08  1.19997129e+00  9.82990460e-05  1.20000000e+00  1.20000000e+00 
 5.70125000e-08  7.92821178e-08  1.19997744e+00  6.40147100e-05  1.20000000e+00  1.20000000e+00 
 5.70175000e-08  7.49533489e-08  1.19998227e+00  4.37630360e-05  1.20000000e+00  1.20000000e+00 
 5.70225000e-08  7.16316886e-08  1.19998606e+00  6.95853521e-05  1.20000000e+00  1.20000000e+00 
 5.70262500e-08  6.82006700e-08  1.19998835e+00  9.72018629e-05  1.20000000e+00  1.20000000e+00 
 5.70300000e-08  6.62213688e-08  1.19999027e+00  1.14430140e-04  1.20000000e+00  1.20000000e+00 
 5.70305000e-08  6.58777931e-08  1.19999050e+00  1.15220619e-04  1.20000000e+00  1.20000000e+00 
 5.70315000e-08  6.54400250e-08  1.19999094e+00  1.16582508e-04  1.20000000e+00  1.20000000e+00 
 5.70335000e-08  6.48925839e-08  1.19999176e+00  1.17934129e-04  1.20000000e+00  1.20000000e+00 
 5.70375000e-08  6.40743963e-08  1.19999320e+00  1.13254055e-04  1.20000000e+00  1.20000000e+00 
 5.70425000e-08  6.33224406e-08  1.19999465e+00  9.71042875e-05  1.20000000e+00  1.20000000e+00 
 5.70475000e-08  6.25628253e-08  1.19999578e+00  7.74138604e-05  1.20000000e+00  1.20000000e+00 
 5.70525000e-08  6.18555461e-08  1.19999668e+00  5.94184210e-05  1.20000000e+00  1.20000000e+00 
 5.70575000e-08  6.11964357e-08  1.19999738e+00  4.51202167e-05  1.20000000e+00  1.20000000e+00 
 5.70625000e-08  6.07412820e-08  1.19999793e+00  3.44853537e-05  1.20000000e+00  1.20000000e+00 
 5.70675000e-08  6.04083175e-08  1.19999836e+00  2.66001734e-05  1.20000000e+00  1.20000000e+00 
 5.70725000e-08  6.02312942e-08  1.19999870e+00  2.05262529e-05  1.20000000e+00  1.20000000e+00 
 5.70775000e-08  6.00869704e-08  1.19999897e+00  1.51920675e-05  1.20000000e+00  1.20000000e+00 
 5.70825000e-08  6.00051545e-08  1.19999918e+00  9.38885785e-06  1.20000000e+00  1.20000000e+00 
 5.70875000e-08  5.99286170e-08  1.19999935e+00  4.33847193e-06  1.20000000e+00  1.20000000e+00 
 5.70925000e-08  5.98802901e-08  1.19999948e+00  1.53152069e-06  1.20000000e+00  1.20000000e+00 
 5.70975000e-08  5.97776892e-08  1.19999958e+00  3.94580143e-07  1.20000000e+00  1.20000000e+00 
 5.71025000e-08  5.97034776e-08  1.19999966e+00 -7.08443042e-07  1.20000000e+00  1.20000000e+00 
 5.71075000e-08  5.96366936e-08  1.19999972e+00 -3.42687844e-06  1.20000000e+00  1.20000000e+00 
 5.71125000e-08  5.96110542e-08  1.19999977e+00 -1.00768122e-05  1.20000000e+00  1.20000000e+00 
 5.71175000e-08  5.94847786e-08  1.19999981e+00 -3.52832602e-05  1.20000000e+00  1.20000000e+00 
 5.71225000e-08  5.95008501e-08  1.19999984e+00 -8.62032897e-05  1.20000000e+00  1.20000000e+00 
 5.71275000e-08  6.00322061e-08  1.19999987e+00 -1.09703630e-04  1.20000000e+00  1.20000000e+00 
 5.71325000e-08  5.99955001e-08  1.19999989e+00 -8.65283983e-05  1.20000000e+00  1.20000000e+00 
 5.71375000e-08  5.91021872e-08  1.19999990e+00 -6.29393096e-05  1.20000000e+00  1.20000000e+00 
 5.71425000e-08  5.89198390e-08  1.19999991e+00 -5.62003791e-05  1.20000000e+00  1.20000000e+00 
 5.71475000e-08  5.95167316e-08  1.19999992e+00 -3.95973950e-05  1.20000000e+00  1.20000000e+00 
 5.71525000e-08  6.01227779e-08  1.19999993e+00  4.10351336e-05  1.20000000e+00  1.20000000e+00 
 5.71575000e-08  6.01197588e-08  1.19999994e+00  2.31343770e-04  1.20000000e+00  1.20000000e+00 
 5.71625000e-08  5.96329132e-08  1.19999994e+00  5.56755193e-04  1.20000000e+00  1.20000000e+00 
 5.71675000e-08  5.85190232e-08  1.19999994e+00  9.49525475e-04  1.20000000e+00  1.20000000e+00 
 5.71725000e-08  5.78172277e-08  1.19999994e+00  1.30651763e-03  1.20000000e+00  1.20000000e+00 
 5.71775000e-08  5.87140310e-08  1.19999994e+00  1.59674654e-03  1.20000000e+00  1.20000000e+00 
 5.71825000e-08  5.99564207e-08  1.19999994e+00  1.81842514e-03  1.20000000e+00  1.20000000e+00 
 5.71875000e-08  5.93131604e-08  1.19999994e+00  1.81910351e-03  1.20000000e+00  1.20000000e+00 
 5.71925000e-08  5.66551289e-08  1.19999994e+00  1.17561693e-03  1.20000000e+00  1.20000000e+00 
 5.71975000e-08  5.51357069e-08  1.19999993e+00 -6.67007122e-04  1.20000000e+00  1.20000000e+00 
 5.72025000e-08  5.91644989e-08  1.19999993e+00 -3.92214566e-03  1.20000000e+00  1.20000000e+00 
 5.72075000e-08  6.90314017e-08  1.19999995e+00 -8.02029841e-03  1.20000000e+00  1.20000000e+00 
 5.72125000e-08  7.20760310e-08  1.19999998e+00 -1.24158515e-02  1.20000000e+00  1.20000000e+00 
 5.72175000e-08  6.43962040e-08  1.19999999e+00 -1.69927910e-02  1.20000000e+00  1.20000000e+00 
 5.72225000e-08  5.53543216e-08  1.19999998e+00 -2.18879134e-02  1.20000000e+00  1.20000000e+00 
 5.72275000e-08  5.59810090e-08  1.19999998e+00 -2.66718899e-02  1.20000000e+00  1.20000000e+00 
 5.72325000e-08  7.05840573e-08  1.20000002e+00 -2.93737860e-02  1.20000000e+00  1.20000000e+00 
 5.72375000e-08  8.63917023e-08  1.20000009e+00 -2.65747418e-02  1.20000000e+00  1.20000000e+00 
 5.72425000e-08  9.04827832e-08  1.20000017e+00 -1.39887577e-02  1.20000000e+00  1.20000000e+00 
 5.72475000e-08  8.07188610e-08  1.20000021e+00  1.28217393e-02  1.20000000e+00  1.20000000e+00 
 5.72525000e-08  4.98093416e-08  1.20000016e+00  5.60044749e-02  1.20000000e+00  1.20000000e+00 
 5.72575000e-08  1.22690573e-08  1.20000000e+00  1.14781125e-01  1.20000000e+00  1.20000000e+00 
 5.72625000e-08 -2.00845142e-09  1.19999980e+00  1.86634337e-01  1.20000000e+00  1.20000000e+00 
 5.72675000e-08  1.27619659e-08  1.19999964e+00  2.68269633e-01  1.20000000e+00  1.20000000e+00 
 5.72725000e-08  4.21488643e-08  1.19999955e+00  3.56255342e-01  1.20000000e+00  1.20000000e+00 
 5.72775000e-08  4.00145943e-08  1.19999953e+00  4.46778512e-01  1.20000000e+00  1.20000000e+00 
 5.72825000e-08 -5.05581659e-08  1.19999954e+00  5.35442389e-01  1.20000000e+00  1.20000000e+00 
 5.72875000e-08 -2.30925301e-07  1.19999962e+00  6.19568494e-01  1.20000000e+00  1.20000000e+00 
 5.72925000e-08 -4.74054370e-07  1.19999973e+00  6.97105807e-01  1.20000000e+00  1.20000000e+00 
 5.72975000e-08 -7.74197749e-07  1.19999986e+00  7.66607094e-01  1.20000000e+00  1.20000000e+00 
 5.73025000e-08 -8.36533800e-07  1.20000000e+00  8.28336929e-01  1.20000000e+00  1.20000000e+00 
 5.73075000e-08 -5.20981583e-08  1.20000008e+00  8.79727798e-01  1.20000000e+00  1.20000000e+00 
 5.73125000e-08  1.20084634e-06  1.20000017e+00  9.19690289e-01  1.20000000e+00  1.20000000e+00 
 5.73175000e-08  2.52184010e-06  1.20000028e+00  9.50211439e-01  1.20000000e+00  1.20000000e+00 
 5.73225000e-08  3.38971780e-06  1.20000035e+00  9.74621830e-01  1.20000000e+00  1.20000000e+00 
 5.73275000e-08  2.75186892e-06  1.20000037e+00  9.97827592e-01  1.20000000e+00  1.20000000e+00 
 5.73325000e-08  4.10411690e-07  1.20000027e+00  1.02096924e+00  1.20000000e+00  1.20000000e+00 
 5.73375000e-08 -2.26478447e-06  1.20000008e+00  1.04084786e+00  1.20000000e+00  1.20000000e+00 
 5.73425000e-08 -3.26011342e-06  1.19999998e+00  1.05697743e+00  1.20000000e+00  1.20000000e+00 
 5.73475000e-08 -2.61541461e-06  1.19999995e+00  1.07060230e+00  1.20000000e+00  1.20000000e+00 
 5.73525000e-08 -1.42659477e-06  1.19999996e+00  1.08399284e+00  1.20000000e+00  1.20000000e+00 
 5.73575000e-08 -3.97628472e-07  1.19999995e+00  1.09837550e+00  1.20000000e+00  1.20000000e+00 
 5.73625000e-08  2.59962577e-07  1.19999991e+00  1.11354857e+00  1.20000000e+00  1.20000000e+00 
 5.73675000e-08  5.87156838e-07  1.19999987e+00  1.12844933e+00  1.20000000e+00  1.20000000e+00 
 5.73725000e-08  6.84198992e-07  1.19999984e+00  1.14191912e+00  1.20000000e+00  1.20000000e+00 
 5.73775000e-08  6.51950944e-07  1.19999984e+00  1.15316788e+00  1.20000000e+00  1.20000000e+00 
 5.73825000e-08  5.60008880e-07  1.19999986e+00  1.16185580e+00  1.20000000e+00  1.20000000e+00 
 5.73875000e-08  4.55163069e-07  1.19999990e+00  1.16861841e+00  1.20000000e+00  1.20000000e+00 
 5.73925000e-08  3.44217921e-07  1.19999993e+00  1.17427792e+00  1.20000000e+00  1.20000000e+00 
 5.73975000e-08  2.43015438e-07  1.19999995e+00  1.17925575e+00  1.20000000e+00  1.20000000e+00 
 5.74025000e-08  1.59737768e-07  1.19999995e+00  1.18358807e+00  1.20000000e+00  1.20000000e+00 
 5.74075000e-08  1.02151353e-07  1.19999995e+00  1.18726568e+00  1.20000000e+00  1.20000000e+00 
 5.74125000e-08  6.36156837e-08  1.19999994e+00  1.19027437e+00  1.20000000e+00  1.20000000e+00 
 5.74175000e-08  4.00614943e-08  1.19999994e+00  1.19267141e+00  1.20000000e+00  1.20000000e+00 
 5.74225000e-08  2.33475346e-08  1.19999994e+00  1.19452114e+00  1.20000000e+00  1.20000000e+00 
 5.74275000e-08  1.28940592e-08  1.19999995e+00  1.19592625e+00  1.20000000e+00  1.20000000e+00 
 5.74325000e-08  1.08001671e-08  1.19999995e+00  1.19696768e+00  1.20000000e+00  1.20000000e+00 
 5.74375000e-08  2.23796371e-08  1.19999995e+00  1.19773448e+00  1.20000000e+00  1.20000000e+00 
 5.74425000e-08  3.84149215e-08  1.19999995e+00  1.19827741e+00  1.20000000e+00  1.20000000e+00 
 5.74475000e-08  5.74858079e-08  1.19999995e+00  1.19866153e+00  1.20000000e+00  1.20000000e+00 
 5.74525000e-08  8.00272378e-08  1.19999995e+00  1.19894429e+00  1.20000000e+00  1.20000000e+00 
 5.74575000e-08  9.28792847e-08  1.19999995e+00  1.19917967e+00  1.20000000e+00  1.20000000e+00 
 5.74625000e-08  5.43074438e-08  1.19999995e+00  1.19936704e+00  1.20000000e+00  1.20000000e+00 
 5.74675000e-08 -4.65623421e-08  1.19999995e+00  1.19951818e+00  1.20000000e+00  1.20000000e+00 
 5.74725000e-08 -1.87250291e-07  1.19999995e+00  1.19964831e+00  1.20000000e+00  1.20000000e+00 
 5.74775000e-08 -3.59839339e-07  1.19999994e+00  1.19980607e+00  1.20000000e+00  1.20000000e+00 
 5.74825000e-08 -5.61755214e-07  1.19999993e+00  1.20001765e+00  1.20000000e+00  1.20000000e+00 
 5.74875000e-08 -7.33699000e-07  1.19999995e+00  1.20018468e+00  1.20000000e+00  1.20000000e+00 
 5.74925000e-08 -4.40027456e-07  1.19999998e+00  1.20023799e+00  1.20000000e+00  1.20000000e+00 
 5.74962500e-08  9.50514609e-08  1.20000002e+00  1.20024155e+00  1.20000000e+00  1.20000000e+00 
 5.75000000e-08  5.99158287e-07  1.20000007e+00  1.20022343e+00  1.20000000e+00  1.20000000e+00 
 5.75005000e-08  6.70720165e-07  1.20000008e+00  1.20021960e+00  1.20000000e+00  1.20000000e+00 
 5.75015000e-08  8.26753252e-07  1.20000009e+00  1.20021124e+00  1.20000000e+00  1.20000000e+00 
 5.75035000e-08  1.24957832e-06  1.20000013e+00  1.20019792e+00  1.20000000e+00  1.20000000e+00 
 5.75075000e-08  2.55835939e-06  1.20000021e+00  1.20020467e+00  1.20000000e+00  1.20000000e+00 
 5.75125000e-08  4.91311566e-06  1.20000035e+00  1.20031697e+00  1.20000000e+00  1.20000000e+00 
 5.75175000e-08  5.65171808e-06  1.20000048e+00  1.20052599e+00  1.20000000e+00  1.20000000e+00 
 5.75225000e-08  2.81832101e-06  1.20000036e+00  1.20073962e+00  1.20000000e+00  1.20000000e+00 
 5.75262500e-08 -7.35196934e-07  1.20000008e+00  1.20086845e+00  1.20000000e+00  1.20000000e+00 
 5.75300000e-08 -3.47267775e-06  1.19999976e+00  1.20099006e+00  1.20000000e+00  1.20000000e+00 
 5.75305000e-08 -3.68676858e-06  1.19999972e+00  1.20100701e+00  1.20000000e+00  1.20000000e+00 
 5.75315000e-08 -4.05951086e-06  1.19999963e+00  1.20103981e+00  1.20000000e+00  1.20000000e+00 
 5.75335000e-08 -4.47203878e-06  1.19999940e+00  1.20109558e+00  1.20000000e+00  1.20000000e+00 
 5.75375000e-08 -4.30619055e-06  1.19999867e+00  1.20111899e+00  1.20000000e+00  1.20000000e+00 
 5.75425000e-08 -3.09190304e-06  1.19999724e+00  1.20082251e+00  1.20000000e+00  1.20000000e+00 
 5.75475000e-08 -1.63516343e-06  1.19999571e+00  1.19997276e+00  1.20000000e+00  1.20000000e+00 
 5.75525000e-08 -5.10851091e-07  1.19999588e+00  1.19867808e+00  1.20000000e+00  1.20000000e+00 
 5.75575000e-08 -1.23734826e-07  1.19999808e+00  1.19729544e+00  1.20000000e+00  1.20000000e+00 
 5.75625000e-08 -8.24457758e-07  1.20000035e+00  1.19611004e+00  1.20000000e+00  1.20000000e+00 
 5.75675000e-08 -2.60908877e-06  1.20000130e+00  1.19521139e+00  1.20000000e+00  1.20000000e+00 
 5.75725000e-08 -5.20922168e-06  1.20000091e+00  1.19456701e+00  1.20000000e+00  1.20000000e+00 
 5.75775000e-08 -8.40086766e-06  1.20000030e+00  1.19415028e+00  1.20000000e+00  1.20000000e+00 
 5.75825000e-08 -1.19835963e-05  1.20000179e+00  1.19389484e+00  1.20000000e+00  1.20000000e+00 
 5.75875000e-08 -1.58295613e-05  1.20000747e+00  1.19363056e+00  1.20000000e+00  1.20000000e+00 
 5.75925000e-08 -1.99342649e-05  1.20001753e+00  1.19331720e+00  1.20000000e+00  1.20000000e+00 
 5.75975000e-08 -2.33396480e-05  1.20003105e+00  1.19296785e+00  1.20000000e+00  1.20000000e+00 
 5.76025000e-08 -2.51065769e-05  1.20004523e+00  1.19255667e+00  1.20000000e+00  1.20000000e+00 
 5.76075000e-08 -2.62097590e-05  1.20005395e+00  1.19217399e+00  1.20000000e+00  1.20000000e+00 
 5.76125000e-08 -2.76447474e-05  1.20005547e+00  1.19197746e+00  1.20000000e+00  1.20000000e+00 
 5.76175000e-08 -2.53007261e-05  1.20005406e+00  1.19215181e+00  1.20000000e+00  1.20000000e+00 
 5.76225000e-08 -6.77965817e-06  1.20004993e+00  1.19267282e+00  1.20000000e+00  1.20000000e+00 
 5.76275000e-08  4.30366723e-05  1.20002696e+00  1.19332103e+00  1.20000000e+00  1.20000000e+00 
 5.76325000e-08  1.38697062e-04  1.19995116e+00  1.19396101e+00  1.20000000e+00  1.20000000e+00 
 5.76375000e-08  2.89751744e-04  1.19978591e+00  1.19456530e+00  1.20000000e+00  1.20000000e+00 
 5.76425000e-08  4.79111263e-04  1.19952722e+00  1.19512652e+00  1.20000000e+00  1.20000000e+00 
 5.76475000e-08  6.75101016e-04  1.19923920e+00  1.19553706e+00  1.20000000e+00  1.20000000e+00 
 5.76525000e-08  8.49070940e-04  1.19897239e+00  1.19580897e+00  1.20000000e+00  1.20000000e+00 
 5.76575000e-08  9.81168953e-04  1.19872324e+00  1.19602578e+00  1.20000000e+00  1.20000000e+00 
 5.76625000e-08  1.06568022e-03  1.19848370e+00  1.19625641e+00  1.20000000e+00  1.20000000e+00 
 5.76675000e-08  1.06621299e-03  1.19838415e+00  1.19653126e+00  1.20000000e+00  1.20000000e+00 
 5.76725000e-08  8.71292244e-04  1.19875952e+00  1.19683569e+00  1.20000000e+00  1.20000000e+00 
 5.76775000e-08  3.19049739e-04  1.20005312e+00  1.19714758e+00  1.20000000e+00  1.20000000e+00 
 5.76825000e-08 -7.72969824e-04  1.20273151e+00  1.19743197e+00  1.20000000e+00  1.20000000e+00 
 5.76875000e-08 -2.57590331e-03  1.20696673e+00  1.19764052e+00  1.20000000e+00  1.20000000e+00 
 5.76925000e-08 -5.22128983e-03  1.21249506e+00  1.19770282e+00  1.20000000e+00  1.20000000e+00 
 5.76975000e-08 -8.64643376e-03  1.21895962e+00  1.19754064e+00  1.20000000e+00  1.20000000e+00 
 5.77025000e-08 -1.27332974e-02  1.22603991e+00  1.19718478e+00  1.20000000e+00  1.20000000e+00 
 5.77075000e-08 -1.74877804e-02  1.23262418e+00  1.19674918e+00  1.20000000e+00  1.20000000e+00 
 5.77125000e-08 -2.25488455e-02  1.23564925e+00  1.19625893e+00  1.20000000e+00  1.20000000e+00 
 5.77175000e-08 -2.59950005e-02  1.22967139e+00  1.19605826e+00  1.20000000e+00  1.20000000e+00 
 5.77225000e-08 -2.38683663e-02  1.20795487e+00  1.19729410e+00  1.20000000e+00  1.20000000e+00 
 5.77275000e-08 -1.05746034e-02  1.16626781e+00  1.20132815e+00  1.20000000e+00  1.20000000e+00 
 5.77325000e-08  1.90547019e-02  1.10587479e+00  1.20838359e+00  1.20000000e+00  1.20000000e+00 
 5.77375000e-08  6.65398685e-02  1.03117992e+00  1.21735750e+00  1.20000000e+00  1.20000000e+00 
 5.77425000e-08  1.29635973e-01  9.46918729e-01  1.22695742e+00  1.20000000e+00  1.20000000e+00 
 5.77475000e-08  2.03738915e-01  8.56979534e-01  1.23636614e+00  1.20000000e+00  1.20000000e+00 
 5.77525000e-08  2.83885974e-01  7.64216347e-01  1.24381744e+00  1.20000000e+00  1.20000000e+00 
 5.77575000e-08  3.66293564e-01  6.70674113e-01  1.24512569e+00  1.20000000e+00  1.20000000e+00 
 5.77625000e-08  4.48585654e-01  5.77917778e-01  1.23386861e+00  1.20000000e+00  1.20000000e+00 
 5.77675000e-08  5.29322901e-01  4.87343289e-01  1.20311094e+00  1.20000000e+00  1.20000000e+00 
 5.77725000e-08  6.07511871e-01  4.00467381e-01  1.14922146e+00  1.20000000e+00  1.20000000e+00 
 5.77775000e-08  6.82314990e-01  3.19160692e-01  1.07454195e+00  1.20000000e+00  1.20000000e+00 
 5.77825000e-08  7.52921789e-01  2.45703328e-01  9.84076250e-01  1.20000000e+00  1.20000000e+00 
 5.77875000e-08  8.18533278e-01  1.82424037e-01  8.83176394e-01  1.20000000e+00  1.20000000e+00 
 5.77925000e-08  8.78420141e-01  1.30915582e-01  7.78446272e-01  1.20000000e+00  1.20000000e+00 
 5.77975000e-08  9.32021427e-01  9.13318844e-02  6.74454707e-01  1.20000000e+00  1.20000000e+00 
 5.78025000e-08  9.79041309e-01  6.23915826e-02  5.72472872e-01  1.20000000e+00  1.20000000e+00 
 5.78075000e-08  1.01949735e+00  4.20162641e-02  4.74694103e-01  1.20000000e+00  1.20000000e+00 
 5.78125000e-08  1.05370287e+00  2.80388647e-02  3.82691163e-01  1.20000000e+00  1.20000000e+00 
 5.78175000e-08  1.08219257e+00  1.86098289e-02  3.02043965e-01  1.20000000e+00  1.20000000e+00 
 5.78225000e-08  1.10562977e+00  1.23152488e-02  2.37958510e-01  1.20000000e+00  1.20000000e+00 
 5.78275000e-08  1.12471969e+00  8.13893870e-03  1.90045227e-01  1.20000000e+00  1.20000000e+00 
 5.78325000e-08  1.14014705e+00  5.37778998e-03  1.55344080e-01  1.20000000e+00  1.20000000e+00 
 5.78375000e-08  1.15253841e+00  3.55502614e-03  1.28944887e-01  1.20000000e+00  1.20000000e+00 
 5.78425000e-08  1.16244358e+00  2.35240273e-03  1.06708564e-01  1.20000000e+00  1.20000000e+00 
 5.78475000e-08  1.17032973e+00  1.55854197e-03  8.84309894e-02  1.20000000e+00  1.20000000e+00 
 5.78525000e-08  1.17658882e+00  1.03413235e-03  7.43093692e-02  1.20000000e+00  1.20000000e+00 
