corner,vdd_v,temp_c,vctrl_v,vbp_v,freq_hz,current_a,power_w,energy_j,vmin_v,vmax_v
ss,1.32,125,0.35,9.24072e-01,FAIL,FAIL,FAIL,FAIL,1.70825e-03,1.31937e+00
ss,1.32,125,0.4,8.74451e-01,FAIL,FAIL,FAIL,FAIL,1.31092e+00,1.32000e+00
ss,1.32,125,0.45,8.19262e-01,FAIL,FAIL,FAIL,FAIL,1.44424e-03,1.32196e+00
ss,1.32,125,0.5,7.60227e-01,FAIL,FAIL,FAIL,FAIL,-2.35857e-03,1.32438e+00
ss,1.32,125,0.55,0.699002,444219373,9.99051e-06,1.31874732e-05,2.96868484e-14,-0.00411156,1.32773
ss,1.32,125,0.6,0.636176,800781563,1.73943e-05,2.2960476e-05,2.86725832e-14,-0.00623947,1.3315
ss,1.32,125,0.65,0.573972,1.21173933e+09,2.55279e-05,3.3696828e-05,2.78086443e-14,-0.00850342,1.33536
ss,1.32,125,0.7,0.513297,1.63361323e+09,3.41923e-05,4.5133836e-05,2.76282264e-14,-0.0106663,1.33922
ss,1.32,125,0.75,0.454923,2.04281745e+09,4.38439e-05,5.7873948e-05,2.8330455e-14,-0.0125661,1.34274
ss,1.32,125,0.8,0.399367,2.42083858e+09,5.2929e-05,6.986628e-05,2.88603629e-14,-0.0140738,1.34505
ss,1.32,125,0.85,0.347733,2.75277342e+09,6.1355e-05,8.09886e-05,2.94207287e-14,-0.015167,1.34465
ss,1.32,125,0.9,0.301383,3.03195682e+09,6.75467e-05,8.9161644e-05,2.94072934e-14,-0.0159113,1.33988
ss,1.32,125,0.95,0.261575,3.2587089e+09,7.33323e-05,9.6798636e-05,2.97045974e-14,-0.0163994,1.32987
ff,1.08,-40,0.35,7.20532e-01,FAIL,FAIL,FAIL,FAIL,1.64874e-02,1.08000e+00
ff,1.08,-40,0.4,6.69357e-01,FAIL,FAIL,FAIL,FAIL,4.43836e-06,1.08206e+00
ff,1.08,-40,0.45,0.615113,304737758,6.66595e-06,7.199226e-06,2.36243321e-14,-0.0033106,1.08531
ff,1.08,-40,0.5,0.55873,739295008,1.3011e-05,1.405188e-05,1.9007135e-14,-0.00607354,1.08931
ff,1.08,-40,0.55,0.500792,1.3236793e+09,2.33072e-05,2.5171776e-05,1.90165216e-14,-0.00940642,1.09382
ff,1.08,-40,0.6,0.442289,1.95167649e+09,3.46255e-05,3.739554e-05,1.91607268e-14,-0.0128727,1.09872
ff,1.08,-40,0.65,0.383968,2.57924738e+09,4.67146e-05,5.0451768e-05,1.9560655e-14,-0.0159998,1.10335
ff,1.08,-40,0.7,0.327163,3.1680659e+09,5.76881e-05,6.2303148e-05,1.96659887e-14,-0.0182967,1.10641
ff,1.08,-40,0.75,0.274422,3.67593001e+09,6.89609e-05,7.4477772e-05,2.02609331e-14,-0.0196651,1.10661
ff,1.08,-40,0.8,0.229208,4.08229915e+09,7.86972e-05,8.4992976e-05,2.08198794e-14,-0.0204462,1.1027
ff,1.08,-40,0.85,0.193637,4.39039382e+09,8.48093e-05,9.1594044e-05,2.08623754e-14,-0.0208342,1.094
ff,1.08,-40,0.9,0.167165,4.61936438e+09,8.9499e-05,9.665892e-05,2.0924723e-14,-0.0210431,1.08145
ff,1.08,-40,0.95,0.147694,4.7911077e+09,9.29608e-05,0.000100397664,2.09550004e-14,-0.0211714,1.06668
ff,1.08,27,0.35,7.13807e-01,FAIL,FAIL,FAIL,FAIL,6.52175e-01,1.08132e+00
ff,1.08,27,0.4,6.57707e-01,FAIL,FAIL,FAIL,FAIL,-2.16410e-03,1.08346e+00
ff,1.08,27,0.45,0.599268,562667042,1.14259e-05,1.2339972e-05,2.19312152e-14,-0.00410085,1.08656
ff,1.08,27,0.5,0.539539,1.07743527e+09,1.98735e-05,2.146338e-05,1.99208069e-14,-0.00654943,1.09008
ff,1.08,27,0.55,0.479414,1.67934573e+09,3.07175e-05,3.31749e-05,1.97546577e-14,-0.00918727,1.09388
ff,1.08,27,0.6,0.420235,2.28639367e+09,4.05661e-05,4.3811388e-05,1.91617868e-14,-0.0116632,1.09773
ff,1.08,27,0.65,0.362949,2.85534807e+09,5.18496e-05,5.5997568e-05,1.96114683e-14,-0.0136414,1.10077
ff,1.08,27,0.7,0.309229,3.35322916e+09,6.25584e-05,6.7563072e-05,2.01486593e-14,-0.0149833,1.10145
ff,1.08,27,0.75,0.261636,3.76109523e+09,7.13328e-05,7.7039424e-05,2.04832421e-14,-0.015795,1.09806
ff,1.08,27,0.8,0.222595,4.07846976e+09,7.85762e-05,8.4862296e-05,2.08073864e-14,-0.0162534,1.08948
ff,1.08,27,0.85,0.192471,4.31816219e+09,8.31063e-05,8.9754804e-05,2.07854175e-14,-0.016514,1.07644
ff,1.08,27,0.9,0.169878,4.49862792e+09,8.68564e-05,9.3804912e-05,2.08518939e-14,-0.0166716,1.06073
ff,1.08,27,0.95,0.152931,4.6369285e+09,8.91894e-05,9.6324552e-05,2.07733529e-14,-0.0167777,1.04398
ff,1.08,125,0.35,0.693428,304925461,9.21468e-06,9.9518544e-06,3.2637007e-14,-0.00160762,1.08242
ff,1.08,125,0.4,0.632986,610504338,1.40542e-05,1.5178536e-05,2.48622902e-14,-0.00300015,1.08454
ff,1.08,125,0.45,0.571781,1.06888996e+09,2.19797e-05,2.3738076e-05,2.2208157e-14,-0.00474107,1.0871
ff,1.08,125,0.5,0.51073,1.61723324e+09,3.09888e-05,3.3467904e-05,2.06945438e-14,-0.00660071,1.08985
ff,1.08,125,0.55,0.451189,2.17983651e+09,4.11565e-05,4.444902e-05,2.03909879e-14,-0.0083142,1.09255
ff,1.08,125,0.6,0.39423,2.69716258e+09,5.1223e-05,5.532084e-05,2.05107546e-14,-0.00966822,1.09446
ff,1.08,125,0.65,0.341031,3.14099947e+09,5.9052e-05,6.377616e-05,2.03044161e-14,-0.0106015,1.0941
ff,1.08,125,0.7,0.293707,3.50385424e+09,6.64749e-05,7.1792892e-05,2.04896914e-14,-0.0111957,1.08967
ff,1.08,125,0.75,0.254064,3.79031952e+09,7.27501e-05,7.8570108e-05,2.07291516e-14,-0.0115578,1.08023
ff,1.08,125,0.8,0.222532,4.01187515e+09,7.73939e-05,8.3585412e-05,2.08344998e-14,-0.0117783,1.06661
ff,1.08,125,0.85,0.198156,4.18305028e+09,8.06823e-05,8.7136884e-05,2.08309435e-14,-0.0119199,1.05045
ff,1.08,125,0.9,0.179421,4.31648465e+09,8.35637e-05,9.0248796e-05,2.09079386e-14,-0.0120189,1.03324
ff,1.08,125,0.95,0.164826,4.42203944e+09,8.55012e-05,9.2341296e-05,2.08820607e-14,-0.012094,1.016
ff,1.20,-40,0.35,8.38122e-01,FAIL,FAIL,FAIL,FAIL,3.09651e-01,1.20000e+00
ff,1.20,-40,0.4,7.86111e-01,FAIL,FAIL,FAIL,FAIL,1.28838e-04,1.20150e+00
ff,1.20,-40,0.45,0.730377,272004483,8.48481e-06,1.0181772e-05,3.74323684e-14,-0.00265791,1.20416
ff,1.20,-40,0.5,0.672209,671208511,1.58403e-05,1.900836e-05,2.83196051e-14,-0.00490167,1.20779
ff,1.20,-40,0.55,0.612148,1.29659643e+09,2.68973e-05,3.227676e-05,2.48934511e-14,-0.00756059,1.21163
ff,1.20,-40,0.6,0.551313,2.0293855e+09,3.98307e-05,4.779684e-05,2.35523709e-14,-0.0103751,1.21562
ff,1.20,-40,0.65,0.490341,2.76357607e+09,5.4954e-05,6.59448e-05,2.38621259e-14,-0.0130085,1.21965
ff,1.20,-40,0.7,0.430173,3.45506686e+09,7.00933e-05,8.411196e-05,2.43445246e-14,-0.0151896,1.22319
ff,1.20,-40,0.75,0.37208,4.07564395e+09,8.41854e-05,0.00010102248,2.47868757e-14,-0.0167565,1.22508
ff,1.20,-40,0.8,0.318273,4.6038396e+09,9.54898e-05,0.00011458776,2.48896073e-14,-0.0177634,1.22402
ff,1.20,-40,0.85,0.271439,5.03094028e+09,0.000105295,0.000126354,2.51153846e-14,-0.0183626,1.21878
ff,1.20,-40,0.9,0.233375,5.36365587e+09,0.000113719,0.0001364628,2.54421244e-14,-0.0187077,1.2091
ff,1.20,-40,0.95,0.203966,5.61797753e+09,0.000119251,0.0001431012,2.54720136e-14,-0.0188681,1.19604
ff,1.20,27,0.35,8.30188e-01,FAIL,FAIL,FAIL,FAIL,1.20000e+00,1.20092e+00
ff,1.20,27,0.4,7.72888e-01,FAIL,FAIL,FAIL,FAIL,-1.79350e-03,1.20273e+00
ff,1.20,27,0.45,0.71268,503509461,1.24219e-05,1.490628e-05,2.96047665e-14,-0.00346986,1.20551
ff,1.20,27,0.5,0.651111,1.00533835e+09,2.21877e-05,2.662524e-05,2.648386e-14,-0.00556979,1.20879
ff,1.20,27,0.55,0.58897,1.66074335e+09,3.48837e-05,4.186044e-05,2.52058453e-14,-0.00790451,1.21218
ff,1.20,27,0.6,0.527558,2.36479296e+09,4.81472e-05,5.777664e-05,2.44320078e-14,-0.0101573,1.21562
ff,1.20,27,0.65,0.467488,3.03859009e+09,6.1303e-05,7.35636e-05,2.42097808e-14,-0.0120768,1.21876
ff,1.20,27,0.7,0.409809,3.64444768e+09,7.39755e-05,8.87706e-05,2.43577649e-14,-0.0135063,1.22068
ff,1.20,27,0.75,0.355988,4.16302402e+09,8.51659e-05,0.00010219908,2.4549241e-14,-0.014468,1.21982
ff,1.20,27,0.8,0.307886,4.58926113e+09,9.58474e-05,0.00011501688,2.50621782e-14,-0.015076,1.21455
ff,1.20,27,0.85,0.267218,4.9275648e+09,0.000103256,0.0001239072,2.51457272e-14,-0.0154452,1.20432
ff,1.20,27,0.9,0.234616,5.19022162e+09,0.000109722,0.0001316664,2.53681653e-14,-0.0156697,1.19016
ff,1.20,27,0.95,0.20927,5.39316147e+09,0.00011456,0.000137472,2.54900582e-14,-0.015816,1.17379
ff,1.20,125,0.35,0.807492,282500240,1.19196e-05,1.430352e-05,5.06318862e-14,-0.00129069,1.20188
ff,1.20,125,0.4,0.745386,554778865,1.67278e-05,2.007336e-05,3.61826329e-14,-0.00253367,1.20373
ff,1.20,125,0.45,0.682368,986222472,2.49985e-05,2.99982e-05,3.04172749e-14,-0.004109,1.20611
ff,1.20,125,0.5,0.619337,1.54820331e+09,3.5892e-05,4.30704e-05,2.78196021e-14,-0.0058794,1.20875
ff,1.20,125,0.55,0.557687,2.16806868e+09,4.71708e-05,5.660496e-05,2.61084718e-14,-0.0076185,1.2114
ff,1.20,125,0.6,0.498114,2.77454081e+09,5.8574e-05,7.02888e-05,2.53334893e-14,-0.00910061,1.21376
ff,1.20,125,0.65,0.441409,3.31696962e+09,7.04754e-05,8.457048e-05,2.54963083e-14,-0.0102051,1.21481
ff,1.20,125,0.7,0.388708,3.77729093e+09,7.99041e-05,9.588492e-05,2.53845737e-14,-0.0109467,1.21289
ff,1.20,125,0.75,0.341436,4.15523976e+09,8.77958e-05,0.00010535496,2.53547247e-14,-0.0114212,1.20639
ff,1.20,125,0.8,0.300899,4.45831476e+09,9.59737e-05,0.00011516844,2.58322811e-14,-0.0117195,1.195
ff,1.20,125,0.85,0.267507,4.69836497e+09,0.00010131,0.000121572,2.58753845e-14,-0.0119076,1.17985
ff,1.20,125,0.9,0.240768,4.88758553e+09,0.000104592,0.0001255104,2.56794278e-14,-0.0120334,1.16256
ff,1.20,125,0.95,0.219637,5.03778338e+09,0.000108033,0.0001296396,2.57334606e-14,-0.0121248,1.14445
ff,1.32,-40,0.35,9.55941e-01,FAIL,FAIL,FAIL,FAIL,1.29121e+00,1.32000e+00
ff,1.32,-40,0.4,9.03088e-01,FAIL,FAIL,FAIL,FAIL,1.49938e-02,1.32116e+00
ff,1.32,-40,0.45,8.46039e-01,FAIL,FAIL,FAIL,FAIL,-2.23233e-03,1.32334e+00
ff,1.32,-40,0.5,0.786323,605162032,1.69066e-05,2.2316712e-05,3.68772507e-14,-0.00420102,1.32663
ff,1.32,-40,0.55,0.724369,1.20558911e+09,2.9178e-05,3.851496e-05,3.19470039e-14,-0.00649103,1.33028
ff,1.32,-40,0.6,0.661327,1.9876369e+09,4.52099e-05,5.9677068e-05,3.00241297e-14,-0.00896523,1.33393
ff,1.32,-40,0.65,0.598012,2.82613611e+09,6.22566e-05,8.2178712e-05,2.90781155e-14,-0.0113356,1.33752
ff,1.32,-40,0.7,0.535079,3.62660477e+09,8.00842e-05,0.000105711144,2.91487908e-14,-0.0133664,1.34088
ff,1.32,-40,0.75,0.47362,4.3516101e+09,9.72918e-05,0.000128425176,2.95121054e-14,-0.014919,1.34338
ff,1.32,-40,0.8,0.414841,4.9845479e+09,0.000112359,0.00014831388,2.97547306e-14,-0.0160037,1.34391
ff,1.32,-40,0.85,0.360573,5.5175458e+09,0.000124875,0.000164835,2.98746954e-14,-0.0167202,1.3411
ff,1.32,-40,0.9,0.312866,5.95238095e+09,0.000136816,0.00018059712,3.03403162e-14,-0.0171081,1.33396
ff,1.32,-40,0.95,0.273078,6.29802242e+09,0.000144753,0.00019107396,3.03387234e-14,-0.0174558,1.32274
ff,1.32,27,0.35,9.46951e-01,FAIL,FAIL,FAIL,FAIL,1.32000e+00,1.32018e+00
ff,1.32,27,0.4,8.88531e-01,FAIL,FAIL,FAIL,FAIL,-1.49541e-03,1.32219e+00
ff,1.32,27,0.45,0.827118,461290784,1.51821e-05,2.0040372e-05,4.34441196e-14,-0.00299873,1.32462
ff,1.32,27,0.5,0.763491,918712333,2.54074e-05,3.3537768e-05,3.65051897e-14,-0.00487789,1.3277
ff,1.32,27,0.55,0.699496,1.57425774e+09,3.84439e-05,5.0745948e-05,3.22348411e-14,-0.00700995,1.33098
ff,1.32,27,0.6,0.635963,2.33530277e+09,5.42626e-05,7.1626632e-05,3.06712401e-14,-0.00915107,1.33423
ff,1.32,27,0.65,0.573678,3.10462589e+09,7.04456e-05,9.2988192e-05,2.99514966e-14,-0.0110566,1.33731
ff,1.32,27,0.7,0.513335,3.81402799e+09,8.60561e-05,0.000113594052,2.97832245e-14,-0.012558,1.33973
ff,1.32,27,0.75,0.455802,4.43537656e+09,0.000101315,0.0001337358,3.01520735e-14,-0.0136177,1.34031
ff,1.32,27,0.8,0.402253,4.96105571e+09,0.000113212,0.00014943984,3.01225885e-14,-0.0143248,1.33744
ff,1.32,27,0.85,0.354047,5.39461617e+09,0.000123887,0.00016353084,3.03137118e-14,-0.0147822,1.32976
ff,1.32,27,0.9,0.31247,5.74448529e+09,0.000133217,0.00017584644,3.06113483e-14,-0.0150725,1.31735
ff,1.32,27,0.95,0.278054,6.02191979e+09,0.000139418,0.00018403176,3.05603141e-14,-0.0152594,1.30155
ff,1.32,125,0.35,0.921918,267382539,1.54388e-05,2.0379216e-05,7.62174527e-14,-0.000972491,1.32145
ff,1.32,125,0.4,0.858281,514736918,2.05616e-05,2.7141312e-05,5.27285125e-14,-0.00212848,1.32304
ff,1.32,125,0.45,0.793719,908034287,2.87204e-05,3.7910928e-05,4.17505468e-14,-0.00355714,1.3252
ff,1.32,125,0.5,0.729117,1.45249611e+09,3.88347e-05,5.1261804e-05,3.52922142e-14,-0.00521583,1.32769
ff,1.32,125,0.55,0.665466,2.09152514e+09,5.23867e-05,6.9150444e-05,3.30622103e-14,-0.00692713,1.33029
ff,1.32,125,0.6,0.603695,2.7567955e+09,6.6632e-05,8.795424e-05,3.1904521e-14,-0.00849272,1.33279
ff,1.32,125,0.65,0.544508,3.38375123e+09,8.04538e-05,0.000106199016,3.13849952e-14,-0.00975273,1.33462
ff,1.32,125,0.7,0.488475,3.93514875e+09,9.29586e-05,0.000122705352,3.11818841e-14,-0.0106461,1.33441
ff,1.32,125,0.75,0.436525,4.40082736e+09,0.000103496,0.00013661472,3.10429628e-14,-0.0112318,1.33037
ff,1.32,125,0.8,0.389606,4.7856049e+09,0.00011261,0.0001486452,3.1060901e-14,-0.0116058,1.32126
ff,1.32,125,0.85,0.348622,5.09865905e+09,0.000121207,0.00015999324,3.13794742e-14,-0.0118422,1.30738
ff,1.32,125,0.9,0.313956,5.3510274e+09,0.000127037,0.00016768884,3.13376904e-14,-0.0119949,1.29017
ff,1.32,125,0.95,0.285357,5.55401277e+09,0.00013101,0.0001729332,3.11366227e-14,-0.0121004,1.27122
sf,1.08,-40,0.35,8.83024e-01,FAIL,FAIL,FAIL,FAIL,4.61046e-05,4.96402e-05
sf,1.08,-40,0.4,8.42032e-01,FAIL,FAIL,FAIL,FAIL,1.97968e-05,4.51151e-05
sf,1.08,-40,0.45,7.02396e-01,FAIL,FAIL,FAIL,FAIL,-1.81068e-04,2.07241e-02
sf,1.08,-40,0.5,6.46696e-01,FAIL,FAIL,FAIL,FAIL,1.07877e+00,1.08000e+00
sf,1.08,-40,0.55,5.93069e-01,FAIL,FAIL,FAIL,FAIL,-3.69268e-03,1.08743e+00
sf,1.08,-40,0.6,0.537798,524427849,7.87235e-06,8.502138e-06,1.62122168e-14,-0.00805948,1.09404
sf,1.08,-40,0.65,0.481616,926243250,1.63988e-05,1.7710704e-05,1.91210074e-14,-0.0133228,1.10147
sf,1.08,-40,0.7,0.425199,1.38991202e+09,2.46819e-05,2.6656452e-05,1.91785175e-14,-0.0183829,1.10863
sf,1.08,-40,0.75,0.369007,1.88529844e+09,3.41277e-05,3.6857916e-05,1.95501758e-14,-0.0225035,1.11482
sf,1.08,-40,0.8,0.31424,2.36585597e+09,4.48778e-05,4.8468024e-05,2.04864644e-14,-0.0252463,1.1189
sf,1.08,-40,0.85,0.262709,2.78264741e+09,5.37942e-05,5.8097736e-05,2.08785834e-14,-0.0267771,1.12
sf,1.08,-40,0.9,0.217625,3.1143916e+09,6.19554e-05,6.6911832e-05,2.14847201e-14,-0.0275558,1.11775
sf,1.08,-40,0.95,0.181379,3.36417157e+09,6.75185e-05,7.291998e-05,2.16754641e-14,-0.0279402,1.11147
sf,1.08,27,0.35,8.17850e-01,FAIL,FAIL,FAIL,FAIL,6.90758e-05,2.14788e-04
sf,1.08,27,0.4,7.45437e-01,FAIL,FAIL,FAIL,FAIL,-5.95175e-05,1.07958e+00
sf,1.08,27,0.45,6.94337e-01,FAIL,FAIL,FAIL,FAIL,1.07969e+00,1.08000e+00
sf,1.08,27,0.5,6.38893e-01,FAIL,FAIL,FAIL,FAIL,-2.16505e-03,1.08460e+00
sf,1.08,27,0.55,0.581691,419787084,7.09121e-06,7.6585068e-06,1.82437886e-14,-0.0044128,1.08898
sf,1.08,27,0.6,0.523096,795551277,1.34088e-05,1.4481504e-05,1.82031057e-14,-0.00782954,1.09434
sf,1.08,27,0.65,0.464529,1.22247894e+09,2.094e-05,2.26152e-05,1.84994598e-14,-0.0116001,1.10026
sf,1.08,27,0.7,0.406978,1.67565937e+09,3.01332e-05,3.2543856e-05,1.94215224e-14,-0.0151087,1.10605
sf,1.08,27,0.75,0.351201,2.12431491e+09,3.93909e-05,4.2542172e-05,2.0026302e-14,-0.017816,1.11066
sf,1.08,27,0.8,0.298361,2.52786976e+09,4.68866e-05,5.0637528e-05,2.00316997e-14,-0.0195633,1.11281
sf,1.08,27,0.85,0.250808,2.86123033e+09,5.49293e-05,5.9323644e-05,2.07336136e-14,-0.0205772,1.1117
sf,1.08,27,0.9,0.210847,3.12061164e+09,6.17887e-05,6.6731796e-05,2.1384204e-14,-0.0211353,1.10646
sf,1.08,27,0.95,0.179436,3.31564987e+09,6.58797e-05,7.1150076e-05,2.14588629e-14,-0.0214442,1.09698
sf,1.08,125,0.35,7.92696e-01,FAIL,FAIL,FAIL,FAIL,1.07930e+00,1.08000e+00
sf,1.08,125,0.4,7.37173e-01,FAIL,FAIL,FAIL,FAIL,1.81129e-04,1.08172e+00
sf,1.08,125,0.45,6.79485e-01,FAIL,FAIL,FAIL,FAIL,-1.68985e-03,1.08390e+00
sf,1.08,125,0.5,0.620159,475646880,8.89353e-06,9.6050124e-06,2.01935781e-14,-0.00312977,1.08695
sf,1.08,125,0.55,0.559741,844680204,1.48917e-05,1.6083036e-05,1.90403847e-14,-0.00508785,1.09044
sf,1.08,125,0.6,0.499702,1.25968382e+09,2.19424e-05,2.3697792e-05,1.88124922e-14,-0.00730099,1.09425
sf,1.08,125,0.65,0.441264,1.67723324e+09,3.05126e-05,3.2953608e-05,1.96476002e-14,-0.00938312,1.09813
sf,1.08,125,0.7,0.385096,2.07189475e+09,3.85783e-05,4.1664564e-05,2.01094018e-14,-0.0110913,1.10142
sf,1.08,125,0.75,0.33213,2.42165932e+09,4.51647e-05,4.8777876e-05,2.01423361e-14,-0.0123234,1.10295
sf,1.08,125,0.8,0.284255,2.71363057e+09,5.19574e-05,5.6113992e-05,2.06785672e-14,-0.0131327,1.1016
sf,1.08,125,0.85,0.243205,2.94663641e+09,5.69514e-05,6.1507512e-05,2.08738043e-14,-0.0136387,1.09641
sf,1.08,125,0.9,0.209981,3.12734551e+09,6.14541e-05,6.6370428e-05,2.12226081e-14,-0.0139476,1.08727
sf,1.08,125,0.95,0.184068,3.26605265e+09,6.38482e-05,6.8956056e-05,2.11129652e-14,-0.014141,1.07506
sf,1.20,-40,0.35,9.76284e-01,FAIL,FAIL,FAIL,FAIL,5.33098e-04,6.29976e-04
sf,1.20,-40,0.4,9.33329e-01,FAIL,FAIL,FAIL,FAIL,5.58493e-05,3.39236e-04
sf,1.20,-40,0.45,8.16580e-01,FAIL,FAIL,FAIL,FAIL,-7.44825e-05,7.82853e-01
sf,1.20,-40,0.5,7.63690e-01,FAIL,FAIL,FAIL,FAIL,1.19994e+00,1.20000e+00
sf,1.20,-40,0.55,7.08874e-01,FAIL,FAIL,FAIL,FAIL,-2.66258e-03,1.20532e+00
sf,1.20,-40,0.6,0.651927,524557143,9.58289e-06,1.1499468e-05,2.19222408e-14,-0.00521887,1.21023
sf,1.20,-40,0.65,0.593871,1.00876618e+09,1.86705e-05,2.24046e-05,2.2209904e-14,-0.0087835,1.21578
sf,1.20,-40,0.7,0.535179,1.5449742e+09,2.92216e-05,3.506592e-05,2.26967674e-14,-0.0126336,1.22177
sf,1.20,-40,0.75,0.47684,2.10163507e+09,4.16975e-05,5.0037e-05,2.38086053e-14,-0.0162543,1.22762
sf,1.20,-40,0.8,0.419077,2.65484376e+09,5.28712e-05,6.344544e-05,2.38979939e-14,-0.0192127,1.23263
sf,1.20,-40,0.85,0.363097,3.16836702e+09,6.42929e-05,7.715148e-05,2.43505501e-14,-0.021263,1.23573
sf,1.20,-40,0.9,0.310454,3.61219477e+09,7.57821e-05,9.093852e-05,2.51754199e-14,-0.0225235,1.23606
sf,1.20,-40,0.95,0.263357,3.97424688e+09,8.48377e-05,0.00010180524,2.56162345e-14,-0.0232502,1.23284
sf,1.20,27,0.35,9.24169e-01,FAIL,FAIL,FAIL,FAIL,9.31207e-04,2.32224e-03
sf,1.20,27,0.4,8.62091e-01,FAIL,FAIL,FAIL,FAIL,5.88142e-04,1.19973e+00
sf,1.20,27,0.45,8.11107e-01,FAIL,FAIL,FAIL,FAIL,1.19991e+00,1.20000e+00
sf,1.20,27,0.5,7.54505e-01,FAIL,FAIL,FAIL,FAIL,-1.66595e-03,1.20343e+00
sf,1.20,27,0.55,0.69587,384909989,7.48509e-06,8.982108e-06,2.33356064e-14,-0.0034252,1.20724
sf,1.20,27,0.6,0.635526,803083842,1.55155e-05,1.86186e-05,2.31838807e-14,-0.00572771,1.21158
sf,1.20,27,0.65,0.574996,1.3085066e+09,2.54642e-05,3.055704e-05,2.33526067e-14,-0.00857376,1.21627
sf,1.20,27,0.7,0.515523,1.83200513e+09,3.50675e-05,4.2081e-05,2.29699138e-14,-0.0113805,1.22116
sf,1.20,27,0.75,0.457425,2.34774851e+09,4.66323e-05,5.595876e-05,2.38350742e-14,-0.0138505,1.22577
sf,1.20,27,0.8,0.401438,2.83173812e+09,5.71588e-05,6.859056e-05,2.42220704e-14,-0.0157502,1.22917
sf,1.20,27,0.85,0.348518,3.25817803e+09,6.69499e-05,8.033988e-05,2.4657916e-14,-0.0170444,1.23015
sf,1.20,27,0.9,0.30032,3.61493692e+09,7.58278e-05,9.099336e-05,2.51714932e-14,-0.0178643,1.22759
sf,1.20,27,0.95,0.258364,3.90122108e+09,8.24287e-05,9.891444e-05,2.53547384e-14,-0.0183657,1.2206
sf,1.20,125,0.35,9.09342e-01,FAIL,FAIL,FAIL,FAIL,1.19966e+00,1.20000e+00
sf,1.20,125,0.4,8.52839e-01,FAIL,FAIL,FAIL,FAIL,6.37312e-01,1.20134e+00
sf,1.20,125,0.45,7.94140e-01,FAIL,FAIL,FAIL,FAIL,-1.35562e-03,1.20316e+00
sf,1.20,125,0.5,0.733279,431596302,1.0126e-05,1.21512e-05,2.81540874e-14,-0.00260416,1.20592
sf,1.20,125,0.55,0.671206,806711843,1.72428e-05,2.069136e-05,2.56490099e-14,-0.00419339,1.20921
sf,1.20,125,0.6,0.609347,1.2719248e+09,2.5165e-05,3.0198e-05,2.37419696e-14,-0.00610314,1.21262
sf,1.20,125,0.65,0.549031,1.75842726e+09,3.52137e-05,4.225644e-05,2.40308149e-14,-0.00800819,1.21607
sf,1.20,125,0.7,0.490661,2.22439719e+09,4.44575e-05,5.3349e-05,2.39835764e-14,-0.00966702,1.2193
sf,1.20,125,0.75,0.434876,2.64802457e+09,5.32688e-05,6.392256e-05,2.41397156e-14,-0.0109728,1.22162
sf,1.20,125,0.8,0.382491,3.01668225e+09,6.19307e-05,7.431684e-05,2.46352893e-14,-0.0119174,1.22187
sf,1.20,125,0.85,0.334631,3.32623736e+09,6.97666e-05,8.371992e-05,2.51695567e-14,-0.0125656,1.21877
sf,1.20,125,0.9,0.292501,3.57871381e+09,7.57681e-05,9.092172e-05,2.54062562e-14,-0.0129973,1.21146
sf,1.20,125,0.95,0.256995,3.78028957e+09,8.08015e-05,9.69618e-05,2.5649305e-14,-0.0132805,1.20018
sf,1.32,-40,0.35,1.06967e+00,FAIL,FAIL,FAIL,FAIL,3.35878e-03,4.62869e-03
sf,1.32,-40,0.4,1.02686e+00,FAIL,FAIL,FAIL,FAIL,4.03628e-04,2.71894e-03
sf,1.32,-40,0.45,9.32901e-01,FAIL,FAIL,FAIL,FAIL,2.68103e-05,1.31872e+00
sf,1.32,-40,0.5,8.81021e-01,FAIL,FAIL,FAIL,FAIL,1.31996e+00,1.32000e+00
sf,1.32,-40,0.55,8.24890e-01,FAIL,FAIL,FAIL,FAIL,-2.04362e-03,1.32399e+00
sf,1.32,-40,0.6,0.76681,479227868,1.07912e-05,1.4244384e-05,2.97236136e-14,-0.00414105,1.32842
sf,1.32,-40,0.65,0.7068,1.00275758e+09,2.13159e-05,2.8136988e-05,2.80596113e-14,-0.00657515,1.33308
sf,1.32,-40,0.7,0.646219,1.63140121e+09,3.36959e-05,4.4478588e-05,2.72640401e-14,-0.00947878,1.33787
sf,1.32,-40,0.75,0.585721,2.27040527e+09,4.7431e-05,6.260892e-05,2.75760988e-14,-0.0123116,1.34277
sf,1.32,-40,0.8,0.525825,2.88992284e+09,6.166e-05,8.13912e-05,2.81637969e-14,-0.0148282,1.34746
sf,1.32,-40,0.85,0.467182,3.47403161e+09,7.64988e-05,0.000100978416,2.9066637e-14,-0.0168595,1.35125
sf,1.32,-40,0.9,0.410525,3.99984001e+09,8.95393e-05,0.000118191876,2.95491509e-14,-0.0182685,1.35308
sf,1.32,-40,0.95,0.357304,4.45335115e+09,0.000102161,0.00013485252,3.02811334e-14,-0.0192747,1.35202
sf,1.32,27,0.35,1.03521e+00,FAIL,FAIL,FAIL,FAIL,6.43696e-03,2.66840e-02
sf,1.32,27,0.4,9.79440e-01,FAIL,FAIL,FAIL,FAIL,1.33155e-02,1.31986e+00
sf,1.32,27,0.45,9.28163e-01,FAIL,FAIL,FAIL,FAIL,1.31993e+00,1.32000e+00
