time_ns,d_p,d_n,vos,vod,core_p,core_n
6.242206689999999725e+00,1.064722670000000093e+00,1.412936610000000037e+00,1.238829640000000065e+00,-3.482139439999999975e-01,2.052483020000000005e-02,1.164301620000000037e+00
6.247206690000000506e+00,1.064353340000000037e+00,1.413088770000000105e+00,1.238721050000000101e+00,-3.487354320000000119e-01,1.967781489999999994e-02,1.163648060000000095e+00
6.252206690000000400e+00,1.063992190000000004e+00,1.413208110000000017e+00,1.238600149999999900e+00,-3.492159240000000109e-01,1.877753160000000116e-02,1.162969259999999894e+00
6.257206690000000293e+00,1.063661310000000082e+00,1.413325350000000036e+00,1.238493330000000059e+00,-3.496640449999999789e-01,1.754503779999999971e-02,1.162532850000000062e+00
6.262206690000000187e+00,1.063363599999999964e+00,1.413442660000000073e+00,1.238403130000000019e+00,-3.500790619999999964e-01,1.586962509999999965e-02,1.162815989999999911e+00
6.267206690000000080e+00,1.063086909999999996e+00,1.413545700000000016e+00,1.238316310000000087e+00,-3.504587920000000190e-01,1.377682019999999959e-02,1.164059959999999894e+00
6.272206689999999973e+00,1.062817829999999963e+00,1.413624109999999989e+00,1.238220969999999976e+00,-3.508062849999999955e-01,1.145083759999999951e-02,1.166111909999999918e+00
6.277206689999999867e+00,1.062573339999999922e+00,1.413703050000000072e+00,1.238138189999999916e+00,-3.511297070000000131e-01,9.265375039999999146e-03,1.168649129999999925e+00
6.282206690000000648e+00,1.062378070000000063e+00,1.413809590000000060e+00,1.238093829999999951e+00,-3.514315210000000245e-01,7.401687209999999705e-03,1.171365360000000022e+00
6.287206690000000542e+00,1.062233680000000069e+00,1.413942559999999959e+00,1.238088120000000014e+00,-3.517088729999999774e-01,5.893705100000000419e-03,1.174055829999999911e+00
6.292206690000000435e+00,1.062132840000000078e+00,1.414095220000000097e+00,1.238114029999999977e+00,-3.519623760000000212e-01,4.708658820000000307e-03,1.176611459999999942e+00
6.297206690000000329e+00,1.062067579999999900e+00,1.414263210000000104e+00,1.238165390000000032e+00,-3.521956259999999839e-01,3.791876300000000116e-03,1.178984779999999954e+00
6.302206690000000222e+00,1.062031320000000001e+00,1.414443990000000095e+00,1.238237660000000018e+00,-3.524126670000000128e-01,3.088143810000000024e-03,1.181161270000000041e+00
6.307206690000000116e+00,1.062019049999999964e+00,1.414635740000000030e+00,1.238327399999999967e+00,-3.526166929999999811e-01,2.549627369999999879e-03,1.183141500000000068e+00
6.312206690000000009e+00,1.062027190000000010e+00,1.414837050000000040e+00,1.238432119999999914e+00,-3.528098570000000045e-01,2.137743110000000103e-03,1.184933589999999981e+00
6.317206689999999902e+00,1.062053549999999902e+00,1.415047060000000023e+00,1.238550299999999993e+00,-3.529935120000000093e-01,1.822255150000000106e-03,1.186549169999999931e+00
6.322206689999999796e+00,1.062097290000000083e+00,1.415265790000000079e+00,1.238681539999999970e+00,-3.531684999999999963e-01,1.579758209999999928e-03,1.188001359999999895e+00
6.327206689999999689e+00,1.062159089999999972e+00,1.415494459999999899e+00,1.238826769999999966e+00,-3.533353710000000092e-01,1.392335100000000004e-03,1.189304099999999975e+00
6.332206689999999583e+00,1.062241290000000005e+00,1.415735799999999989e+00,1.238988549999999966e+00,-3.534945050000000144e-01,1.246396290000000018e-03,1.190471700000000022e+00
6.337206689999999476e+00,1.062348260000000044e+00,1.415994439999999965e+00,1.239171349999999894e+00,-3.536461830000000028e-01,1.131501530000000085e-03,1.191517619999999944e+00
6.342206689999999369e+00,1.062486250000000076e+00,1.416276829999999931e+00,1.239381539999999893e+00,-3.537905740000000243e-01,1.039488529999999921e-03,1.192453790000000069e+00
6.347206690000000151e+00,1.062661929999999977e+00,1.416589499999999946e+00,1.239625720000000042e+00,-3.539275700000000247e-01,9.638719830000000172e-04,1.193290830000000025e+00
6.352206690000000044e+00,1.062875989999999993e+00,1.416932340000000012e+00,1.239904169999999972e+00,-3.540563509999999914e-01,8.995312749999999488e-04,1.194038039999999912e+00
6.357206689999999938e+00,1.063110049999999918e+00,1.417285200000000023e+00,1.240197629999999940e+00,-3.541751539999999920e-01,8.437262039999999901e-04,1.194703110000000068e+00
6.362206689999999831e+00,1.063322040000000079e+00,1.417605840000000006e+00,1.240463939999999932e+00,-3.542838070000000061e-01,7.977664010000000156e-04,1.195293310000000053e+00
6.367206689999999725e+00,1.063479950000000063e+00,1.417869489999999955e+00,1.240674719999999898e+00,-3.543895449999999725e-01,7.626964770000000358e-04,1.195818719999999891e+00
6.372206689999999618e+00,1.063588159999999894e+00,1.418090960000000011e+00,1.240839559999999953e+00,-3.545028069999999754e-01,7.340495020000000186e-04,1.196289079999999894e+00
6.377206689999999512e+00,1.063658739999999936e+00,1.418284179999999894e+00,1.240971459999999915e+00,-3.546254320000000182e-01,7.117497330000000172e-04,1.196712800000000021e+00
6.382206690000000293e+00,1.063688329999999960e+00,1.418440740000000089e+00,1.241064539999999994e+00,-3.547524060000000201e-01,7.008939260000000534e-04,1.197094670000000027e+00
6.387206690000000187e+00,1.063663690000000051e+00,1.418543389999999960e+00,1.241103539999999894e+00,-3.548797049999999897e-01,6.915263129999999750e-04,1.197425430000000013e+00
6.392206690000000080e+00,1.063559609999999989e+00,1.418565290000000090e+00,1.241062450000000039e+00,-3.550056819999999891e-01,6.762306809999999845e-04,1.197691939999999899e+00
6.397206689999999973e+00,1.063322300000000054e+00,1.418453629999999910e+00,1.240887960000000012e+00,-3.551313320000000218e-01,6.534897310000000511e-04,1.197879429999999967e+00
6.402206689999999867e+00,1.062897999999999898e+00,1.418161980000000044e+00,1.240529989999999971e+00,-3.552639839999999771e-01,6.243457820000000193e-04,1.197980119999999982e+00
6.407206689999999760e+00,1.062246000000000024e+00,1.417655639999999995e+00,1.239950820000000009e+00,-3.554096389999999994e-01,5.917812060000000353e-04,1.197999019999999915e+00
6.412206689999999654e+00,1.061360569999999948e+00,1.416929499999999953e+00,1.239145039999999920e+00,-3.555689269999999791e-01,5.636527889999999813e-04,1.197974480000000064e+00
6.417206690000000435e+00,1.060284419999999894e+00,1.416024450000000101e+00,1.238154439999999967e+00,-3.557400330000000110e-01,5.435644319999999698e-04,1.197945459999999906e+00
6.422206690000000329e+00,1.059068829999999961e+00,1.414987650000000041e+00,1.237028239999999890e+00,-3.559188240000000225e-01,5.237574870000000259e-04,1.197905269999999911e+00
6.427206690000000222e+00,1.057751969999999986e+00,1.413848409999999944e+00,1.235800189999999965e+00,-3.560964429999999847e-01,4.974432310000000265e-04,1.197833209999999982e+00
6.432206690000000116e+00,1.056362690000000049e+00,1.412623219999999957e+00,1.234492949999999922e+00,-3.562605329999999904e-01,4.710142420000000226e-04,1.197751309999999902e+00
6.437206690000000009e+00,1.054926150000000007e+00,1.411324210000000079e+00,1.233125180000000043e+00,-3.563980609999999882e-01,4.885815159999999744e-04,1.197861379999999976e+00
6.442206689999999902e+00,1.053466180000000030e+00,1.409962909999999958e+00,1.231714540000000024e+00,-3.564967310000000111e-01,6.058892969999999777e-04,1.198493260000000005e+00
6.447206689999999796e+00,1.052004240000000035e+00,1.408549229999999985e+00,1.230276729999999930e+00,-3.565449909999999778e-01,8.715347710000000440e-04,1.200027280000000030e+00
6.452206690000000577e+00,1.050554399999999999e+00,1.407085630000000087e+00,1.228820009999999963e+00,-3.565312319999999757e-01,1.326481150000000065e-03,1.202876080000000014e+00
6.457206690000000471e+00,1.049119059999999992e+00,1.405561520000000009e+00,1.227340289999999889e+00,-3.564424600000000165e-01,1.890865200000000105e-03,1.207219980000000081e+00
6.462206690000000364e+00,1.047688079999999911e+00,1.403950880000000012e+00,1.225819479999999961e+00,-3.562627990000000189e-01,2.382700030000000063e-03,1.212668679999999943e+00
6.467206690000000258e+00,1.046237950000000083e+00,1.402209999999999956e+00,1.224223969999999939e+00,-3.559720490000000126e-01,2.790202979999999860e-03,1.218972429999999996e+00
6.472206690000000151e+00,1.044727579999999989e+00,1.400271510000000053e+00,1.222499549999999990e+00,-3.555439269999999818e-01,2.704492709999999946e-03,1.225998200000000038e+00
6.477206690000000044e+00,1.043092490000000039e+00,1.398035710000000043e+00,1.220564100000000041e+00,-3.549432209999999754e-01,8.871194749999999603e-04,1.232903050000000000e+00
6.482206689999999938e+00,1.041240649999999990e+00,1.395362100000000050e+00,1.218301379999999989e+00,-3.541214520000000032e-01,-4.247869799999999876e-03,1.236028960000000065e+00
6.487206690000000719e+00,1.039058749999999920e+00,1.392069020000000101e+00,1.215563879999999930e+00,-3.530102700000000149e-01,-1.241374259999999952e-02,1.229009290000000032e+00
6.492206690000000613e+00,1.036448629999999982e+00,1.387960190000000038e+00,1.212204410000000010e+00,-3.515115589999999735e-01,-2.232114810000000032e-02,1.203527529999999901e+00
6.496103349999999388e+00,1.034123600000000032e+00,1.384106760000000103e+00,1.209115179999999956e+00,-3.499831520000000196e-01,-3.167615199999999909e-02,1.166596989999999945e+00
6.500000000000000000e+00,1.031700569999999928e+00,1.379751809999999912e+00,1.205726190000000031e+00,-3.480512350000000144e-01,-4.205664390000000280e-02,1.115938569999999963e+00
6.500499999999999723e+00,1.031396989999999958e+00,1.379166520000000062e+00,1.205281760000000091e+00,-3.477695270000000227e-01,-4.339775490000000180e-02,1.108491640000000000e+00
6.501500000000000057e+00,1.030798560000000030e+00,1.377971239999999931e+00,1.204384899999999980e+00,-3.471726829999999819e-01,-4.586973119999999959e-02,1.093139639999999968e+00
6.503499999999999837e+00,1.029696809999999907e+00,1.375566410000000017e+00,1.202631610000000073e+00,-3.458695969999999731e-01,-4.949548160000000196e-02,1.060601300000000080e+00
6.507499999999999396e+00,1.028080520000000053e+00,1.370756929999999985e+00,1.199418719999999938e+00,-3.426764070000000162e-01,-4.694680180000000008e-02,9.896263199999999483e-01
6.512500000000000178e+00,1.027764319999999953e+00,1.364948789999999912e+00,1.196356549999999963e+00,-3.371844660000000160e-01,-1.063603490000000068e-02,8.931691430000000542e-01
6.517500000000000071e+00,1.029791230000000057e+00,1.359203589999999906e+00,1.194497410000000093e+00,-3.294123560000000173e-01,7.092682079999999833e-02,7.905579139999999727e-01
6.522499999999999964e+00,1.034035789999999899e+00,1.352766090000000032e+00,1.193400940000000077e+00,-3.187303040000000198e-01,1.861467320000000092e-01,6.815072149999999995e-01
6.526250000000000107e+00,1.038586229999999944e+00,1.347081329999999966e+00,1.192833779999999955e+00,-3.084951020000000210e-01,2.873153889999999766e-01,5.928244520000000017e-01
6.530000000000000249e+00,1.044380709999999990e+00,1.340636359999999971e+00,1.192508539999999950e+00,-2.962556450000000119e-01,3.946962780000000115e-01,4.920740140000000040e-01
6.530499999999999972e+00,1.045244599999999968e+00,1.339747089999999918e+00,1.192495850000000024e+00,-2.945024960000000025e-01,4.093374240000000053e-01,4.775079079999999809e-01
6.531499999999999417e+00,1.046976979999999946e+00,1.338087929999999925e+00,1.192532450000000077e+00,-2.911109550000000046e-01,4.383230690000000096e-01,4.481330230000000192e-01
6.533500000000000085e+00,1.049834820000000057e+00,1.336335129999999927e+00,1.193084980000000073e+00,-2.865003039999999834e-01,4.940442959999999939e-01,3.906366949999999783e-01
6.537499999999999645e+00,1.053402280000000024e+00,1.335146659999999930e+00,1.194274470000000088e+00,-2.817443789999999892e-01,5.905786549999999524e-01,2.871704970000000245e-01
6.542499999999999538e+00,1.059981609999999908e+00,1.328582740000000095e+00,1.194282169999999921e+00,-2.686011280000000223e-01,6.901589689999999555e-01,1.865992860000000031e-01
6.547500000000000320e+00,1.070822039999999920e+00,1.317546190000000061e+00,1.194184109999999910e+00,-2.467241480000000042e-01,7.766345000000000054e-01,1.182245160000000017e-01
6.552500000000000213e+00,1.088469270000000044e+00,1.302222779999999913e+00,1.195346019999999898e+00,-2.137535120000000066e-01,8.521294190000000546e-01,7.503909490000000571e-02
6.557500000000000107e+00,1.112224359999999912e+00,1.283081949999999916e+00,1.197653159999999994e+00,-1.708575979999999994e-01,9.163727179999999750e-01,4.851120679999999796e-02
6.562500000000000000e+00,1.140954440000000014e+00,1.261785380000000067e+00,1.201369909999999930e+00,-1.208309479999999936e-01,9.696160480000000081e-01,3.205126090000000316e-02
6.567499999999999893e+00,1.173095070000000018e+00,1.239871710000000071e+00,1.206483390000000044e+00,-6.677664079999999502e-02,1.012844429999999907e+00,2.154588940000000050e-02
6.572499999999999787e+00,1.209819659999999963e+00,1.214183019999999891e+00,1.212001340000000038e+00,-4.363360079999999835e-03,1.047397670000000058e+00,1.472237900000000071e-02
6.577499999999999680e+00,1.246533839999999893e+00,1.185111669999999950e+00,1.215822750000000063e+00,6.142217120000000030e-02,1.074642179999999891e+00,1.038127689999999992e-02
6.582500000000000462e+00,1.270823749999999919e+00,1.168256259999999935e+00,1.219540010000000008e+00,1.025674929999999957e-01,1.095827600000000013e+00,7.838582889999999234e-03
6.587500000000000355e+00,1.291155730000000057e+00,1.158101810000000009e+00,1.224628770000000033e+00,1.330539259999999890e-01,1.112028280000000091e+00,6.706816560000000357e-03
6.592500000000000249e+00,1.309671489999999938e+00,1.151424730000000007e+00,1.230548109999999973e+00,1.582467569999999879e-01,1.124167310000000031e+00,6.671583229999999975e-03
6.597500000000000142e+00,1.326280469999999934e+00,1.147145019999999960e+00,1.236712749999999916e+00,1.791354559999999985e-01,1.133094529999999933e+00,7.414408729999999621e-03
6.602500000000000036e+00,1.340702829999999901e+00,1.144168209999999908e+00,1.242435519999999904e+00,1.965346229999999916e-01,1.139665259999999902e+00,8.574790440000000513e-03
6.607499999999999929e+00,1.352923850000000039e+00,1.141573830000000012e+00,1.247248839999999914e+00,2.113500190000000001e-01,1.144510710000000042e+00,9.695315470000000213e-03
6.612499999999999822e+00,1.363151929999999901e+00,1.138858109999999924e+00,1.251005020000000023e+00,2.242938170000000064e-01,1.148091179999999989e+00,1.047123810000000037e-02
6.617500000000000604e+00,1.371690319999999907e+00,1.135867200000000077e+00,1.253778760000000103e+00,2.358231179999999982e-01,1.150772349999999999e+00,1.124091649999999984e-02
6.622500000000000497e+00,1.378850029999999949e+00,1.132638980000000073e+00,1.255744509999999980e+00,2.462110530000000130e-01,1.152808819999999956e+00,1.237644459999999967e-02
6.627500000000000391e+00,1.384903790000000079e+00,1.129276299999999900e+00,1.257090040000000020e+00,2.556274900000000128e-01,1.154378799999999927e+00,1.376453019999999972e-02
6.632500000000000284e+00,1.390070480000000108e+00,1.125880830000000055e+00,1.257975649999999890e+00,2.641896530000000243e-01,1.155613709999999905e+00,1.520731999999999987e-02
6.637500000000000178e+00,1.394519559999999991e+00,1.122531549999999934e+00,1.258525550000000104e+00,2.719880080000000033e-01,1.156610410000000089e+00,1.657817119999999839e-02
6.642500000000000071e+00,1.398381309999999988e+00,1.119283210000000084e+00,1.258832259999999925e+00,2.790981009999999873e-01,1.157438229999999901e+00,1.776447730000000128e-02
6.647499999999999964e+00,1.401756559999999929e+00,1.116170799999999907e+00,1.258963679999999918e+00,2.855857609999999935e-01,1.158145320000000034e+00,1.876304139999999954e-02
6.652500000000000746e+00,1.404724309999999976e+00,1.113214790000000010e+00,1.258969549999999993e+00,2.915095209999999937e-01,1.158763720000000053e+00,1.962238469999999860e-02
6.657500000000000639e+00,1.407348199999999938e+00,1.110426240000000009e+00,1.258887220000000084e+00,2.969219650000000099e-01,1.159306469999999978e+00,2.028435660000000099e-02
6.662500000000000533e+00,1.409677639999999954e+00,1.107807650000000033e+00,1.258742639999999913e+00,3.018699939999999748e-01,1.159769540000000099e+00,2.060897379999999945e-02
6.667499999999999538e+00,1.411745100000000086e+00,1.105349979999999954e+00,1.258547539999999909e+00,3.063951180000000218e-01,1.160160450000000010e+00,2.084715100000000126e-02
6.672499999999999432e+00,1.413587780000000071e+00,1.103050190000000041e+00,1.258318990000000026e+00,3.105375899999999745e-01,1.160430029999999890e+00,2.104650190000000032e-02
6.677499999999999325e+00,1.415231310000000020e+00,1.100898619999999939e+00,1.258064969999999949e+00,3.143326949999999953e-01,1.160522389999999904e+00,2.116264790000000132e-02
6.682499999999999218e+00,1.416692580000000090e+00,1.098882389999999987e+00,1.257787489999999897e+00,3.178101950000000175e-01,1.160387889999999977e+00,2.117856820000000098e-02
6.687500000000000000e+00,1.417994680000000063e+00,1.096997970000000100e+00,1.257496320000000001e+00,3.209967169999999870e-01,1.160033749999999975e+00,2.110342819999999966e-02
6.692499999999999893e+00,1.419158909999999940e+00,1.095241150000000108e+00,1.257200029999999913e+00,3.239177610000000263e-01,1.159537889999999960e+00,2.094098280000000062e-02
6.697499999999999787e+00,1.420201550000000035e+00,1.093604779999999943e+00,1.256903169999999959e+00,3.265967679999999818e-01,1.159114320000000031e+00,2.066605129999999832e-02
6.702499999999999680e+00,1.421129010000000026e+00,1.092074030000000029e+00,1.256601520000000027e+00,3.290549850000000220e-01,1.159296630000000050e+00,2.025581510000000127e-02
6.707499999999999574e+00,1.421946439999999923e+00,1.090635379999999932e+00,1.256290909999999927e+00,3.313110539999999937e-01,1.160515069999999982e+00,1.970225910000000108e-02
6.712499999999999467e+00,1.422655240000000099e+00,1.089272999999999936e+00,1.255964120000000017e+00,3.333822359999999985e-01,1.162755900000000064e+00,1.903646980000000058e-02
6.717499999999999361e+00,1.423262840000000029e+00,1.087977799999999995e+00,1.255620320000000012e+00,3.352850379999999797e-01,1.165700469999999989e+00,1.830321030000000085e-02
6.722500000000000142e+00,1.423804990000000048e+00,1.086767480000000008e+00,1.255286230000000058e+00,3.370375039999999878e-01,1.168968999999999925e+00,1.730132740000000016e-02
6.727500000000000036e+00,1.424304210000000070e+00,1.085653289999999993e+00,1.254978750000000032e+00,3.386509200000000219e-01,1.172271049999999981e+00,1.587775719999999849e-02
6.732499999999999929e+00,1.424751960000000039e+00,1.084620120000000076e+00,1.254686039999999947e+00,3.401318409999999903e-01,1.175430449999999905e+00,1.413042100000000065e-02
6.737499999999999822e+00,1.425154940000000092e+00,1.083662340000000057e+00,1.254408640000000075e+00,3.414925959999999816e-01,1.178303920000000060e+00,1.202405919999999934e-02
6.742499999999999716e+00,1.425540129999999905e+00,1.082793530000000004e+00,1.254166829999999955e+00,3.427465940000000155e-01,1.180844400000000016e+00,9.893590440000000694e-03
6.747499999999999609e+00,1.425929259999999976e+00,1.082027459999999941e+00,1.253978360000000070e+00,3.439018050000000049e-01,1.183056120000000044e+00,7.995799769999999140e-03
6.752500000000000391e+00,1.426318610000000042e+00,1.081357270000000037e+00,1.253837939999999929e+00,3.449613400000000052e-01,1.184965889999999966e+00,6.411986399999999864e-03
6.757500000000000284e+00,1.426700309999999972e+00,1.080769110000000088e+00,1.253734710000000030e+00,3.459312019999999932e-01,1.186613750000000023e+00,5.135653320000000029e-03
6.762500000000000178e+00,1.427069759999999965e+00,1.080249739999999958e+00,1.253659749999999962e+00,3.468200200000000066e-01,1.188042920000000002e+00,4.127304449999999979e-03
6.767500000000000071e+00,1.427424870000000068e+00,1.079788160000000108e+00,1.253606519999999946e+00,3.476367089999999882e-01,1.189292419999999906e+00,3.339808479999999916e-03
6.772499999999999964e+00,1.427764819999999935e+00,1.079375650000000020e+00,1.253570239999999947e+00,3.483891740000000237e-01,1.190393959999999973e+00,2.728738799999999923e-03
6.777499999999999858e+00,1.428089479999999911e+00,1.079005420000000104e+00,1.253547449999999897e+00,3.490840530000000053e-01,1.191372069999999894e+00,2.255946280000000175e-03
6.782499999999999751e+00,1.428399310000000089e+00,1.078672410000000026e+00,1.253535859999999946e+00,3.497269000000000072e-01,1.192245580000000027e+00,1.890435989999999936e-03
6.787500000000000533e+00,1.428695529999999936e+00,1.078373079999999984e+00,1.253534300000000101e+00,3.503224449999999823e-01,1.193029050000000035e+00,1.607667030000000004e-03
6.792500000000000426e+00,1.428980209999999973e+00,1.078105410000000042e+00,1.253542809999999896e+00,3.508748010000000139e-01,1.193733970000000033e+00,1.388340930000000030e-03
6.797500000000000320e+00,1.429256700000000047e+00,1.077869079999999924e+00,1.253562889999999985e+00,3.513876180000000127e-01,1.194369680000000100e+00,1.217282390000000046e-03
6.802500000000000213e+00,1.429529990000000028e+00,1.077665819999999997e+00,1.253597910000000093e+00,3.518641739999999740e-01,1.194944020000000107e+00,1.082457040000000051e-03
6.807500000000000107e+00,1.429807190000000006e+00,1.077499790000000068e+00,1.253653490000000037e+00,3.523073999999999928e-01,1.195463720000000007e+00,9.742962589999999787e-04
6.812500000000000000e+00,1.430096679999999898e+00,1.077376930000000010e+00,1.253736799999999985e+00,3.527197490000000268e-01,1.195934789999999914e+00,8.861758509999999658e-04
6.817499999999999893e+00,1.430403169999999946e+00,1.077300389999999997e+00,1.253851779999999971e+00,3.531027800000000050e-01,1.196362099999999984e+00,8.130033910000000318e-04
6.822500000000000675e+00,1.430715769999999942e+00,1.077258959999999988e+00,1.253987369999999935e+00,3.534568040000000133e-01,1.196749339999999995e+00,7.517254500000000077e-04
6.827500000000000568e+00,1.431003449999999955e+00,1.077220499999999914e+00,1.254111970000000076e+00,3.537829499999999849e-01,1.197099329999999906e+00,7.029597569999999733e-04
6.832500000000000462e+00,1.431249299999999947e+00,1.077160330000000110e+00,1.254204819999999998e+00,3.540889700000000029e-01,1.197413829999999901e+00,6.668041870000000195e-04
6.837500000000000355e+00,1.431472410000000028e+00,1.077085969999999948e+00,1.254279190000000099e+00,3.543864319999999735e-01,1.197693670000000044e+00,6.378237300000000462e-04
6.842500000000000249e+00,1.431682260000000095e+00,1.077003960000000093e+00,1.254343109999999983e+00,3.546783039999999998e-01,1.197941719999999988e+00,6.148021340000000201e-04
6.847500000000000142e+00,1.431856409999999968e+00,1.076897500000000063e+00,1.254376949999999935e+00,3.549589129999999870e-01,1.198162989999999928e+00,6.036790769999999954e-04
6.852500000000000036e+00,1.431979520000000061e+00,1.076755960000000067e+00,1.254367739999999953e+00,3.552235599999999938e-01,1.198359500000000022e+00,5.972279640000000304e-04
6.857499999999999929e+00,1.432046399999999942e+00,1.076573690000000028e+00,1.254310049999999954e+00,3.554727109999999968e-01,1.198532960000000092e+00,5.887688289999999788e-04
6.862499999999999822e+00,1.432019560000000080e+00,1.076309430000000011e+00,1.254164499999999904e+00,3.557101280000000143e-01,1.198686359999999951e+00,5.772034879999999842e-04
6.867499999999999716e+00,1.431862430000000019e+00,1.075918649999999976e+00,1.253890539999999998e+00,3.559437779999999885e-01,1.198823049999999890e+00,5.626648609999999667e-04
6.872499999999999609e+00,1.431558569999999975e+00,1.075379029999999903e+00,1.253468800000000050e+00,3.561795489999999842e-01,1.198946150000000044e+00,5.455940370000000091e-04
6.877499999999999503e+00,1.431106680000000075e+00,1.074689449999999935e+00,1.252898059999999925e+00,3.564172319999999727e-01,1.199056689999999925e+00,5.263742789999999953e-04
6.882499999999999396e+00,1.430517739999999982e+00,1.073866559999999915e+00,1.252192149999999948e+00,3.566511840000000100e-01,1.199150740000000104e+00,5.051072550000000388e-04
6.887499999999999289e+00,1.429810290000000039e+00,1.072938399999999959e+00,1.251374339999999918e+00,3.568718960000000218e-01,1.199223120000000087e+00,4.820324579999999814e-04
6.892500000000000071e+00,1.429002719999999949e+00,1.071935539999999909e+00,1.250469129999999929e+00,3.570671850000000092e-01,1.199276790000000092e+00,4.580891829999999849e-04
6.897499999999999964e+00,1.428108979999999972e+00,1.070886199999999899e+00,1.249497590000000047e+00,3.572227760000000196e-01,1.199319510000000033e+00,4.342837849999999964e-04
6.902499999999999858e+00,1.427138419999999908e+00,1.069815760000000004e+00,1.248477089999999956e+00,3.573226620000000131e-01,1.199356899999999948e+00,4.118016220000000048e-04
6.907499999999999751e+00,1.426096180000000047e+00,1.068746889999999894e+00,1.247421530000000001e+00,3.573492839999999893e-01,1.199391620000000103e+00,3.918543030000000015e-04
6.912499999999999645e+00,1.424982030000000011e+00,1.067698929999999935e+00,1.246340479999999973e+00,3.572830949999999950e-01,1.199424569999999912e+00,3.737739479999999939e-04
6.917499999999999538e+00,1.423788330000000046e+00,1.066687029999999980e+00,1.245237680000000013e+00,3.571012960000000125e-01,1.199456120000000015e+00,3.562535779999999731e-04
6.922499999999999432e+00,1.422498290000000054e+00,1.065722360000000091e+00,1.244110330000000042e+00,3.567759320000000178e-01,1.199486760000000096e+00,3.395095240000000117e-04
6.927500000000000213e+00,1.421083600000000002e+00,1.064812590000000059e+00,1.242948100000000000e+00,3.562710119999999980e-01,1.199517900000000026e+00,3.302713570000000197e-04
6.932500000000000107e+00,1.419500959999999923e+00,1.063962850000000016e+00,1.241731900000000000e+00,3.555381120000000172e-01,1.199551480000000003e+00,3.425959220000000111e-04
6.937500000000000000e+00,1.417687520000000090e+00,1.063178119999999893e+00,1.240432820000000103e+00,3.545093990000000028e-01,1.199588209999999933e+00,3.892904759999999765e-04
6.942499999999999893e+00,1.415555770000000102e+00,1.062469110000000105e+00,1.239012439999999993e+00,3.530866579999999977e-01,1.199627790000000083e+00,4.796604210000000239e-04
6.947499999999999787e+00,1.412987999999999911e+00,1.061863479999999971e+00,1.237425739999999941e+00,3.511245239999999934e-01,1.199669309999999989e+00,6.194565870000000394e-04
6.952499999999999680e+00,1.409827160000000079e+00,1.061417709999999959e+00,1.235622439999999989e+00,3.484094449999999843e-01,1.199708409999999947e+00,7.933106720000000040e-04
6.957499999999999574e+00,1.405855199999999972e+00,1.061205549999999942e+00,1.233530379999999926e+00,3.446496470000000034e-01,1.199737829999999894e+00,9.580418979999999604e-04
6.962500000000000355e+00,1.400761509999999932e+00,1.061263140000000105e+00,1.231012329999999988e+00,3.394983719999999927e-01,1.199758160000000018e+00,1.091718659999999950e-03
6.967500000000000249e+00,1.394198119999999985e+00,1.061600850000000040e+00,1.227899480000000043e+00,3.325972649999999753e-01,1.199773690000000004e+00,1.186856000000000022e-03
6.972500000000000142e+00,1.385945589999999950e+00,1.062359590000000020e+00,1.224152590000000096e+00,3.235860050000000099e-01,1.199789580000000022e+00,1.249512159999999943e-03
6.977500000000000036e+00,1.375973539999999939e+00,1.063823559999999890e+00,1.219898549999999915e+00,3.121499859999999904e-01,1.199806860000000031e+00,1.283893740000000006e-03
6.982499999999999929e+00,1.364396830000000005e+00,1.066327150000000001e+00,1.215361989999999892e+00,2.980696729999999794e-01,1.199806410000000101e+00,1.201172130000000048e-03
6.987499999999999822e+00,1.352969459999999957e+00,1.069515519999999942e+00,1.211242490000000060e+00,2.834539349999999902e-01,1.199759779999999942e+00,8.273628199999999737e-04
6.992500000000000604e+00,1.347715540000000045e+00,1.069542540000000042e+00,1.208629039999999932e+00,2.781729980000000046e-01,1.199645489999999981e+00,-1.173786639999999997e-05
6.996249999999999858e+00,1.340156660000000111e+00,1.070870439999999979e+00,1.205513550000000045e+00,2.692862220000000195e-01,1.199500809999999973e+00,-1.074798899999999946e-03
7.000000000000000000e+00,1.328787649999999987e+00,1.076527690000000037e+00,1.202657670000000012e+00,2.522599660000000021e-01,1.199303870000000050e+00,-2.597747789999999956e-03
7.000500000000000611e+00,1.326947300000000052e+00,1.077676459999999947e+00,1.202311880000000111e+00,2.492708379999999946e-01,1.199272120000000053e+00,-2.842576959999999937e-03
7.001500000000000057e+00,1.323139760000000109e+00,1.080058119999999899e+00,1.201598940000000004e+00,2.430816349999999904e-01,1.199205290000000090e+00,-3.357391200000000003e-03
7.003499999999999837e+00,1.315052059999999967e+00,1.085339580000000081e+00,1.200195820000000024e+00,2.297124809999999961e-01,1.199055219999999977e+00,-4.510080710000000277e-03
7.007500000000000284e+00,1.297213060000000029e+00,1.098508199999999935e+00,1.197860630000000093e+00,1.987048529999999869e-01,1.198713300000000093e+00,-7.334826519999999676e-03
7.012500000000000178e+00,1.272916729999999941e+00,1.120195569999999918e+00,1.196556149999999930e+00,1.527211679999999905e-01,1.198263749999999961e+00,-1.165631410000000055e-02
7.017500000000000071e+00,1.247878299999999996e+00,1.147185450000000051e+00,1.197531869999999943e+00,1.006928430000000041e-01,1.197751430000000061e+00,-1.683148840000000049e-02
